esclofollar_verb	éplucher_verb
marcazzan_propernoun	marcazzan_propernoun
barucci_propernoun	barucci_propernoun
eòlic_adjective	éolien_adjective
gobi_propernoun	gobi_propernoun
digirolamo_propernoun	digirolamo_propernoun
epònim_noun	éponyme_noun
crispeta_noun	pop-corn_noun
saitta_propernoun	saitta_propernoun
prop-de_preposition	alentour-de_preposition
gàl·lic_adjective	gallique_adjective
arcand_propernoun	arcand_propernoun
cancian_propernoun	cancian_propernoun
profusió_noun	profusion_noun
palestra_noun	palestre_noun
helicoidal_adjective	hélicoïdal_adjective
lincourt_propernoun	lincourt_propernoun
ciclotòmic_adjective	cyclotomique_adjective
medicina_noun	médecine_noun
prepublicació_noun	prépublication_noun
dòric_adjective	dorique_adjective
predecessor_noun	prédécesseur_noun
cinquanta-unè_adjective	cinquante-et-unième_adjective
pedania_noun	commune-rurale_noun
company-de-feina_noun	collègue_noun
rojano_propernoun	rojano_propernoun
vukotić_propernoun	vukotić_propernoun
agradar_verb	aimer-bien_verb
segrestar_verb	kidnapper_verb
cisjordà_noun	cisjordanien_noun
cammareri_propernoun	cammareri_propernoun
resta_propernoun	resta_propernoun
nayra_propernoun	nayra_propernoun
salmon_propernoun	salmon_propernoun
mastitis_noun	mastite_noun
avui-en-dia_adverb	aujourd'hui_adverb
voiculescu_propernoun	voiculescu_propernoun
acompte_noun	acompte_noun
estratigrafia_noun	stratigraphie_noun
alguna-cosa_pronoun	quelque-chose_pronoun
itàlic_adjective	italique_adjective
tanmateix_adverb	tout-de-même_adverb
caminal_propernoun	caminal_propernoun
insinuació_noun	insinuation_noun
reptar_verb	ramper_verb
caruso_propernoun	caruso_propernoun
beneït_propernoun	beneït_propernoun
mesquineria_noun	mesquinerie_noun
esmenar_verb	amender_verb
noves-hèbrides_propernoun	nouvelles-hébrides_propernoun
celma_propernoun	celma_propernoun
barcassa_noun	chaland_noun
sesé_propernoun	sesé_propernoun
apropiar_verb	approprier_verb
milionari_adjective	milliardaire_adjective
tranquil·litzador_adjective	tranquillisant_adjective
parés_propernoun	parés_propernoun
doctrinarisme_noun	doctrinarisme_noun
sinologia_noun	sinologie_noun
fulminar_verb	foudroyer_verb
rebentar_verb	éclater_verb
coll_propernoun	coll_propernoun
chabrol_propernoun	chabrol_propernoun
reducció_noun	reduction_noun
fox_propernoun	fox_propernoun
peri_propernoun	peri_propernoun
indigent_adjective	indigent_adjective
engaltar_verb	lâcher_verb
brut_adjective	brut_adjective
bastarache_propernoun	bastarache_propernoun
descompressor_noun	décompresseur_noun
aielo-de-malferit_propernoun	aielo-de-malferit_propernoun
hemenegilda_propernoun	hemenegilda_propernoun
maffioli_propernoun	maffioli_propernoun
agredir_verb	agresser_verb
arsenault_propernoun	arsenault_propernoun
valina_noun	valine_noun
gendre_propernoun	gendre_propernoun
microinformàtic_adjective	micro-informatique_adjective
giacché_propernoun	giacché_propernoun
vòmit_noun	vomissement_noun
mazzuca_propernoun	mazzuca_propernoun
rosada_noun	rosée_noun
escriva_propernoun	escriva_propernoun
borrassà_propernoun	borrassà_propernoun
canyella_noun	cannelle_noun
papable_adjective	papable_adjective
wilhelm_propernoun	wilhelm_propernoun
cukor_propernoun	cukor_propernoun
aerorefrigerant_adjective	aéroréfrigérant_adjective
cassá_propernoun	cassá_propernoun
dur_verb	porter_verb
insulina_noun	insuline_noun
dolmen_noun	dolmen_noun
rendon_propernoun	rendon_propernoun
coral·lí_adjective	corallien_adjective
british-airways_propernoun	british-airways_propernoun
paul_propernoun	paul_propernoun
florència_propernoun	florence_propernoun
sobrehumà_adjective	surhumain_adjective
gramsci_propernoun	gramsci_propernoun
raül_propernoun	raül_propernoun
rectosigmoide_noun	recto-sigmoïde_noun
alessandrini_propernoun	alessandrini_propernoun
casamitjana_propernoun	casamitjana_propernoun
àlbum-d'estudi_noun	album-studio_noun
salvífic_adjective	salvifique_adjective
sanejament_noun	assainissement_noun
moine_propernoun	moine_propernoun
vicerector_noun	vice-recteur_noun
fastiguejar_verb	écœurer_verb
cullell_propernoun	cullell_propernoun
juan-josé-ibarretxe-markuartu_propernoun	juan-josé-ibarretxe-markuartu_propernoun
tec_propernoun	tech_propernoun
facchini_propernoun	facchini_propernoun
daza_propernoun	daza_propernoun
alvernès_adjective	auvergnat_adjective
astrologia_noun	astrologie_noun
manc_adjective	manchot_adjective
harpia_noun	harpie_noun
triano_propernoun	triano_propernoun
salvatge_adjective	sauvage_adjective
encarcarament_noun	engourdissement_noun
bisson_propernoun	bisson_propernoun
bestia_noun	grand-tante_noun
bibliòleg_noun	bibliologue_noun
en-detriment-de_preposition	en-dépit-de_preposition
orly_propernoun	orly_propernoun
imparable_adjective	imparable_adjective
caldera_propernoun	caldera_propernoun
denegar_verb	débouter_verb
conselleria_noun	ministère_noun
rocós_adjective	rocheux_adjective
rosalinda_propernoun	rosalinda_propernoun
carbassa_noun	courge_noun
pinard_propernoun	pinard_propernoun
exorable_adjective	exorable_adjective
osei_propernoun	osei_propernoun
landa_propernoun	landa_propernoun
cantaridina_noun	cantharidine_noun
bonifacia_propernoun	bonifacia_propernoun
ascensión_propernoun	ascensión_propernoun
dubuisson_propernoun	dubuisson_propernoun
associat_noun	associé_noun
albesa_propernoun	albesa_propernoun
múrcia_propernoun	múrcia_propernoun
bridget_propernoun	bridget_propernoun
descontaminació_noun	dépollution_noun
vlasák_propernoun	vlasák_propernoun
avern_propernoun	averne_propernoun
devocional_adjective	dévotionnel_adjective
grumollós_adjective	grumeleux_adjective
verne_propernoun	verne_propernoun
frustrar_verb	déjouer_verb
informacional_adjective	informationnel_adjective
gratuït_adjective	gratuit_adjective
osteòlisi_noun	ostéolyse_noun
catalunya_propernoun	catalogne_propernoun
berio_propernoun	berio_propernoun
alisa_propernoun	alisa_propernoun
ectòpic_adjective	ectopique_adjective
saltejar_verb	détrousser_verb
cebanu_propernoun	cebanu_propernoun
patir_verb	galérer_verb
descular_verb	défoncer_verb
carette_propernoun	carette_propernoun
treu_propernoun	treu_propernoun
crusellas_propernoun	crusellas_propernoun
franckie_propernoun	franckie_propernoun
barió_noun	baryon_noun
equidistància_noun	équidistance_noun
conseqüència_noun	aboutissement_noun
rajotte_propernoun	rajotte_propernoun
gipsós_adjective	gypseux_adjective
bivac_noun	bivouac_noun
balaton_propernoun	balaton_propernoun
wormald_propernoun	wormald_propernoun
megaloblàstic_adjective	mégaloblastique_adjective
tendrament_adverb	tendrement_adverb
reconstrucció_noun	reconstruction_noun
injustícia_noun	injustice_noun
abocar_verb	déboucher-sur_verb
retrospectiu_adjective	rétrospectif_adjective
puigdemont_propernoun	puigdemont_propernoun
amfictionia_noun	amphictyonie_noun
argelaguer_propernoun	argelaguer_propernoun
jemimah_propernoun	jemimah_propernoun
pitarresi_propernoun	pitarresi_propernoun
wii_propernoun	wii_propernoun
baldwin_propernoun	baldwin_propernoun
baldy_propernoun	baldy_propernoun
abdallah_propernoun	abdallah_propernoun
xi_adjective	xie_adjective
precocitat_noun	précocité_noun
caravaca_propernoun	caravaca_propernoun
von-wietersheim_propernoun	von-wietersheim_propernoun
castelló-de-la-plana_propernoun	castelló-de-la-plana_propernoun
paulino_propernoun	paulino_propernoun
clon_noun	clone_noun
isòtop_noun	isotope_noun
nissoli_propernoun	nissoli_propernoun
acèfal_adjective	acéphale_adjective
tendal_noun	auvent_noun
valcárcel_propernoun	valcárcel_propernoun
khan_propernoun	khan_propernoun
estimació_noun	estimation_noun
matemàtica_noun	mathématique_noun
ángulo_propernoun	ángulo_propernoun
apassionat_adjective	éperdu_adjective
reanna_propernoun	reanna_propernoun
invasió_noun	invasion_noun
feix_noun	fardeau_noun
assolir_verb	atteindre_verb
lucherini_propernoun	lucherini_propernoun
ives_propernoun	ives_propernoun
aisatou_propernoun	aisatou_propernoun
baterich_propernoun	baterich_propernoun
zaganelli_propernoun	zaganelli_propernoun
discórrer_verb	réfléchir_verb
plausible_adjective	plausible_adjective
bleda_noun	blette_noun
calderoli_propernoun	calderoli_propernoun
freixe_noun	frêne_noun
excepte_preposition	sauf_preposition
noris_propernoun	noris_propernoun
pedraz_propernoun	pedraz_propernoun
espectroheliògraf_noun	spectrohéliographe_noun
calendari_noun	calendrier_noun
karrenbauer_propernoun	karrenbauer_propernoun
lagache_propernoun	lagache_propernoun
bongo_propernoun	bongo_propernoun
progesterona_noun	progestérone_noun
gual_noun	gué_noun
setúbal_propernoun	setúbal_propernoun
broutin_propernoun	broutin_propernoun
lucrècia-borja_propernoun	lucrèce-borgia_propernoun
monfort_propernoun	monfort_propernoun
rodeig_noun	détour_noun
sant-vicenç-de-castellet_propernoun	sant-vicenç-de-castellet_propernoun
pidolar_verb	mendier_verb
decurrent_adjective	décurrent_adjective
celebritat_noun	célébrité_noun
green_propernoun	green_propernoun
martinescu_propernoun	martinescu_propernoun
doire_propernoun	doire_propernoun
estipitat_adjective	stipité_adjective
pal·lidesa_noun	pâleur_noun
juquin_propernoun	juquin_propernoun
coordenada_noun	coordonnée_noun
intimista_adjective	intimiste_adjective
bàsquet_noun	basket_noun
azcárate_propernoun	azcárate_propernoun
consolació_noun	consolation_noun
folco_propernoun	folco_propernoun
estat-islàmic_propernoun	daech_propernoun
voluntari_adjective	bénévole_adjective
àcid_adjective	acide_adjective
eisenberg_propernoun	eisenberg_propernoun
rosaspina_propernoun	rosaspina_propernoun
san-martin_propernoun	san-martin_propernoun
kirguízia_propernoun	kirghizie_propernoun
sax_propernoun	sax_propernoun
caritatiu_adjective	caritatif_adjective
politicòleg_noun	politicologue_noun
íntim_adjective	proche_adjective
brosa_propernoun	brosa_propernoun
harmònic_adjective	harmonique_adjective
verlaine_propernoun	verlaine_propernoun
diftongar_verb	diphtonguer_verb
transaccional_adjective	transactionnel_adjective
costum_noun	coutume_noun
blier_propernoun	blier_propernoun
nucleòfil_adjective	nucléophile_adjective
entranya_noun	entrailles_noun
picard_propernoun	picard_propernoun
maisie_propernoun	maisie_propernoun
johnston_propernoun	johnston_propernoun
alfonso_propernoun	alfonso_propernoun
equipar_verb	équiper_verb
garand_propernoun	garand_propernoun
vulvovaginitis_noun	vulvovaginite_noun
enganyababaus_noun	attrape-nigaud_noun
dumberry_propernoun	dumberry_propernoun
hudson_propernoun	hudson_propernoun
costa-rica_propernoun	costa-rica_propernoun
utrilla_propernoun	utrilla_propernoun
vivekananda_propernoun	vivekananda_propernoun
katia_propernoun	katia_propernoun
retirada_noun	retrait_noun
taiwanès_adjective	taïwanais_adjective
arcadio_propernoun	arcadio_propernoun
pioner_adjective	pionnier_adjective
morella_propernoun	morella_propernoun
piròlisi_noun	pyrolyse_noun
isomèric_adjective	isomérique_adjective
surette_propernoun	surette_propernoun
malla_propernoun	malla_propernoun
gotti_propernoun	gotti_propernoun
busom_propernoun	busom_propernoun
corea_propernoun	corée_propernoun
metratge_noun	métrage_noun
alienabilitat_noun	aliénabilité_noun
orfenat_noun	orphelinat_noun
en-cotxe_adverb	en-auto_adverb
gràcies_interjection	merci_interjection
tribunal-suprem_noun	cour-suprême_noun
en-vaixell_adverb	en-bateau_adverb
neutrònic_adjective	neutronique_adjective
adenti_propernoun	adenti_propernoun
bimetal·lisme_noun	bimétallisme_noun
wendy_propernoun	wendy_propernoun
barbados_propernoun	barbade_propernoun
lorrain_propernoun	lorrain_propernoun
lo-iacono_propernoun	lo-iacono_propernoun
infernalment_adverb	infernalement_adverb
tolerar_verb	tolérer_verb
bertrand_propernoun	bertrand_propernoun
nervi_noun	nerf_noun
flames_propernoun	flames_propernoun
jucco_propernoun	jucco_propernoun
fargas_propernoun	fargas_propernoun
escrofulós_adjective	scrofuleux_adjective
contactar_verb	contacter_verb
estràbic_adjective	strabique_adjective
speranza_propernoun	speranza_propernoun
indisputable_adjective	indisputable_adjective
cors_adjective	corse_adjective
futurible_adjective	futurible_adjective
carlino_propernoun	carlino_propernoun
triumvir_noun	triumvir_noun
afta_noun	aphte_noun
massiu_adjective	massif_adjective
continent_noun	continent_noun
bianual_adjective	biannuel_adjective
sensiblement_adverb	sensiblement_adverb
beneficiar_verb	bénéficier_verb
polisintètic_adjective	polysynthétique_adjective
bonfietti_propernoun	bonfietti_propernoun
presentable_adjective	présentable_adjective
lam_propernoun	lam_propernoun
monosacàrid_noun	monosaccharide_noun
cruz-díez_propernoun	cruz-díez_propernoun
cotti_propernoun	cotti_propernoun
rothschild_propernoun	rothschild_propernoun
germicida_noun	germicide_noun
politja_noun	poulie_noun
torrelles-de-foix_propernoun	torrelles-de-foix_propernoun
afectuosament_adverb	afectueusement_adverb
jeudy_propernoun	jeudy_propernoun
cúbit_noun	ulna_noun
saudita_adjective	saoudien_adjective
giratori_adjective	giratoire_adjective
dulmaine_propernoun	dulmaine_propernoun
roscia_propernoun	roscia_propernoun
orihuel_propernoun	orihuel_propernoun
contesa_noun	combat_noun
marsilio_propernoun	marsilio_propernoun
d'ottavio_propernoun	d'ottavio_propernoun
ballmer_propernoun	ballmer_propernoun
sant-cebrià-de-rosselló_propernoun	saint-cyprien_propernoun
estatal_adjective	public_adjective
suputació_noun	supputation_noun
canadà_propernoun	canada_propernoun
aclaparar_verb	désarçonner_verb
sedaví_propernoun	sedaví_propernoun
triumviral_adjective	triumviral_adjective
embriologia_noun	embryologie_noun
chillida_propernoun	chillida_propernoun
sonant_adjective	sonnant_adjective
isalenia_propernoun	isalenia_propernoun
translúcid_adjective	translucide_adjective
stuttgart_propernoun	stuttgart_propernoun
revilla_propernoun	revilla_propernoun
iacono_propernoun	iacono_propernoun
kelsie_propernoun	kelsie_propernoun
arnal_propernoun	arnal_propernoun
eixugar_verb	essuyer_verb
bandit_noun	despérado_noun
potàssic_adjective	potassique_adjective
gerent_noun	régisseur_noun
tessalònica_propernoun	thessalonique_propernoun
olasagasti_propernoun	olasagasti_propernoun
catalitzador_noun	catalyseur_noun
oriana_propernoun	oriana_propernoun
sussex_propernoun	sussex_propernoun
sultana_propernoun	sultana_propernoun
friburg_propernoun	fribourg_propernoun
picaresc_adjective	picaresque_adjective
masarac_propernoun	masarac_propernoun
retornable_adjective	retournable_adjective
decorador_noun	décorateur_noun
trampolí_noun	plongeoir_noun
amadou_propernoun	amadou_propernoun
primina_propernoun	primina_propernoun
farmacèutic_adjective	pharmaceutique_adjective
entreteniment_noun	divertissement_noun
pomada_noun	pommade_noun
xix_adjective	xixème_adjective
bosnià_adjective	bosniaque_adjective
com-més_subordinatingconjunction	plus-de_subordinatingconjunction
lipschitz_propernoun	lipschitz_propernoun
bou_noun	bœuf_noun
esperit_noun	esprit_noun
independitzar_verb	rendre-indépendant_verb
actinomicina_noun	actinomycine_noun
parrac_noun	haillon_noun
decent_adjective	décent_adjective
amenaçar_verb	menacer_verb
pol·línic_adjective	pollinique_adjective
karin_propernoun	karin_propernoun
algimia-de-almonacid_propernoun	algimia-de-almonacid_propernoun
ruest_propernoun	ruest_propernoun
algèria_propernoun	algérie_propernoun
altayo_propernoun	altayo_propernoun
sindicació_noun	syndication_noun
raimond_propernoun	raimond_propernoun
transportar_verb	voiturer_verb
yasmina_propernoun	yasmina_propernoun
ajornar_verb	ajourner_verb
especificació_noun	spécification_noun
sorollosament_adverb	bruyamment_adverb
bastar-amb_verb	suffire-de_verb
bracken_propernoun	bracken_propernoun
capitost_noun	caïd_noun
poble_noun	village_noun
sil·làbic_adjective	syllabique_adjective
aimée_propernoun	aimée_propernoun
carboxamida_noun	carboxamide_noun
generalització_noun	généralisation_noun
incitar_verb	irriter_verb
nolan_propernoun	nolan_propernoun
eloqüència_noun	éloquence_noun
ziegfeld_propernoun	ziegfeld_propernoun
impremta_noun	imprimerie_noun
roureda_noun	rouvraie_noun
tomoiagă_propernoun	tomoiagă_propernoun
chiavari_propernoun	chiavari_propernoun
predestinació_noun	prédestination_noun
ment_noun	esprit_noun
ejaculació_noun	éjaculation_noun
esclavista_noun	esclavagiste_noun
explícitament_adverb	explicitement_adverb
akinfeev_propernoun	akinfeev_propernoun
peça-de-vestir_noun	vêtement_noun
ine_propernoun	ine_propernoun
goñi_propernoun	goñi_propernoun
enganxar_verb	atteler_verb
lepore_propernoun	lepore_propernoun
canviar_verb	transformer_verb
narcisse_propernoun	narcisse_propernoun
emulsió_noun	émulsion_noun
anticatalanisme_noun	anticatalanisme_noun
iteratiu_adjective	itératif_adjective
caralt_propernoun	caralt_propernoun
col·lutori_noun	collutoire_noun
sempre_adverb	toujours_adverb
rofes_propernoun	rofes_propernoun
bateman_propernoun	bateman_propernoun
passeig_noun	balade_noun
lenarčič_propernoun	lenarčič_propernoun
werner_propernoun	werner_propernoun
kanamicina_noun	kanamycine_noun
llar-de-jubilats_noun	maison-de-retraite_noun
ideografia_noun	idéographie_noun
encantar_verb	enchanter_verb
en-pràctiques_adjective	stagiaire_adjective
tagamanent_propernoun	tagamanent_propernoun
electrologia_noun	électrologie_noun
aspiració_noun	aspiration_noun
brook_propernoun	brook_propernoun
captivitat_noun	captivité_noun
denominador_noun	dénominateur_noun
tranquil_adjective	calme_adjective
diplomàtic_adjective	diplomatique_adjective
piemont_noun	piedmont_noun
canvi_noun	change_noun
irritant_adjective	énervant_adjective
fi_adjective	fin_adjective
perdedor_adjective	perdant_adjective
prestador_noun	prêteur_noun
incomplir_verb	manquer-à_verb
oropesa-del-mar_propernoun	oropesa-del-mar_propernoun
acreditatiu_adjective	accréditif_adjective
estofar_verb	cuire-à-l'étouffée_verb
formatar_verb	formater_verb
batalla_noun	bataille_noun
jasmina_propernoun	jasmina_propernoun
tribunat_noun	tribunat_noun
seatelli_propernoun	seatelli_propernoun
timoneda_propernoun	timoneda_propernoun
de-paz_propernoun	de-paz_propernoun
rabouin_propernoun	rabouin_propernoun
therasia_propernoun	therasia_propernoun
haman_propernoun	haman_propernoun
màrquez_propernoun	màrquez_propernoun
serraller_noun	serrurier_noun
fedra_propernoun	phèdre_propernoun
lage_propernoun	lage_propernoun
melic_noun	nombril_noun
subhastar_verb	mettre-aux-enchères_verb
polonès_noun	polonais_noun
falangina_noun	phalangine_noun
molne_propernoun	molne_propernoun
romero_propernoun	romero_propernoun
alagoas_propernoun	alagoas_propernoun
ribé_propernoun	ribé_propernoun
continentalitat_noun	continentalité_noun
sanofi-aventis_propernoun	sanofi-aventis_propernoun
gasa_noun	gaze_noun
bintou_propernoun	bintou_propernoun
serra_propernoun	serra_propernoun
equiparable_adjective	comparable_adjective
shi_propernoun	shi_propernoun
ferrara_propernoun	ferrara_propernoun
torrés_propernoun	torrés_propernoun
punt_noun	point_noun
barraca_noun	cahute_noun
cabdill_noun	chef_noun
podcast_noun	podcast_noun
indubtablement_adverb	indubitablement_adverb
desprendre_verb	détacher_verb
termomètric_adjective	thermométrique_adjective
readaptar_verb	réadapter_verb
encavalcar_verb	enchevaucher_verb
foral_adjective	foral_adjective
cultivable_adjective	cultivable_adjective
libanio_propernoun	libanio_propernoun
àvila_propernoun	ávila_propernoun
mitificació_noun	mythification_noun
cisjordània_propernoun	cisjordanie_propernoun
coguetto_propernoun	coguetto_propernoun
adherir_verb	adhérer_verb
trobar_verb	retrouver_verb
boca_propernoun	boca_propernoun
isopropanol_noun	isopropanol_noun
windows-vista_propernoun	windows-vista_propernoun
esperançar_verb	souhaiter_verb
progressió_noun	progression_noun
import_noun	montant_noun
sudan_propernoun	soudan_propernoun
niló_noun	nylon_noun
basalt_noun	basalte_noun
scanderebech_propernoun	scanderebech_propernoun
vallverdu_propernoun	vallverdu_propernoun
africanitzar_verb	africaniser_verb
masticatori_adjective	masticatoire_adjective
añó_propernoun	añó_propernoun
ortografia_noun	orthographie_noun
alunita_noun	alunite_noun
de-mingo_propernoun	de-mingo_propernoun
variolita_noun	variolite_noun
carmelo_propernoun	carmelo_propernoun
desconstructivisme_noun	déconstructivisme_noun
identificador_adjective	identificateur_adjective
stefania_propernoun	stefania_propernoun
sòcol_noun	socle_noun
redon_propernoun	redon_propernoun
restabliment_noun	rétablissement_noun
von-hohenthal_propernoun	von-hohenthal_propernoun
anguniejar_verb	inquiéter_verb
brindle_propernoun	brindle_propernoun
xilogràfic_adjective	xylographique_adjective
quico_propernoun	quico_propernoun
torregrossa_propernoun	torregrossa_propernoun
lexema_noun	lexème_noun
sempre-que_subordinatingconjunction	pourvu-que_subordinatingconjunction
benzina_noun	benzine_noun
executar_verb	exécuter_verb
objectivitat_noun	objectivité_noun
datiu_adjective	datif_adjective
deserée_propernoun	deserée_propernoun
vallcorba_propernoun	vallcorba_propernoun
viduïtat_noun	viduité_noun
parada_propernoun	parada_propernoun
duratiu_adjective	duratif_adjective
metamfetamina_noun	méthamphétamine_noun
occidentalista_adjective	occidentaliste_adjective
apirèxia_noun	apyrexie_noun
arbona_propernoun	arbona_propernoun
calfred_noun	frisson_noun
afeblir_verb	affaiblir_verb
mala-herba_noun	mauvaise-herbe_noun
marchica_propernoun	marchica_propernoun
repullés_propernoun	repullés_propernoun
adjunt_noun	adjoint_noun
sant_propernoun	sant_propernoun
cazzola_propernoun	cazzola_propernoun
xarxa-viària_noun	voirie_noun
apoderar_verb	emparer_verb
desinteressar_verb	désintéresser_verb
vercesi_propernoun	vercesi_propernoun
dagneau_propernoun	dagneau_propernoun
exantemàtic_adjective	exanthématique_adjective
moch_propernoun	moch_propernoun
jurat_adjective	juré_adjective
bénard_propernoun	bénard_propernoun
batiste_propernoun	batiste_propernoun
peluso_propernoun	peluso_propernoun
tamborinejar_verb	tambouriner_verb
bàltic_adjective	baltique_adjective
esperança_propernoun	espérance_propernoun
requisitòria-civil_noun	requête-civile_noun
democratització_noun	démocratisation_noun
iker_propernoun	iker_propernoun
camarlenc_noun	chambellan_noun
solés_propernoun	solés_propernoun
projecció_noun	projection_noun
fila_noun	rangée_noun
il·luviació_noun	illuviation_noun
dermatòleg_noun	dermatologue_noun
exasperar_verb	énerver_verb
lloguer_noun	loyer_noun
barcelonès_adjective	barcelonais_adjective
francoprovençal_noun	francoprovençal_noun
arcabusser_noun	arquebusier_noun
espontaneisme_noun	spontanéisme_noun
escrit_noun	écrit_noun
monreale_propernoun	monreale_propernoun
jolicoeur_propernoun	jolicoeur_propernoun
detallista_noun	détaillant_noun
bordeus_propernoun	bordeaux_propernoun
leandra_propernoun	leandra_propernoun
escoltar_verb	écouter_verb
ascensional_adjective	ascensionnel_adjective
beatriz_propernoun	beatriz_propernoun
datiu_noun	datif_noun
unipolar_adjective	unipolaire_adjective
hipereutèctic_adjective	hyper-eutectique_adjective
octubre_noun	octobre_noun
triana_propernoun	triana_propernoun
pintar_verb	dépeindre_verb
fall_propernoun	fall_propernoun
prodigiosament_adverb	prodigieusement_adverb
pazo_propernoun	pazo_propernoun
correu_noun	la-poste_noun
testor_propernoun	testor_propernoun
direcció_noun	direction_noun
fourier_propernoun	fourier_propernoun
rl_propernoun	rl_propernoun
traginar_verb	charroyer_verb
bocairent_propernoun	bocairent_propernoun
en-metro_adverb	en-métro_adverb
acrodínia_noun	acrodynie_noun
baasista_adjective	baasiste_adjective
fabiela_propernoun	fabiela_propernoun
montcalm_propernoun	montcalm_propernoun
protagonisme_noun	protagonisme_noun
rísquez_propernoun	rísquez_propernoun
israel_propernoun	israël_propernoun
wiseman_propernoun	wiseman_propernoun
lai_propernoun	lai_propernoun
orfebre_noun	orfèvre_noun
disseminar_verb	disséminer_verb
minuciosament_adverb	minutieusement_adverb
ciaccia_propernoun	ciaccia_propernoun
auto_noun	auto_noun
orientar_verb	orienter_verb
garbajosa_propernoun	garbajosa_propernoun
ciurans_propernoun	ciurans_propernoun
a-desgrat_adverb	à-regret_adverb
anning_propernoun	anning_propernoun
malandrí_noun	malandrin_noun
amitrano_propernoun	amitrano_propernoun
liuni_propernoun	liuni_propernoun
moc_noun	mucus_noun
romanticisme_noun	romanticisme_noun
afocal_adjective	afocal_adjective
galopant_adjective	galopant_adjective
etiològic_adjective	étiologique_adjective
bugs_propernoun	bugs_propernoun
estat-islàmic_propernoun	daesh_propernoun
targetti_propernoun	targetti_propernoun
gautama_propernoun	gautama_propernoun
kampala_propernoun	kampala_propernoun
torrelles_propernoun	torrelles_propernoun
més_subordinatingconjunction	plus_subordinatingconjunction
duran_propernoun	duran_propernoun
moura_propernoun	moura_propernoun
leão_propernoun	leão_propernoun
sarna_noun	gale_noun
becali_propernoun	becali_propernoun
peterson_propernoun	peterson_propernoun
casañas_propernoun	casañas_propernoun
per-tal-de_preposition	afin-de_preposition
terrat_noun	toit_noun
desajustar_verb	désajuster_verb
bàsicament_adverb	basiquement_adverb
on-line_adjective	en-ligne_adjective
caixubi_noun	cachoube_noun
nord-oest_adjective	nord-ouest_adjective
colin_propernoun	colin_propernoun
antiinfecciós_adjective	anti-infectieux_adjective
castellserà_propernoun	castellserà_propernoun
bolulla_propernoun	bolulla_propernoun
a-mitja-jornada_adverb	à-mi-temps_adverb
reial_adjective	réal_adjective
fidelitat_noun	fidélité_noun
vinculant_adjective	obligatoire_adjective
caitlyn_propernoun	caitlyn_propernoun
artificialitat_noun	artificialité_noun
villanueva-de-castellón_propernoun	villanueva-de-castellón_propernoun
insòlit_adjective	insolite_adjective
firrincieli_propernoun	firrincieli_propernoun
quero_propernoun	quero_propernoun
paisà_noun	compatriote_noun
prefaci_noun	préface_noun
recorregut_noun	tournée_noun
bergonzi_propernoun	bergonzi_propernoun
extraterrestre_noun	extraterrestre_noun
autonomia_noun	autonomie_noun
robespierre_propernoun	robespierre_propernoun
chicchi_propernoun	chicchi_propernoun
codony_propernoun	codony_propernoun
exorbitant_adjective	exorbitant_adjective
tubella_propernoun	tubella_propernoun
fleetwood_propernoun	fleetwood_propernoun
sempronia_propernoun	sempronia_propernoun
mundà_adjective	mondain_adjective
fernánda_propernoun	fernánda_propernoun
acebes_propernoun	acebes_propernoun
creïlla_noun	pomme-de-terre_noun
mecanicista_adjective	mécaniciste_adjective
cherokee_adjective	chéroki_adjective
scalabrini_propernoun	scalabrini_propernoun
aculeat_noun	aculéate_noun
batuta_noun	baguette_noun
conyac_noun	brandy_noun
sessió_noun	séance_noun
transluciditat_noun	translucidité_noun
dardanels_propernoun	dardanelles_propernoun
stirner_propernoun	stirner_propernoun
tungstat_noun	tungstate_noun
farmacologia_noun	pharmacologie_noun
misteriosament_adverb	mystérieusement_adverb
remembrança_noun	remembrance_noun
polièster_noun	polyester_noun
medina_propernoun	medina_propernoun
ocupació_noun	mainmise_noun
deficitari_adjective	déficitaire_adjective
expectorant_adjective	expectorant_adjective
carbonatar_verb	carbonater_verb
grup_noun	groupe_noun
gabriel-y-galán_propernoun	gabriel-y-galán_propernoun
porxo_noun	porche_noun
octaveta_noun	tract_noun
monolingüe_adjective	monolingue_adjective
angioma_noun	angiome_noun
tant-com_adverb	autant-que_adverb
vint-i-dosè_adjective	vingt-deuxième_adjective
asti_propernoun	asti_propernoun
atès-que_subordinatingconjunction	d'autant-que_subordinatingconjunction
troballa_noun	trouvaille_noun
carossino_propernoun	carossino_propernoun
cremar_verb	brûler_verb
siomara_propernoun	siomara_propernoun
algicida_adjective	algicide_adjective
graciosament_adverb	gracieusement_adverb
alarie_propernoun	alarie_propernoun
policentrisme_noun	polycentrisme_noun
aferrissament_noun	acharnement_noun
soviet_noun	soviet_noun
siscart_propernoun	siscart_propernoun
a-voltes_adverb	parfois_adverb
novetlè_propernoun	novetlè_propernoun
benaud_propernoun	benaud_propernoun
accoto_propernoun	accoto_propernoun
fertilitzant_noun	fertilizant_noun
nadime_propernoun	nadime_propernoun
mínimament_adverb	un-tant-soit-peu_adverb
campoamor_propernoun	campoamor_propernoun
reivindicar_verb	revendiquer_verb
belley_propernoun	belley_propernoun
civit_propernoun	civit_propernoun
poll_noun	peuplier_noun
kung-fu_propernoun	kung-fu_propernoun
bosquet_propernoun	bosquet_propernoun
homeostàtic_adjective	homéostatique_adjective
marua_propernoun	marua_propernoun
