by-a-whisker_adverb	pels-pèls_adverb
meca_propernoun	meca_propernoun
earthly_adjective	terrenal_adjective
excitement_noun	cridòria_noun
extent_noun	abast_noun
hiv-positive_adjective	vih-positiu_adjective
square_adjective	quadrat_adjective
mastectomy_noun	mastectomia_noun
lecompte_propernoun	lecompte_propernoun
baffle_verb	desconcertar_verb
lower_verb	baixar_verb
destination_noun	destí_noun
misfortune_noun	infortuni_noun
eosin_noun	eosina_noun
bank-balance_noun	estat-de-comptes_noun
try_verb	intentar_verb
bibliomania_noun	bibliomania_noun
apostolic_adjective	apostòlic_adjective
encyclical_adjective	encíclic_adjective
murdock_propernoun	murdock_propernoun
conquest_noun	conquesta_noun
chapter_noun	capítol_noun
by-daylight_adverb	de-dia_adverb
neglect_verb	negligir_verb
swabia_propernoun	suàbia_propernoun
schleswig_propernoun	slesvig_propernoun
modernization_noun	modernització_noun
morgaine_propernoun	morgaine_propernoun
mineralogist_noun	mineralogista_noun
tug_noun	estirada_noun
quiyen_propernoun	quiyen_propernoun
hammock_noun	hamaca_noun
infix_noun	infix_noun
horkheimer_propernoun	horkheimer_propernoun
claim_verb	al·legar_verb
for-our-part_adverb	per-part-nostra_adverb
st-sauveur_propernoun	st-sauveur_propernoun
alum_propernoun	alum_propernoun
projection_noun	projecció_noun
cazelais_propernoun	cazelais_propernoun
hallé_propernoun	hallé_propernoun
resident_adjective	resident_adjective
marriott_propernoun	marriott_propernoun
fenestration_noun	fenestració_noun
whittle_propernoun	whittle_propernoun
seek_verb	buscar_verb
deputy_noun	ajudant_noun
pursuit_noun	persecució_noun
guaiacol_noun	guaiacol_noun
lora_propernoun	lora_propernoun
carbonero_propernoun	carbonero_propernoun
adolph_propernoun	adolph_propernoun
guess_verb	endevinar_verb
yasm_propernoun	yasm_propernoun
optometrist_noun	optometrista_noun
carlitos_propernoun	carlitos_propernoun
tapin_propernoun	tapin_propernoun
chaya_propernoun	chaya_propernoun
celin_propernoun	celin_propernoun
pants_noun	calçotets_noun
onesime_propernoun	onesime_propernoun
seawater_noun	aigua-de-mar_noun
hypsometry_noun	hipsometria_noun
dechantal_propernoun	dechantal_propernoun
tariff_noun	aranzel_noun
julienne_propernoun	julienne_propernoun
system_noun	sistema_noun
allitisation_noun	al·litització_noun
voltage_noun	voltatge_noun
mérineau_propernoun	mérineau_propernoun
genaro_propernoun	genaro_propernoun
absenteeism_noun	absentisme_noun
veillette_propernoun	veillette_propernoun
visconti_propernoun	visconti_propernoun
pritchard_propernoun	pritchard_propernoun
to-the-extent-of_preposition	fins-al-punt-de_preposition
menjivar_propernoun	menjivar_propernoun
colls_propernoun	colls_propernoun
sternly_adverb	durament_adverb
rearrangement_noun	redisposició_noun
conjugal_adjective	conjugal_adjective
kade_propernoun	kade_propernoun
on-top-of-that_adverb	a-més-d'això_adverb
dumulong_propernoun	dumulong_propernoun
next-sunday_adverb	el-diumenge-vinent_adverb
induction_noun	inducció_noun
colombain_propernoun	colombain_propernoun
vegetative_adjective	vegetatiu_adjective
opengl_propernoun	opengl_propernoun
cynical_adjective	cínic_adjective
yamari_propernoun	yamari_propernoun
elver_noun	angula_noun
account_noun	narració_noun
qualify_verb	capacitar_verb
4-2-4-system_noun	sistema-4-2-4_noun
initiate_verb	iniciar_verb
box_verb	boxejar_verb
in-half_adverb	per-la-meitat_adverb
abbreviate_verb	abreujar_verb
incoherently_adverb	incoherentment_adverb
grazia_propernoun	grazia_propernoun
brandon_propernoun	brandon_propernoun
marketable_adjective	vendible_adjective
setter_noun	setter_noun
octopus_noun	polp_noun
termens_propernoun	termens_propernoun
sustain_verb	sostenir_verb
uniformly_adverb	uniformement_adverb
buisan_propernoun	buisan_propernoun
deride_verb	ridiculitzar_verb
tokelau_propernoun	tokelau_propernoun
wagnerian_adjective	wagnerià_adjective
thyme_noun	farigola_noun
dryness_noun	sequedat_noun
vessel_noun	atuell_noun
sidonie_propernoun	sidonie_propernoun
thy_determiner	el-teu_determiner
thy_pronoun	el-teu_pronoun
thy_determiner	el-teu_determiner
thy_possessivepronoun	el-teu_possessivepronoun
thy_determiner	el-teu_determiner
thy_possessivepronoun	el-teu_possessivepronoun
thy_determiner	el-teu_determiner
mandibular_adjective	mandibular_adjective
atrocity_noun	bestiesa_noun
myeloblast_noun	mieloblast_noun
taís_propernoun	taís_propernoun
throughout_preposition	per-tot_preposition
bigamous_adjective	bígam_adjective
carreira_propernoun	carreira_propernoun
ado_propernoun	ado_propernoun
laicism_noun	laïcisme_noun
swindle_noun	timus_noun
as-a-rule_adverb	per-regla-general_adverb
calm_verb	calmar_verb
oak_noun	roure_noun
crude-oil-spill_noun	vessament-de-petroli-cru_noun
limnology_noun	limnologia_noun
cortada_propernoun	cortada_propernoun
minville_propernoun	minville_propernoun
lineage_noun	estirp_noun
jazz_noun	jazz_noun
édouard_propernoun	édouard_propernoun
trash-bag_noun	bossa-de-brossa_noun
castor_propernoun	castor_propernoun
alberico_propernoun	alberico_propernoun
st-roch_propernoun	st-roch_propernoun
odd_adjective	estrany_adjective
septum_noun	septe_noun
haleigh_propernoun	haleigh_propernoun
halon_propernoun	halon_propernoun
irritate_verb	irritar_verb
from-time-to-time_adverb	de-tant-en-tant_adverb
millar_propernoun	millar_propernoun
poseidon_propernoun	posidó_propernoun
fontcuberta_propernoun	fontcuberta_propernoun
michigan_propernoun	michigan_propernoun
israel_propernoun	israel_propernoun
sam_propernoun	sam_propernoun
sforza_propernoun	sforza_propernoun
tyrant_noun	tirà_noun
pitias_propernoun	pitias_propernoun
lamadeleine_propernoun	lamadeleine_propernoun
at-the-appropriate-time_adverb	en-el-moment-adequat_adverb
heathenism_noun	paganisme_noun
in-any-event_noun	en-tot-cas_noun
bury_verb	enterrar_verb
benedictine_adjective	benedictí_adjective
gendreau_propernoun	gendreau_propernoun
hack_verb	tallar_verb
emerio_propernoun	emerio_propernoun
runtime_noun	temps-d'execució_noun
incarnation_noun	encarnació_noun
asia_propernoun	àsia_propernoun
montpas_propernoun	montpas_propernoun
nourish_verb	nodrir_verb
salto_propernoun	salto_propernoun
kong_propernoun	kong_propernoun
refuse_verb	rebutjar_verb
therefore_adverb	per-això_adverb
clacer_propernoun	clacer_propernoun
subsequence_noun	subsuccessió_noun
gloriously_adverb	gloriosament_adverb
vacuome_noun	vacuoma_noun
daily-newspaper_noun	diari_noun
mole_noun	talp_noun
bruni_propernoun	bruni_propernoun
incompleteness_noun	incompletesa_noun
geostrophic_adjective	geostròfic_adjective
héctor_propernoun	héctor_propernoun
dismantlement_noun	desmantellament_noun
trías_propernoun	trías_propernoun
under-lock-and-key_adverb	amb-pany-i-clau_adverb
inmaculada_propernoun	inmaculada_propernoun
frenoplasty_noun	frenoplàstia_noun
prorate_noun	prorrata_noun
gipuzkoa_propernoun	gipuzkoa_propernoun
membrilla_propernoun	membrilla_propernoun
excrete_verb	excretar_verb
del-amor_propernoun	del-amor_propernoun
estela_propernoun	estela_propernoun
miscellanea_noun	miscel·lània_noun
at-full-gallop_adverb	a-tota-brida_adverb
vadim_propernoun	vadim_propernoun
faulkner_propernoun	faulkner_propernoun
overhead_adjective	elevat_adjective
st-fleur_propernoun	st-fleur_propernoun
aimón_propernoun	aimón_propernoun
fulton_propernoun	fulton_propernoun
katia_propernoun	katia_propernoun
deserter_adjective	desertor_adjective
pyroclast_noun	piroclast_noun
notion_noun	idea_noun
equestrian_adjective	eqüestre_adjective
candelario_propernoun	candelario_propernoun
epigraphy_noun	epigrafia_noun
schematise_verb	esquematitzar_verb
rectification_noun	rectificació_noun
sap_noun	saba_noun
bonnette_propernoun	bonnette_propernoun
alcott_propernoun	alcott_propernoun
verdu_propernoun	verdu_propernoun
relentless_adjective	implacable_adjective
you-all_pronoun	totes-vosaltres_pronoun
venteo_propernoun	venteo_propernoun
schneider_propernoun	schneider_propernoun
university_noun	universitat_noun
understanding_adjective	comprensiu_adjective
sip_noun	xarrup_noun
by-hook-or-by-crook_adverb	de-grat-o-per-força_adverb
card_noun	document_noun
behaviour_noun	comportament_noun
compactification_noun	compactificació_noun
fornaguera_propernoun	fornaguera_propernoun
lambea_propernoun	lambea_propernoun
till_verb	cultivar_verb
adulterous_adjective	adulterí_adjective
manna_propernoun	manna_propernoun
frequently_adverb	amb-freqüència_adverb
doorway_noun	entrada_noun
turbocompressor_noun	turbocompressor_noun
at-most_adverb	com-a-màxim_adverb
dentil_noun	dentell_noun
rhinoscope_noun	rinoscopi_noun
perpetrate_verb	perpetrar_verb
wrinkle_noun	arruga_noun
ivanova_propernoun	ivanova_propernoun
brothel_noun	bordell_noun
morón_propernoun	morón_propernoun
guffaw_noun	riallada_noun
nail_noun	clau_noun
pipon_propernoun	pipon_propernoun
derivatograph_noun	derivatògraf_noun
consulship_noun	consulat_noun
suicidal_adjective	suïcida_adjective
osanna_propernoun	osanna_propernoun
viñallonga_propernoun	viñallonga_propernoun
bañeres_propernoun	bañeres_propernoun
evasive_adjective	evasiu_adjective
cirino_propernoun	cirino_propernoun
at-least_adverb	almenys_adverb
figure_noun	personatge_noun
appoint_verb	nomenar_verb
absolutely-not_adverb	en-absolut_adverb
too-close-up_adverb	massa-a-prop_adverb
pharyngectomy_noun	faringectomia_noun
anarchist_adjective	anarquista_adjective
the-alps_propernoun	els-alps_propernoun
balloon_noun	pilota_noun
grenada_propernoun	grenada_propernoun
the-next-may_adverb	el-proper-maig_adverb
great-grandparent_noun	besavi_noun
baruc_propernoun	baruc_propernoun
nagasaki_propernoun	nagasaki_propernoun
in-strict-confidence_adverb	en-estricta-confiança_adverb
incalculable_adjective	incalculable_adjective
html_noun	html_noun
fiercely_adverb	bravament_adverb
garret_noun	entresolat_noun
from-square-one_adverb	de-nou_adverb
elder_noun	saüc_noun
objectivity_noun	objectivitat_noun
warehouse_noun	magatzem_noun
elastic_noun	elàstic_noun
so-as-to_preposition	a-fi-de_preposition
coastline_noun	litoral_noun
eclipse_noun	eclipsi_noun
segarra_propernoun	segarra_propernoun
berenice_propernoun	berenice_propernoun
bulgakov_propernoun	bulgàkov_propernoun
keon_propernoun	keon_propernoun
walk_noun	passejada_noun
galvanic_adjective	galvànic_adjective
liquefy_verb	liquar_verb
eliminate_verb	eliminar_verb
analogous_adjective	anàleg_adjective
acetophenone_noun	acetofenona_noun
embroider_verb	brodar_verb
psychoanalytical_adjective	psicoanalític_adjective
morente_propernoun	morente_propernoun
aesthetic_adjective	estètic_adjective
waveform_noun	ona_noun
handgun_noun	pistola_noun
barrufet_propernoun	barrufet_propernoun
tara_propernoun	tara_propernoun
luengo_propernoun	luengo_propernoun
valin_propernoun	valin_propernoun
murder_verb	assassinar_verb
display_verb	mostrar_verb
lafaille_propernoun	lafaille_propernoun
painstaking_adjective	laboriós_adjective
embryonic_adjective	embrionari_adjective
sabbatical_adjective	sabàtic_adjective
biophysicist_noun	biofísic_noun
caler_propernoun	caler_propernoun
out-of-control_adverb	fora-de-control_adverb
unsociability_noun	insociabilitat_noun
abadía_propernoun	abadía_propernoun
lampholder_noun	portalàmpades_noun
for-real_adverb	de-debò_adverb
portella_propernoun	portella_propernoun
farrero_propernoun	farrero_propernoun
menopause_noun	menopausa_noun
caj_propernoun	caj_propernoun
term-of-office_noun	legislatura_noun
protuberance_noun	protuberància_noun
innocenzo_propernoun	innocenzo_propernoun
runway_noun	passarel·la_noun
snowboy_propernoun	snowboy_propernoun
abbey_noun	abadia_noun
straight-after-this_adverb	just-després-d'això_adverb
pietracupa_propernoun	pietracupa_propernoun
óscar_propernoun	óscar_propernoun
accost_verb	abordar_verb
albumin_noun	albúmina_noun
jet_noun	sortidor_noun
bridesmaid_noun	dama-d'honor_noun
a-million_numeral	un-milió_numeral
remaining_adjective	restant_adjective
lethal_adjective	letal_adjective
absence_noun	absència_noun
el-asri_propernoun	el-asri_propernoun
contest_noun	competició_noun
na+_noun	na+_noun
de-broglie_propernoun	de-broglie_propernoun
hair_noun	cabell_noun
delaware_propernoun	delaware_propernoun
athenian_adjective	atenès_adjective
paroemiologist_noun	paremiòleg_noun
real-estate_adjective	immobiliari_adjective
heidi_propernoun	heidi_propernoun
lotus_noun	lotus_noun
kabbalistic_adjective	cabalístic_adjective
india_propernoun	índia_propernoun
scholarly_adjective	erudit_adjective
infancy_noun	infància_noun
capitalist_adjective	capitalista_adjective
take-off_verb	treure_verb
wyatt_propernoun	wyatt_propernoun
far-behind_adverb	molt-enrere_adverb
chancre_noun	xancre_noun
immunization_noun	immunització_noun
infinitesimal_adjective	infinitèsim_adjective
prostitution_noun	prostitució_noun
watch_verb	vetlar_verb
sergi_propernoun	sergi_propernoun
quesnel_propernoun	quesnel_propernoun
slow-down_verb	alentir_verb
diagram_noun	esquema_noun
rougeau_propernoun	rougeau_propernoun
itallia_propernoun	itallia_propernoun
roseola_noun	rosèola_noun
katy_propernoun	katy_propernoun
salustia_propernoun	salustia_propernoun
adelfa_propernoun	adelfa_propernoun
frenzy_noun	frenesí_noun
bathylle_propernoun	bathylle_propernoun
patagonia_propernoun	patagònia_propernoun
elective_adjective	electiu_adjective
in-stock_adverb	en-estoc_adverb
spoonful_noun	cullerada_noun
anthelion_noun	antiheli_noun
defroster_noun	descongelador_noun
atlas_noun	atles_noun
dingman_propernoun	dingman_propernoun
invitation_noun	invitació_noun
foucher_propernoun	foucher_propernoun
avert_verb	evitar_verb
talmudic_adjective	talmúdic_adjective
truck_noun	camió_noun
mcgrath_propernoun	mcgrath_propernoun
barbarism_noun	barbàrie_noun
periosteum_noun	periosti_noun
licence_noun	llicència_noun
geerardt_propernoun	geerardt_propernoun
ersilia_propernoun	ersilia_propernoun
mortar_noun	morter_noun
divan_noun	divan_noun
endless_adverb	sense-fi_adverb
indexing_noun	indexació_noun
stick_noun	estic_noun
samblás_propernoun	samblás_propernoun
vegliantino_propernoun	vegliantino_propernoun
inwards_adverb	cap-a-dintre_adverb
pericarp_noun	pericarpi_noun
hogg_propernoun	hogg_propernoun
bajó_propernoun	bajó_propernoun
emma_propernoun	emma_propernoun
a-coruña_propernoun	la-corunya_propernoun
trace_verb	traçar_verb
incenter_noun	incentre_noun
upward_adjective	ascendent_adjective
eloy_propernoun	eloy_propernoun
egotism_noun	egotisme_noun
tangible_adjective	tangible_adjective
lightning_noun	llampec_noun
nisa_propernoun	nisa_propernoun
un_noun	onu_noun
fleuretta_propernoun	fleuretta_propernoun
thermometer_noun	termòmetre_noun
knowledge_noun	saber_noun
diabetes_noun	diabetis_noun
pour_verb	abocar_verb
exciting_adjective	apassionant_adjective
simulation_noun	simulació_noun
ellie_propernoun	ellie_propernoun
similar_adjective	similar_adjective
inflatable_adjective	inflable_adjective
monarch_noun	monarca_noun
by-the-skin-of-my-teeth_adverb	pels-pèls_adverb
training_noun	entrenament_noun
satanic_adjective	satànic_adjective
fanaticism_noun	fanatisme_noun
ferocity_noun	ferocitat_noun
runic_adjective	rúnic_adjective
villaverde_propernoun	villaverde_propernoun
precursor_noun	precursor_noun
eligio_propernoun	eligio_propernoun
sagué_propernoun	sagué_propernoun
sega-dreamcast_propernoun	sega-dreamcast_propernoun
catalyst_noun	catalitzador_noun
twist_verb	tòrcer_verb
lexicalisation_noun	lexicalització_noun
holism_noun	holisme_noun
next-february_adverb	el-proper-febrer_adverb
tedeschi_propernoun	tedeschi_propernoun
prey_noun	presa_noun
with-a-laugh_adverb	amb-una-rialla_adverb
transposition_noun	transposició_noun
blondeau_propernoun	blondeau_propernoun
amyl_noun	amil_noun
defender_noun	defensor_noun
preston_propernoun	preston_propernoun
evans_propernoun	evans_propernoun
incursion_noun	incursió_noun
radiochemistry_noun	radioquímica_noun
cnn_noun	cnn_noun
fabienne_propernoun	fabienne_propernoun
amide_noun	amida_noun
egypt_propernoun	egipte_propernoun
bay_noun	llorer_noun
lisandro_propernoun	lisandro_propernoun
conformal_adjective	conforme_adjective
thermometry_noun	termometria_noun
impulsive_adjective	impulsiu_adjective
nucleotide_noun	nucleòtid_noun
task_verb	assignar_verb
a-long-way_adverb	molt-lluny_adverb
taxpayer_noun	contribuent_noun
next-sunday_adverb	el-diumenge-que-ve_adverb
balsera_propernoun	balsera_propernoun
daze_propernoun	daze_propernoun
dramatic_adjective	dramàtic_adjective
one_numeral	un_numeral
arietta_noun	arieta_noun
kinemometer_noun	cinemòmetre_noun
with-open-arms_adverb	amb-els-braços-oberts_adverb
subsonic_adjective	subsònic_adjective
in-a-very-funny-way_subordinatingconjunction	amb-molta-gràcia_subordinatingconjunction
blanket_noun	flassada_noun
albanian_adjective	albanès_adjective
curve_noun	corba_noun
mirror_verb	reproduir_verb
chronograph_noun	cronògraf_noun
unipotent_adjective	unipotent_adjective
thief_noun	lladre_noun
elba_propernoun	elba_propernoun
meal_noun	dinar_noun
counterprogramming_noun	contraprogramació_noun
in-a-short-time_adverb	en-poca-estona_adverb
computing_noun	informàtica_noun
price_propernoun	price_propernoun
culmination_noun	culminació_noun
at-the-end-of-the-day_adverb	al-cap-del-dia_adverb
to-a-degree_adverb	fins-a-cert-punt_adverb
carmencita_propernoun	carmencita_propernoun
subsoiler_noun	subsolador_noun
pornographic_adjective	pornogràfic_adjective
brazomar_propernoun	brazomar_propernoun
remote_adjective	remot_adjective
pozuelo_propernoun	pozuelo_propernoun
kellia_propernoun	kellia_propernoun
laurentin_propernoun	laurentin_propernoun
cortisone_noun	cortisona_noun
amanullah_propernoun	amanullah_propernoun
binder_noun	lligant_noun
bethania_propernoun	bethania_propernoun
cast_noun	repartiment_noun
credit-card_noun	targeta-de-crèdit_noun
washbowl_noun	llibrell_noun
orozco_propernoun	orozco_propernoun
greece_propernoun	grècia_propernoun
with-good-reason_adverb	amb-raó_adverb
for-naught_adverb	per-res_adverb
milligramme_noun	mil·ligram_noun
windows-me_propernoun	windows-me_propernoun
freshness_noun	frescor_noun
ecotoxicology_noun	ecotoxicologia_noun
wander_verb	vagar_verb
casasola_propernoun	casasola_propernoun
damocles_propernoun	dàmocles_propernoun
spin_verb	centrifugar_verb
lebourdais_propernoun	lebourdais_propernoun
resupply_verb	proveir_verb
piero_propernoun	piero_propernoun
chondriosome_noun	condriosoma_noun
pujal_propernoun	pujal_propernoun
laud_verb	lloar_verb
fennel_noun	fenoll_noun
unpredictable_adjective	imprevisible_adjective
bouvier_propernoun	bouvier_propernoun
quiterio_propernoun	quiterio_propernoun
ecliptic_noun	eclíptica_noun
genetics_noun	genètica_noun
buenos-aires_propernoun	buenos-aires_propernoun
petrucci_propernoun	petrucci_propernoun
electronically_adverb	electrònicament_adverb
duran-duran_propernoun	duran-duran_propernoun
jesuana_propernoun	jesuana_propernoun
burrows_propernoun	burrows_propernoun
bleach_verb	blanquejar_verb
disseminate_verb	disseminar_verb
turn-out_verb	resultar_verb
rot_verb	podrir_verb
obstacle_noun	impediment_noun
illuviation_noun	il·luviació_noun
in-the-afternoon_adverb	a-la-tarda_adverb
defoy_propernoun	defoy_propernoun
inquisition_noun	inquisició_noun
convict_noun	galiot_noun
woodworm_noun	corc_noun
indulgence_noun	indulgència_noun
sparkliness_noun	llambreig_noun
warner_propernoun	warner_propernoun
nocturne_noun	nocturn_noun
bang_noun	cop-de-porta_noun
illicitly_adverb	il·lícitament_adverb
ubaldo_propernoun	ubaldo_propernoun
datolite_noun	datolita_noun
refining_noun	refinament_noun
misery_noun	misèria_noun
gangway_noun	portaló_noun
zéphyrine_propernoun	zéphyrine_propernoun
grandparent_noun	avi_noun
easel_noun	cavallet_noun
again_adverb	novament_adverb
hellín_propernoun	hellín_propernoun
solvene_noun	eslovè_noun
de-los-santos_propernoun	de-los-santos_propernoun
rio-ferdinand_propernoun	rio-ferdinand_propernoun
rosa-de-lima_propernoun	rosa-de-lima_propernoun
dissatisfied_adjective	descontent_adjective
cyclogenesis_noun	ciclogènesi_noun
scale_noun	balança_noun
exceed_verb	sobrepassar_verb
bonsant_propernoun	bonsant_propernoun
average_noun	terme-mitjà_noun
eclectic_noun	eclèctic_noun
gibbon_propernoun	gibbon_propernoun
fakir_noun	faquir_noun
mersalyl_noun	mersalil_noun
alaide_propernoun	alaide_propernoun
diophantus_propernoun	diofant_propernoun
a-long-way-ahead_adverb	molt-per-davant_adverb
piece_noun	bocí_noun
refuge_noun	refugi_noun
salomón_propernoun	salomón_propernoun
campania_propernoun	campània_propernoun
lumbago_noun	lumbago_noun
miguela_propernoun	miguela_propernoun
rizó_propernoun	rizó_propernoun
peel_verb	pelar_verb
grid_noun	reixat_noun
transaction_noun	transacció_noun
segovia_propernoun	segovia_propernoun
detonator_noun	detonador_noun
izzi_propernoun	izzi_propernoun
will_noun	voluntat_noun
castellnou_propernoun	castellnou_propernoun
despair_noun	desesperació_noun
amblyopia_noun	ambliopia_noun
any-minute-now_adverb	en-qualsevol-moment_adverb
biorhythm_noun	bioritme_noun
week-after-week_adverb	setmana-rere-setmana_adverb
sturgeon_noun	esturió_noun
absent-minded_adjective	despistat_adjective
alisa_propernoun	alisa_propernoun
idelfonso_propernoun	idelfonso_propernoun
fetoscopy_noun	fetoscòpia_noun
heart-rate_noun	freqüència-cardíaca_noun
ruel_propernoun	ruel_propernoun
plumber_noun	lampista_noun
debate_verb	debatre_verb
aminda_propernoun	aminda_propernoun
akin_adjective	semblant_adjective
extension_noun	extensió_noun
fleischman_propernoun	fleischman_propernoun
boot_noun	portaequipatge_noun
joselyn_propernoun	joselyn_propernoun
aron_propernoun	aron_propernoun
sony_propernoun	sony_propernoun
söllner_propernoun	söllner_propernoun
psychoactive_adjective	psicotròpic_adjective
spite_noun	despit_noun
spheroid_noun	esferoide_noun
as-if-by-magic_adverb	com-per-art-d'encanteri_adverb
salvia_propernoun	salvia_propernoun
sympathetically_adverb	amb-compassió_adverb
cadmium_noun	cadmi_noun
branco_propernoun	branco_propernoun
gervilla_propernoun	gervilla_propernoun
xerophilous_adjective	xeròfil_adjective
pinel_propernoun	pinel_propernoun
rickettsiosis_noun	rickettsiosi_noun
o-grove_propernoun	o-grove_propernoun
cymru_propernoun	cymru_propernoun
lamarche_propernoun	lamarche_propernoun
hypochondriasis_noun	hipocondriasi_noun
stand_verb	aguantar_verb
stock-exchange_noun	borsa-de-valors_noun
prophet_noun	profeta_noun
elaborate_verb	elaborar_verb
broadcaster_noun	radioemissor_noun
karst-spring_noun	exsurgència_noun
kamil_propernoun	kamil_propernoun
constraint_noun	restricció_noun
at-another-time_adverb	en-una-altra-ocasió_adverb
esio_propernoun	esio_propernoun
noémie_propernoun	noémie_propernoun
gourmand_propernoun	gourmand_propernoun
hohenzollern_propernoun	hohenzollern_propernoun
maximino_propernoun	maximino_propernoun
talk_noun	xarrada_noun
amanda_propernoun	amanda_propernoun
heraclitus_propernoun	heràclit_propernoun
marriage_noun	matrimoni_noun
urgently_adverb	urgentment_adverb
pyrolysis_noun	piròlisi_noun
mongol_adjective	mongol_adjective
dictionary_noun	diccionari_noun
alfonso_propernoun	alfonso_propernoun
card_noun	tarja_noun
familial_adjective	familiar_adjective
apologise_verb	disculpar_verb
retroversion_noun	retroversió_noun
death-penalty_noun	pena-de-mort_noun
ammonia_noun	amoníac_noun
in-a-northeasterly-direction_adverb	en-direcció-nord-est_adverb
ghali_propernoun	ghali_propernoun
catchword_noun	reclam_noun
saavedra_propernoun	saavedra_propernoun
above-all-suspicion_adverb	per-damunt-de-tota-sospita_adverb
butterfingers_noun	matusser_noun
pretend_verb	pretendre_verb
fiat-currency_noun	valor-fiduciari_noun
thai_propernoun	thai_propernoun
seventeen-thousand_numeral	disset-mil_numeral
colbert_propernoun	colbert_propernoun
trouble_verb	molestar_verb
sinuhé_propernoun	sinuhé_propernoun
paranormal_adjective	paranormal_adjective
sílvia_propernoun	sílvia_propernoun
bannon_propernoun	bannon_propernoun
dunaliella_noun	dunaliella_noun
parralejo_propernoun	parralejo_propernoun
neatly_adverb	polidament_adverb
substitution_noun	substitució_noun
round_verb	arrodonir_verb
cajetan_propernoun	cajetan_propernoun
coerce_verb	coaccionar_verb
varactor_noun	varactor_noun
town_noun	localitat_noun
that-is-why_subordinatingconjunction	és-per-això-que_subordinatingconjunction
aquamarine_noun	aiguamarina_noun
assignment_noun	encàrrec_noun
papilla_noun	papil·la_noun
biogeography_noun	biogeografia_noun
colour_noun	colorit_noun
reliable_adjective	fidedigne_adjective
decay_noun	decadència_noun
contractual_adjective	contractual_adjective
lonely_adjective	solitari_adjective
slightly_adverb	lleugerament_adverb
sara_propernoun	sara_propernoun
whitney_propernoun	whitney_propernoun
benedict-xiii_propernoun	benet-xiii_propernoun
czech_adjective	txec_adjective
rancourt_propernoun	rancourt_propernoun
glasnost_noun	glasnost_noun
franquet_propernoun	franquet_propernoun
predate_verb	antecedir_verb
euzkadi_propernoun	euzkadi_propernoun
ineffective_adjective	ineficaç_adjective
ticiana_propernoun	ticiana_propernoun
oklahoma_propernoun	oklahoma_propernoun
trachea_noun	tràquea_noun
tawil_propernoun	tawil_propernoun
arnaus_propernoun	arnaus_propernoun
kennedy_propernoun	kennedy_propernoun
cycloid_noun	cicloide_noun
brackett_propernoun	brackett_propernoun
foul-up_verb	espatlar_verb
synergistic_adjective	sinèrgic_adjective
mild_adjective	suau_adjective
nairn_propernoun	nairn_propernoun
convective_adjective	convectiu_adjective
rubiño_propernoun	rubiño_propernoun
nationalist_adjective	nacionalista_adjective
ending_noun	finalització_noun
fijian_adjective	fijià_adjective
aortic_adjective	aòrtic_adjective
astatine_noun	àstat_noun
plywood_noun	contraxapat_noun
trépanier_propernoun	trépanier_propernoun
vyacheslav-mikhailovich-molotov_propernoun	viatxeslav-mikhàilovitx-mólotov_propernoun
rust_noun	òxid_noun
vehemence_noun	vehemència_noun
ethology_noun	etologia_noun
vesicle_noun	vesícula_noun
andalusian_adjective	andalusí_adjective
chekhov_propernoun	txékhov_propernoun
webber_propernoun	webber_propernoun
allergy_noun	al·lèrgia_noun
tangle_noun	embull_noun
sagrera_propernoun	sagrera_propernoun
yellow_adjective	groc_adjective
combing_noun	pentinatge_noun
baca_propernoun	baca_propernoun
xoán_propernoun	xoán_propernoun
nosing_noun	cantonera_noun
fernando-andreu_propernoun	fernando-andreu_propernoun
unripe_adjective	verd_adjective
termocell_noun	termopila_noun
class_noun	classe_noun
caprice_propernoun	caprice_propernoun
or_coordinatingconjunction	o_coordinatingconjunction
servobrake_noun	servofrè_noun
zedong_propernoun	zedong_propernoun
fiction_noun	ficció_noun
non-ec_adjective	extracomunitari_adjective
grossular_noun	grossulària_noun
teófilo_propernoun	teófilo_propernoun
banquet_noun	banquet_noun
foster_verb	fomentar_verb
martirio_propernoun	martirio_propernoun
rediscount_noun	redescompte_noun
bryana_propernoun	bryana_propernoun
endure_verb	suportar_verb
pigeon_propernoun	pigeon_propernoun
kathy_propernoun	kathy_propernoun
anybody_pronoun	qualsevol_pronoun
wonderfully_adverb	meravellosament_adverb
jesumina_propernoun	jesumina_propernoun
infinite_noun	infinit_noun
all-powerful_adjective	totpoderós_adjective
instantaneously_adverb	instantàniament_adverb
crocetta_propernoun	crocetta_propernoun
adaptor_noun	adaptador_noun
flash_verb	pampalluguejar_verb
skyler_propernoun	skyler_propernoun
talisman_noun	talismà_noun
zabalondo_propernoun	zabalondo_propernoun
telma_propernoun	telma_propernoun
sweet_noun	llamí_noun
pneumology_noun	pneumologia_noun
buzzell_propernoun	buzzell_propernoun
begging_noun	mendicitat_noun
profusion_noun	profusió_noun
broad_adjective	ample_adjective
at-your-request_adverb	a-petició-vostra_adverb
coolness_noun	fredor_noun
nissan_propernoun	nissan_propernoun
score_noun	resultat_noun
at-the-close-of-the-day_adverb	al-cap-del-dia_adverb
ethnopsychology_noun	etnopsicologia_noun
manón_propernoun	manón_propernoun
dona_propernoun	dona_propernoun
class_verb	classificar_verb
llorenç_propernoun	llorenç_propernoun
obliteration_noun	obliteració_noun
