ilegitimamente_adverb	il·legítimament_adverb
berlato_propernoun	berlato_propernoun
flagelo_noun	flagell_noun
linha_noun	línia_noun
artero_propernoun	artero_propernoun
arbúcies_propernoun	arbúcies_propernoun
pezzotta_propernoun	pezzotta_propernoun
franzoni_propernoun	franzoni_propernoun
morfologia_noun	morfologia_noun
polidesportivo_noun	poliesportiu_noun
jardine_propernoun	jardine_propernoun
consular_adjective	consular_adjective
fonêmico_adjective	fonèmic_adjective
sirbu_propernoun	sirbu_propernoun
traqueostomia_noun	traqueostomia_noun
segmentário_adjective	segmentari_adjective
bolinches_propernoun	bolinches_propernoun
unicidade_noun	unicitat_noun
cisalpino_adjective	cisalpí_adjective
dar-alta_verb	donar-l'alta_verb
exterocetivo_adjective	exteroceptiu_adjective
vento_noun	vent_noun
hulk_propernoun	hulk_propernoun
obstaculizar_verb	obstaculitzar_verb
fotoluminescente_adjective	fotoluminescent_adjective
barakat_propernoun	barakat_propernoun
fermat_propernoun	fermat_propernoun
referendo_noun	referend_noun
von-weineck_propernoun	von-weineck_propernoun
em-frente_adverb	davant_adverb
șandor_propernoun	șandor_propernoun
mariano_adjective	marià_adjective
valenza_propernoun	valenza_propernoun
eleito_adjective	electe_adjective
antiliberal_adjective	antiliberal_adjective
matencio_propernoun	matencio_propernoun
canton_propernoun	canton_propernoun
redator_noun	redactor_noun
izzo_propernoun	izzo_propernoun
sheehy_propernoun	sheehy_propernoun
farrero_propernoun	farrero_propernoun
ulvaeus_propernoun	ulvaeus_propernoun
barón_propernoun	barón_propernoun
peçanha_propernoun	peçanha_propernoun
rawlings_propernoun	rawlings_propernoun
fuoco_propernoun	fuoco_propernoun
anchustegi_propernoun	anchustegi_propernoun
modificador_noun	modificador_noun
gelar_verb	gelar_verb
arquiconfraria_noun	arxiconfraria_noun
nourdin_propernoun	nourdin_propernoun
autom_propernoun	autom_propernoun
borruso_propernoun	borruso_propernoun
xixona_propernoun	xixona_propernoun
mestenapeo_propernoun	mestenapeo_propernoun
fernandel_propernoun	fernandel_propernoun
redondo_adjective	rodó_adjective
espuga_propernoun	espuga_propernoun
chiodini_propernoun	chiodini_propernoun
pisacane_propernoun	pisacane_propernoun
turbide_propernoun	turbide_propernoun
desfazer_verb	desfer_verb
edital_adjective	edictal_adjective
desnivelar_verb	desnivellar_verb
tênia_noun	tènia_noun
mazzarrino_propernoun	mazzarrino_propernoun
torrico_propernoun	torrico_propernoun
faca_noun	ganivet_noun
solado_adjective	solat_adjective
bejan_propernoun	bejan_propernoun
lisbona_propernoun	lisbona_propernoun
patronado_noun	patronat_noun
paoloni_propernoun	paoloni_propernoun
czarina_noun	tsarina_noun
nunno_propernoun	nunno_propernoun
aceña_propernoun	aceña_propernoun
diraddo_propernoun	diraddo_propernoun
chin_propernoun	chin_propernoun
contribuir_verb	aportar_verb
heterossexual_adjective	heterosexual_adjective
solomon_propernoun	solomon_propernoun
pentavalente_adjective	pentavalent_adjective
semitransparente_adjective	semitransparent_adjective
athanasiu_propernoun	athanasiu_propernoun
necessidade_noun	necessitat_noun
banco-urquijo_propernoun	banco-urquijo_propernoun
oitocentos_numeral	huit-cents_numeral
grua_propernoun	grua_propernoun
chevrier_propernoun	chevrier_propernoun
propiciatório_adjective	propiciatori_adjective
sentido_noun	sentit_noun
cruces_propernoun	cruces_propernoun
motim_noun	motí_noun
fechar_verb	cloure_verb
quadrante_noun	quadrant_noun
hoteleiro_noun	hoteler_noun
andreatta_propernoun	andreatta_propernoun
mašiotienė_propernoun	mašiotienė_propernoun
sustentável_adjective	sostenible_adjective
balsâmico_adjective	balsàmic_adjective
basta_interjection	prou_interjection
tobarra_propernoun	tobarra_propernoun
pont_propernoun	pont_propernoun
directriz_noun	directriu_noun
cantábrico_adjective	cantàbric_adjective
trimestralmente_adverb	trimestralment_adverb
vigneault_propernoun	vigneault_propernoun
mitologicamente_adverb	mitològicament_adverb
abertura_noun	obertura_noun
faguy_propernoun	faguy_propernoun
apelativo_adjective	apel·latiu_adjective
assédio_noun	setge_noun
de_preposition	en_preposition
hortênsia_propernoun	hortênsia_propernoun
cordeiro_noun	corder_noun
indução_noun	inducció_noun
aramaico_adjective	arameu_adjective
marcone_propernoun	marcone_propernoun
al-mahdí_propernoun	al-mahdí_propernoun
redondo_propernoun	redondo_propernoun
aristocrático_adjective	aristocràtic_adjective
vigneron_propernoun	vigneron_propernoun
celebrador_adjective	celebrador_adjective
centralista_adjective	centralista_adjective
implacabilidade_noun	implacabilitat_noun
eliminador_adjective	eliminador_adjective
eletrodoméstico_adjective	electrodomèstic_adjective
fascicular_adjective	fascicular_adjective
plutónio_noun	plutoni_noun
montani_propernoun	montani_propernoun
ecologista_adjective	ecologista_adjective
insaciado_adjective	insaciat_adjective
majoritário_adjective	majoritari_adjective
schultze_propernoun	schultze_propernoun
magrone_propernoun	magrone_propernoun
ofegoso_adjective	ofegós_adjective
vitor_propernoun	vitor_propernoun
carreiro_propernoun	carreiro_propernoun
anders_propernoun	anders_propernoun
tabu_noun	tabú_noun
evangelisti_propernoun	evangelisti_propernoun
lesage_propernoun	lesage_propernoun
pecuniariamente_adverb	pecuniàriament_adverb
no-decorrer-de_preposition	en-el-transcurs-de_preposition
galopante_adjective	galopant_adjective
parente_noun	parent_noun
reverência_noun	reverència_noun
temperatura_noun	temperatura_noun
capitalizável_adjective	capitalitzable_adjective
synnott_propernoun	synnott_propernoun
frear_verb	frenar_verb
emenda_noun	esmena_noun
fantasma_noun	fantasma_noun
gravar_verb	enregistrar_verb
harding_propernoun	harding_propernoun
facchiano_propernoun	facchiano_propernoun
tragicômico_adjective	tragicòmic_adjective
péssimo_adjective	pèssim_adjective
scardino_propernoun	scardino_propernoun
pavimentado_adjective	pavimentat_adjective
supremo-tribunal-federal_propernoun	tribunal-suprem-federal_propernoun
bourget_propernoun	bourget_propernoun
cozinheiro_noun	cuiner_noun
validação_noun	validació_noun
miu_propernoun	miu_propernoun
piłsudski_propernoun	piłsudski_propernoun
necrótico_adjective	necròtic_adjective
falar_noun	parla_noun
de-torres_propernoun	de-torres_propernoun
ladrie_propernoun	ladrie_propernoun
ermida_noun	ermita_noun
tetraneto_noun	quadrinét_noun
vila-sacra_propernoun	vila-sacra_propernoun
armosino_propernoun	armosino_propernoun
salah_propernoun	salah_propernoun
embalsamamento_noun	embalsamament_noun
vizcaíno_propernoun	vizcaíno_propernoun
capturador_adjective	capturador_adjective
irlandês_adjective	irlandès_adjective
escandinavo_adjective	escandinau_adjective
argivo_adjective	argiu_adjective
deflexão_noun	deflexió_noun
vénus_propernoun	venus_propernoun
cardíaco_adjective	cardíac_adjective
perfeito_noun	perfet_noun
primacial_adjective	primacial_adjective
leicester_propernoun	leicester_propernoun
bodini_propernoun	bodini_propernoun
recurvado_adjective	recurvat_adjective
rubiralta_propernoun	rubiralta_propernoun
histeria_noun	histèria_noun
complemento_noun	complement_noun
austríaco_noun	austríac_noun
valdivia_propernoun	valdivia_propernoun
ligulado_adjective	ligulat_adjective
espectral_adjective	espectral_adjective
castor_noun	castor_noun
cyr_propernoun	cyr_propernoun
mocci_propernoun	mocci_propernoun
fisichella_propernoun	fisichella_propernoun
vallejos_propernoun	vallejos_propernoun
velasco_propernoun	velasco_propernoun
llaberia_propernoun	llaberia_propernoun
alessandro_propernoun	alessandro_propernoun
puigverd-d'agramunt_propernoun	puigverd-d'agramunt_propernoun
ubaud_propernoun	ubaud_propernoun
domènech-i-montaner_propernoun	domènech-i-montaner_propernoun
freduzeski_propernoun	freduzeski_propernoun
arteríola_noun	arteriola_noun
ambiguamente_adverb	ambiguament_adverb
zélia_propernoun	zélia_propernoun
conesa_propernoun	conesa_propernoun
porco_adjective	porc_adjective
d'ascola_propernoun	d'ascola_propernoun
dancause_propernoun	dancause_propernoun
circular_verb	circular_verb
mobilização_noun	mobilització_noun
unificar_verb	unificar_verb
dennis_propernoun	dennis_propernoun
rubiales_propernoun	rubiales_propernoun
idealismo_noun	idealisme_noun
fundamentalismo_noun	fonamentalisme_noun
milian_propernoun	milian_propernoun
tálio_noun	tal·li_noun
parasitológico_adjective	parasitològic_adjective
orihuela_propernoun	orihuela_propernoun
agresti_propernoun	agresti_propernoun
referir_verb	referir_verb
sulista_noun	sudista_noun
de-souza_propernoun	de-souza_propernoun
respuesta_noun	respuesta_noun
power_propernoun	power_propernoun
cúprico_adjective	cúpric_adjective
barbosa_propernoun	barbosa_propernoun
triangulação_noun	triangulació_noun
causalidade_noun	causalitat_noun
von-hammerstein-equord_propernoun	von-hammerstein-equord_propernoun
problema_noun	problema_noun
inglês_noun	anglès_noun
gustavo_propernoun	gustavo_propernoun
resplendente_adjective	resplendent_adjective
ambas_pronoun	ambdues_pronoun
texano_noun	texà_noun
plenipotenciário_adjective	plenipotenciari_adjective
lupin_propernoun	lupin_propernoun
isabelle_propernoun	isabelle_propernoun
tormento_noun	turment_noun
franza_propernoun	franza_propernoun
alugar_verb	llogar_verb
bota_noun	bota_noun
para-que_subordinatingconjunction	perquè_subordinatingconjunction
lagache_propernoun	lagache_propernoun
debigare_propernoun	debigare_propernoun
hemodiálise_noun	hemodiàlisi_noun
acetificação_noun	acetificació_noun
velilla_propernoun	velilla_propernoun
trezeno_adjective	tretzè_adjective
reynaud_propernoun	reynaud_propernoun
salamo_propernoun	salamo_propernoun
huidobro_propernoun	huidobro_propernoun
cêntimo_noun	cèntim_noun
poção_noun	poció_noun
quaresmal_adjective	quaresmal_adjective
curdo_noun	kurd_noun
urbanisticamente_adverb	urbanísticament_adverb
monolingue_adjective	monolingüe_adjective
azeviche_noun	atzabeja_noun
carruthers_propernoun	carruthers_propernoun
pedaço_noun	bocí_noun
gorka_propernoun	gorka_propernoun
casulleras_propernoun	casulleras_propernoun
normalmente_adverb	normalment_adverb
paleólogo_noun	paleòleg_noun
main_propernoun	main_propernoun
bento_propernoun	benet_propernoun
melífico_adjective	mel·lífic_adjective
apetecer_verb	abellir_verb
denuncia_noun	denuncia_noun
coimbra_propernoun	coïmbra_propernoun
processo_noun	procés_noun
smuraglia_propernoun	smuraglia_propernoun
exacto_adjective	exacte_adjective
testador_noun	testador_noun
atuante_noun	actuant_noun
aaleniano_adjective	aalenià_adjective
dire_propernoun	dire_propernoun
anêmico_adjective	anèmic_adjective
explosivo_adjective	explosiu_adjective
valencia_propernoun	valencia_propernoun
impugnabilidade_noun	impugnabilitat_noun
árabe-israelense_noun	araboisraelià_noun
haydn_propernoun	haydn_propernoun
rigo_propernoun	rigo_propernoun
call_propernoun	call_propernoun
milliard_propernoun	milliard_propernoun
perafita_propernoun	perafita_propernoun
agarici_propernoun	agarici_propernoun
ciconte_propernoun	ciconte_propernoun
maneiro_adjective	maner_adjective
quiroz_propernoun	quiroz_propernoun
gordilho_propernoun	gordilho_propernoun
habitacional_adjective	habitacional_adjective
landim_propernoun	landim_propernoun
cocktail_noun	còctel_noun
toque_noun	toc_noun
marien_propernoun	marien_propernoun
michelangeli_propernoun	michelangeli_propernoun
escalé_propernoun	escalé_propernoun
boguña_propernoun	boguña_propernoun
donno_propernoun	donno_propernoun
contravenção_noun	contravenció_noun
patologista_noun	patòleg_noun
cardeal_adjective	cardinal_adjective
gadoua_propernoun	gadoua_propernoun
monaghan_propernoun	monaghan_propernoun
regional_adjective	regional_adjective
ao-contrário-de_preposition	al-contrari-de_preposition
tanino_noun	taní_noun
efetuar_verb	efectuar_verb
disseminar_verb	disseminar_verb
impedível_adjective	impedible_adjective
vertefeuille_propernoun	vertefeuille_propernoun
piris_propernoun	piris_propernoun
celta_noun	celta_noun
perdomo_propernoun	perdomo_propernoun
estequiométrico_adjective	estequiomètric_adjective
nenhum_determiner	cap_determiner
andrino_propernoun	andrino_propernoun
périgny_propernoun	périgny_propernoun
zambelli_propernoun	zambelli_propernoun
ahrayi_propernoun	ahrayi_propernoun
baldassarri_propernoun	baldassarri_propernoun
gras_propernoun	gras_propernoun
seguinte_adjective	següent_adjective
calvillo_propernoun	calvillo_propernoun
tuneu_propernoun	tuneu_propernoun
espetroscopista_noun	espectroscopista_noun
salud_propernoun	salud_propernoun
feio_adjective	lleig_adjective
triliteral_adjective	triliteral_adjective
simancas_propernoun	simancas_propernoun
iovino_propernoun	iovino_propernoun
oralmente_adverb	oralment_adverb
bagdade_propernoun	bagdad_propernoun
agressivamente_adverb	agressivament_adverb
adairalba_propernoun	adairalba_propernoun
gañán_propernoun	gañán_propernoun
anistia_noun	amnistia_noun
arsenical_adjective	arsenical_adjective
borghetto_propernoun	borghetto_propernoun
forjável_adjective	forjable_adjective
desusado_adjective	desusat_adjective
euroasiático_adjective	euroasiàtic_adjective
defecação_noun	defecació_noun
cutler_propernoun	cutler_propernoun
coreia_propernoun	corea_propernoun
menezzes_propernoun	menezzes_propernoun
senante_propernoun	senante_propernoun
etxeberria_propernoun	etxeberria_propernoun
postulação_noun	postulació_noun
proporcionalidade_noun	proporcionalitat_noun
projectar_verb	projectar_verb
degradado_adjective	degradat_adjective
actínio_noun	actini_noun
tabescente_adjective	tabescent_adjective
celulósico_adjective	cel·lulòsic_adjective
de-la-rua_propernoun	de-la-rua_propernoun
infixo_noun	infix_noun
marzal_propernoun	marzal_propernoun
naranjo_propernoun	naranjo_propernoun
santa-margarida-i-els-monjos_propernoun	santa-margarida-i-els-monjos_propernoun
bova_propernoun	bova_propernoun
sultuane_propernoun	sultuane_propernoun
navegar_verb	navegar_verb
jolicoeur_propernoun	jolicoeur_propernoun
inexcusável_adjective	inexcusable_adjective
millien_propernoun	millien_propernoun
argento_propernoun	argento_propernoun
calonge_propernoun	calonge_propernoun
zornoza_propernoun	zornoza_propernoun
aventurar_verb	aventurar_verb
calzi_propernoun	calzi_propernoun
intimidar_verb	intimidar_verb
ferrat_propernoun	ferrat_propernoun
orășanu_propernoun	orășanu_propernoun
mutuamente_adverb	mútuament_adverb
predecessor_noun	predecessor_noun
desgroseilliers_propernoun	desgroseilliers_propernoun
nilto_propernoun	nilto_propernoun
garrafa_noun	ampolla_noun
zakharova_propernoun	zakhàrova_propernoun
bassett_propernoun	bassett_propernoun
mazzù_propernoun	mazzù_propernoun
conferencista_noun	ponent_noun
afixação_noun	afixació_noun
spadafora_propernoun	spadafora_propernoun
turno_noun	torn_noun
pró-ocidental_adjective	prooccidental_adjective
irrevocável_adjective	irrevocable_adjective
sarrión_propernoun	sarrión_propernoun
emprin_propernoun	emprin_propernoun
oceânia_propernoun	oceania_propernoun
islamista_adjective	islamista_adjective
parietal_adjective	parietal_adjective
carnação_noun	carnació_noun
leipheimer_propernoun	leipheimer_propernoun
santa-cristina-d'aro_propernoun	santa-cristina-d'aro_propernoun
colorado_propernoun	colorado_propernoun
théodore_propernoun	théodore_propernoun
delamarre_propernoun	delamarre_propernoun
doris_propernoun	doris_propernoun
acampar_verb	anar-de-càmping_verb
vigneri_propernoun	vigneri_propernoun
manifestamente_adverb	manifestament_adverb
burocracia_noun	burocràcia_noun
tapin_propernoun	tapin_propernoun
martorelles_propernoun	martorelles_propernoun
arcand_propernoun	arcand_propernoun
feneiro_noun	fener_noun
enucleação_noun	enucleació_noun
realista_adjective	realista_adjective
mandarino_noun	mandarí_noun
welby_propernoun	welby_propernoun
manciulli_propernoun	manciulli_propernoun
paiement_propernoun	paiement_propernoun
violento_adjective	violent_adjective
bernardes_propernoun	bernardes_propernoun
puig_propernoun	puig_propernoun
saldes_propernoun	saldes_propernoun
despoticamente_adverb	despòticament_adverb
com-respeito-a_preposition	pel-que-fa-a_preposition
rememorativo_adjective	rememoratiu_adjective
último_adjective	últim_adjective
conclusão_noun	conclusió_noun
possibilista_adjective	possibilista_adjective
ortoscópico_adjective	ortoscòpic_adjective
nascer_verb	néixer_verb
acumulação_noun	acumulació_noun
faixa-do-bus_noun	carril-bus_noun
deolinda_propernoun	deolinda_propernoun
cordoni_propernoun	cordoni_propernoun
poitevin_propernoun	poitevin_propernoun
herbívoro_noun	herbívor_noun
javanês_noun	javanès_noun
correspondência_noun	correspondència_noun
keenan_propernoun	keenan_propernoun
corrigir_verb	corregir_verb
peñalba_propernoun	peñalba_propernoun
unilateral_adjective	unilateral_adjective
vinte-e-nove_numeral	vint-i-nou_numeral
fisch_propernoun	fisch_propernoun
trabucador_adjective	trabucador_adjective
autobiográfico_adjective	autobiogràfic_adjective
maravalle_propernoun	maravalle_propernoun
lucchese_propernoun	lucchese_propernoun
willeit_propernoun	willeit_propernoun
cutillas_propernoun	cutillas_propernoun
alegrar_verb	alegrar_verb
domenico_propernoun	domenico_propernoun
larsen_propernoun	larsen_propernoun
jules_propernoun	jules_propernoun
cassandra_propernoun	cassandra_propernoun
vesicular_adjective	vesicular_adjective
abastecer_verb	repostar_verb
rota_noun	ruta_noun
iodimetria_noun	iodimetria_noun
arrepio_noun	calfred_noun
anuência_noun	anuència_noun
belley_propernoun	belley_propernoun
sboarina_propernoun	sboarina_propernoun
refrigerante_adjective	refrigerant_adjective
hommen_propernoun	hommen_propernoun
macroeconómico_adjective	macroeconòmic_adjective
segenet_propernoun	segenet_propernoun
primordial_adjective	primordial_adjective
partidário_adjective	partidari_adjective
profissão_noun	professió_noun
incansável_adjective	incansable_adjective
păcuraru_propernoun	păcuraru_propernoun
escolar_adjective	escolar_adjective
censura_noun	censura_noun
pagès_propernoun	pagès_propernoun
ottoz_propernoun	ottoz_propernoun
perdigão_noun	perdiu_noun
miñana_propernoun	miñana_propernoun
renascentista_noun	renaixentista_noun
mellinger_propernoun	mellinger_propernoun
huambo_propernoun	huambo_propernoun
honorabilidade_noun	honorabilitat_noun
malko_propernoun	malko_propernoun
biotecnologia_noun	biotecnologia_noun
jansenismo_noun	jansenisme_noun
honorífico_adjective	honorífic_adjective
internacionalização_noun	internacionalització_noun
anarquismo_noun	anarquisme_noun
girol_propernoun	girol_propernoun
izquierdo_propernoun	izquierdo_propernoun
remover_verb	remoure_verb
populista_adjective	populista_adjective
crer-em_verb	creure-en_verb
diatónico_adjective	diatònic_adjective
farias_propernoun	farias_propernoun
absolver_verb	absoldre_verb
baccelli_propernoun	baccelli_propernoun
ananaz_propernoun	ananaz_propernoun
arrecadar_verb	recaptar_verb
dovizioso_propernoun	dovizioso_propernoun
bernardó_propernoun	bernardó_propernoun
pizzarotti_propernoun	pizzarotti_propernoun
battelli_propernoun	battelli_propernoun
andriani_propernoun	andriani_propernoun
estriado_adjective	estriat_adjective
assistência_noun	assistència_noun
sacerdote_noun	sacerdot_noun
lejarcegui_propernoun	lejarcegui_propernoun
submergível_adjective	submergible_adjective
cortes-de-pallás_propernoun	cortes-de-pallás_propernoun
morariu_propernoun	morariu_propernoun
germânia_propernoun	germània_propernoun
maria-das-graças_propernoun	maria-das-graças_propernoun
entrevistador_noun	entrevistador_noun
entoar_verb	entonar_verb
ellison_propernoun	ellison_propernoun
luva_noun	guant_noun
vulcão_noun	volcà_noun
bakunin_propernoun	bakunin_propernoun
mantilla_propernoun	mantilla_propernoun
rua_noun	carrer_noun
utiel_propernoun	utiel_propernoun
vergonhoso_adjective	vergonyós_adjective
liquidável_adjective	liquidable_adjective
destroçar_verb	destrossar_verb
lafontaine_propernoun	lafontaine_propernoun
poliedro_noun	poliedre_noun
assinatura_noun	signatura_noun
injecção_noun	injecció_noun
motegi_propernoun	motegi_propernoun
levac_propernoun	levac_propernoun
luterano_noun	luterà_noun
haque_propernoun	haque_propernoun
animé_noun	anime_noun
frederico_propernoun	frederic_propernoun
regente_adjective	regent_adjective
pedrola_propernoun	pedrola_propernoun
berardi_propernoun	berardi_propernoun
ralph_propernoun	ralph_propernoun
asfour_propernoun	asfour_propernoun
hobbs_propernoun	hobbs_propernoun
piquette_propernoun	piquette_propernoun
seminaro_propernoun	seminaro_propernoun
lasala_propernoun	lasala_propernoun
domínica_propernoun	dominica_propernoun
renan_propernoun	renan_propernoun
ex-prefeito_noun	exalcalde_noun
neurotóxico_adjective	neurotòxic_adjective
bimodal_adjective	bimodal_adjective
labossière_propernoun	labossière_propernoun
borrega_propernoun	borrega_propernoun
huntington_propernoun	huntington_propernoun
hipercrítico_adjective	hipercrític_adjective
poder_noun	poder_noun
lima_propernoun	lima_propernoun
confraternidade_noun	confraternitat_noun
ecossocialismo_noun	ecosocialisme_noun
cima_adverb	damunt_adverb
meramente_adverb	merament_adverb
tcheco_noun	txec_noun
alt-urgell_propernoun	alt-urgell_propernoun
eletrostático_adjective	electroestàtic_adjective
vice-presidente_noun	vicepresident_noun
gagné_propernoun	gagné_propernoun
cultivo_noun	conreu_noun
enquanto_subordinatingconjunction	mentre_subordinatingconjunction
elisa_propernoun	elisa_propernoun
cremador_adjective	cremador_adjective
boratto_propernoun	boratto_propernoun
interruptor_noun	interruptor_noun
inconstitucionalidade_noun	inconstitucionalitat_noun
cantarero_propernoun	cantarero_propernoun
ligamentoso_adjective	lligamentós_adjective
melificação_noun	mel·lificació_noun
modulável_adjective	modulable_adjective
jonsson_propernoun	jonsson_propernoun
tautológico_adjective	tautològic_adjective
trives_propernoun	trives_propernoun
termicamente_adverb	tèrmicament_adverb
lagotte_propernoun	lagotte_propernoun
maxwell_propernoun	maxwell_propernoun
jobidon_propernoun	jobidon_propernoun
ter-cuidado_verb	anar-amb-compte_verb
cuthbert_propernoun	cuthbert_propernoun
artrologia_noun	artrologia_noun
pedneault_propernoun	pedneault_propernoun
meyer_propernoun	meyer_propernoun
bastante_adjective	bastant_adjective
davenport_propernoun	davenport_propernoun
chakapash_propernoun	chakapash_propernoun
ovogônia_noun	ovogònia_noun
affadas_propernoun	affadas_propernoun
scarlato_propernoun	scarlato_propernoun
trinta-e-oito_numeral	trenta-huit_numeral
parceiro_noun	company_noun
nova-delhi_propernoun	nova-delhi_propernoun
descongestionado_adjective	descongestionat_adjective
jane_propernoun	jane_propernoun
qual_adverb	com_adverb
qual_relativepronoun	com_relativepronoun
qual_interrogativepronoun	com_interrogativepronoun
qual_adverb	com_adverb
qual_relativepronoun	com_relativepronoun
qual_adverb	com_adverb
qual_interrogativepronoun	com_interrogativepronoun
qual_relativepronoun	com_relativepronoun
qual_interrogativepronoun	com_interrogativepronoun
vedovato_propernoun	vedovato_propernoun
murgia_propernoun	murgia_propernoun
suavidade_noun	suavitat_noun
papineau_propernoun	papineau_propernoun
calcado_adjective	calcat_adjective
alba_propernoun	alba_propernoun
neutramente_adverb	neutrament_adverb
assomar_verb	apuntar_verb
provar_verb	provar_verb
apalpar_verb	palpar_verb
ostentoso_adjective	ostentós_adjective
exteriorizar_verb	exterioritzar_verb
andar_noun	pis_noun
raimon_propernoun	raimon_propernoun
landi_propernoun	landi_propernoun
reches_propernoun	reches_propernoun
toxicómano_adjective	toxicòman_adjective
excarceração_noun	excarceració_noun
rampazzo_propernoun	rampazzo_propernoun
área_noun	àrea_noun
assunção_noun	assumpció_noun
papo_noun	xarrada_noun
acunzo_propernoun	acunzo_propernoun
gargiolli_propernoun	gargiolli_propernoun
capa_noun	portada_noun
arnoso_adjective	arnós_adjective
jugoslávia_propernoun	iugoslàvia_propernoun
higueruelas_propernoun	higueruelas_propernoun
zelo_noun	zel_noun
palmo_noun	pam_noun
chiriță_propernoun	chiriță_propernoun
pajares_propernoun	pajares_propernoun
castaño_propernoun	castaño_propernoun
reencarnação_noun	reencarnació_noun
rutherfórdio_noun	rutherfordi_noun
mediamente_adverb	mitjanament_adverb
galiza_propernoun	galícia_propernoun
anfitrião_noun	amfitrió_noun
filippe_propernoun	filippe_propernoun
antropomorfismo_noun	antropomorfisme_noun
inapetência_noun	inapetència_noun
rejeitar_verb	rebutjar_verb
carnívoro_noun	carnívor_noun
consagrante_adjective	consagrant_adjective
reitor_noun	rector_noun
nottaway_propernoun	nottaway_propernoun
delimitativo_adjective	delimitatiu_adjective
sofía_propernoun	sofía_propernoun
colonnella_propernoun	colonnella_propernoun
einstein_propernoun	einstein_propernoun
gasparri_propernoun	gasparri_propernoun
capponi_propernoun	capponi_propernoun
bortone_propernoun	bortone_propernoun
legislativamente_adverb	legislativament_adverb
comincini_propernoun	comincini_propernoun
gull_propernoun	gull_propernoun
descolar_verb	enlairar_verb
molebatsi_propernoun	molebatsi_propernoun
autopista-com-pedágio_noun	autopista-de-peatge_noun
garré_propernoun	garré_propernoun
carli_propernoun	carli_propernoun
embrionado_adjective	embrionat_adjective
mcbain_propernoun	mcbain_propernoun
polese_propernoun	polese_propernoun
tédio_noun	avorriment_noun
metro_noun	metro_noun
bombo_noun	bombo_noun
llena_propernoun	llena_propernoun
estranheza_noun	estranyesa_noun
giribet_propernoun	giribet_propernoun
figols_propernoun	figols_propernoun
borraz_propernoun	borraz_propernoun
caraterial_adjective	caracterial_adjective
simplificação_noun	simplificació_noun
barthou_propernoun	barthou_propernoun
bellús_propernoun	bellús_propernoun
polverini_propernoun	polverini_propernoun
cimentação_noun	cimentació_noun
isotópico_adjective	isotòpic_adjective
prudência_noun	prudència_noun
esquematicamente_adverb	esquemàticament_adverb
estadia_noun	estada_noun
delirante_adjective	delirant_adjective
dreyfus_propernoun	dreyfus_propernoun
halgand_propernoun	halgand_propernoun
pró-russo_adjective	pro-rus_adjective
restrição_noun	restricció_noun
bellotti_propernoun	bellotti_propernoun
retardatário_adjective	retardatari_adjective
árvore_noun	arbre_noun
geórgico_adjective	geòrgic_adjective
enfermaria_noun	infermeria_noun
bezzini_propernoun	bezzini_propernoun
esther_propernoun	esther_propernoun
atividade_noun	activitat_noun
milénio_noun	mil·lenni_noun
cota_propernoun	cota_propernoun
monaci_propernoun	monaci_propernoun
orús_propernoun	orús_propernoun
calefação_noun	calefacció_noun
briano_propernoun	briano_propernoun
afinador_noun	afinador_noun
d'aimmo_propernoun	d'aimmo_propernoun
greco-romano_adjective	grecoromà_adjective
bétournay_propernoun	bétournay_propernoun
epidermicamente_adverb	epidèrmicament_adverb
mahdí_propernoun	mahdí_propernoun
cartomântico_adjective	cartomàntic_adjective
meucci_propernoun	meucci_propernoun
lenticular_adjective	lenticular_adjective
participante_noun	participant_noun
treu_propernoun	treu_propernoun
dionísio_propernoun	dionísio_propernoun
laosiano_noun	laosià_noun
trilingue_adjective	trilingüe_adjective
mills_propernoun	mills_propernoun
melódico_adjective	melòdic_adjective
assim-como_coordinatingconjunction	així-com_coordinatingconjunction
assassinato_noun	assassinat_noun
bruneau_propernoun	bruneau_propernoun
homopolar_adjective	homopolar_adjective
deleitar_verb	delectar_verb
molino_propernoun	molino_propernoun
imparcialidade_noun	imparcialitat_noun
validamente_adverb	vàlidament_adverb
sestini_propernoun	sestini_propernoun
chato_adjective	avorrit_adjective
até-meados-de_preposition	fins-a-mitjans-de_preposition
cardiotônico_adjective	cardiotònic_adjective
dulong_propernoun	dulong_propernoun
sexagésimo-segundo_adjective	seixanta-dosè_adjective
calveras_propernoun	calveras_propernoun
monteagudo_propernoun	monteagudo_propernoun
caragiale_propernoun	caragiale_propernoun
lynch_propernoun	lynch_propernoun
laurini_propernoun	laurini_propernoun
implorativo_adjective	imploratiu_adjective
illana_propernoun	illana_propernoun
grafitização_noun	grafitització_noun
insistente_adjective	insistent_adjective
infalivelmente_adverb	infal·liblement_adverb
cherini_propernoun	cherini_propernoun
pavia_propernoun	pavia_propernoun
redescobrir_verb	redescobrir_verb
severidade_noun	severitat_noun
valencianista_adjective	valencianista_adjective
perseguir_verb	perseguir_verb
próprio_adjective	propi_adjective
abecassis_propernoun	abecassis_propernoun
rei_propernoun	rei_propernoun
homonímia_noun	homonímia_noun
cenobítico_adjective	cenobític_adjective
koizumi_propernoun	koizumi_propernoun
amenabar_propernoun	amenabar_propernoun
receptacular_adjective	receptacular_adjective
acariciável_adjective	acariciable_adjective
despertador_adjective	despertador_adjective
visualmente_adverb	visualment_adverb
dinicu_propernoun	dinicu_propernoun
pulquéria_propernoun	pulquéria_propernoun
