waiting_for_preposition_en	esperando_a_preposition_es
how_much_adjective_en	cuánto_adjective_es
how_much_adverb_en	cuánto_adverb_es
how_much_pronoun_en	cuánto_pronoun_es
how_much_determiner_en	cuánto_determiner_es
how_much_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_much_determiner_en	cuánto_determiner_es
how_much_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_much_adjective_en	cuánto_adjective_es
how_much_adverb_en	cuánto_adverb_es
how_much_pronoun_en	cuánto_pronoun_es
how_much_determiner_en	cuánto_determiner_es
how_much_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_much_determiner_en	cuánto_determiner_es
how_much_interrogativepronoun_en	cuánto_interrogativepronoun_es
forest_defense_noun_en	defensa_forestal_noun_es
tennis_tournament_noun_en	torneo_de_tenis_noun_es
who_noun_en	oms_noun_es
discover_verb_en	descubrir_verb_es
meteor_noun_en	meteoro_noun_es
once_in_a_blue_moon_adverb_en	de_higos_a_brevas_adverb_es
literacy_noun_en	alfabetización_noun_es
departure_noun_en	marcha_noun_es
peculiarity_noun_en	particularidad_noun_es
mike_propernoun_en	mike_propernoun_es
non-eu_adjective_en	extracomunitario_adjective_es
brackish_adjective_en	salobre_adjective_es
desktop_computer_noun_en	ordenador_de_sobremesa_noun_es
distribution_noun_en	disposición_noun_es
dissonant_adjective_en	disonante_adjective_es
nonetheless_adverb_en	empero_adverb_es
military_noun_en	ejército_noun_es
otorhinolaryngology_noun_en	otorrinolaringología_noun_es
leopard_noun_en	leopardo_noun_es
cheesy_adjective_en	caseoso_adjective_es
videography_noun_en	videografía_noun_es
keep_growing_verb_en	seguir_creciendo_verb_es
whither_adverb_en	dónde_adverb_es
whither_interrogativepronoun_en	dónde_interrogativepronoun_es
rewriting_noun_en	reescritura_noun_es
on_the_verge_of_tears_adverb_en	al_borde_de_las_lágrimas_adverb_es
psychotecnics_noun_en	psicotecnia_noun_es
twilight_noun_en	crepúsculo_noun_es
big-hearted_adjective_en	generoso_adjective_es
ventricle_noun_en	ventrículo_noun_es
without_sense_adjective_en	sin_sentido_adjective_es
doctor_noun_en	médico_noun_es
population_noun_en	población_noun_es
expose_verb_en	desenmascarar_verb_es
fighter_noun_en	luchador_noun_es
relativistic_adjective_en	relativista_adjective_es
next_year_adverb_en	año_que_viene_adverb_es
tablet_noun_en	tableta_noun_es
recording_noun_en	registro_noun_es
isogamy_noun_en	isogamia_noun_es
plectrum_noun_en	plectro_noun_es
deliberation_noun_en	deliberación_noun_es
pupil_noun_en	alumno_noun_es
whiting_noun_en	bacaladilla_noun_es
plan_verb_en	planear_verb_es
pursuit_noun_en	búsqueda_noun_es
chair_noun_en	cátedra_noun_es
virology_noun_en	virología_noun_es
radio_noun_en	radio_noun_es
bromide_noun_en	bromuro_noun_es
petanque_noun_en	petanca_noun_es
receipt_noun_en	tique_de_compra_noun_es
utilitarism_noun_en	utilitarismo_noun_es
worth_noun_en	valor_noun_es
togo_propernoun_en	togo_propernoun_es
insurance_agent_noun_en	agente_de_seguros_noun_es
advent_noun_en	advenimiento_noun_es
latinisation_noun_en	latinización_noun_es
compatriot_noun_en	compatriota_noun_es
chessboard_noun_en	tablero_de_ajedrez_noun_es
sql_server_propernoun_en	sql_server_propernoun_es
corolla_noun_en	corola_noun_es
indifference_noun_en	indiferencia_noun_es
agitation_noun_en	agitación_noun_es
fraud_noun_en	fraude_noun_es
oxide_noun_en	óxido_noun_es
bisect_verb_en	bisecar_verb_es
conceptualise_verb_en	conceptualizar_verb_es
dissolve_into_tears_verb_en	anegarse_en_llanto_verb_es
elizabeth_i_propernoun_en	isabel_i_propernoun_es
diary_noun_en	agenda_noun_es
las_palmas_de_gran_canaria_propernoun_en	las_palmas_de_gran_canaria_propernoun_es
redden_verb_en	enrojecer_verb_es
bib_noun_en	babero_noun_es
miami_propernoun_en	miami_propernoun_es
timer_noun_en	temporizador_noun_es
awaken_verb_en	despertar_verb_es
prison_noun_en	cárcel_noun_es
boston_propernoun_en	boston_propernoun_es
spawn_verb_en	desovar_verb_es
20th_century_fox_propernoun_en	20th_century_fox_propernoun_es
geography_noun_en	geografía_noun_es
rosary_noun_en	rosario_noun_es
cast_noun_en	reparto_noun_es
cast_noun_en	elenco_noun_es
lentil_noun_en	lenteja_noun_es
apparent_adjective_en	aparente_adjective_es
superlative_noun_en	superlativo_noun_es
meteorology_noun_en	meteorología_noun_es
the_sun_propernoun_en	the_sun_propernoun_es
prick_up_its_ears_verb_en	aguzar_el_oído_verb_es
snood_noun_en	braga_noun_es
rack_verb_en	atormentar_verb_es
poll_noun_en	sondeo_noun_es
decorum_noun_en	decoro_noun_es
futile_adjective_en	vano_adjective_es
incommutable_adjective_en	inconmutable_adjective_es
anemophilous_adjective_en	anemófilo_adjective_es
concierge_noun_en	conserje_noun_es
transgression_noun_en	transgresión_noun_es
aerobatic_adjective_en	acrobático_adjective_es
correction_noun_en	corrección_noun_es
diversify_verb_en	diversificar_verb_es
be_left_behind_verb_en	quedar_rezagada_verb_es
univocal_adjective_en	unívoco_adjective_es
namesake_noun_en	tocayo_noun_es
podiatry_noun_en	podología_noun_es
numerator_noun_en	numerador_noun_es
chemometrics_noun_en	quimiometría_noun_es
anon_adverb_en	luego_adverb_es
john_the_baptist_propernoun_en	juan_el_bautista_propernoun_es
structuralist_adjective_en	estructuralista_adjective_es
high_court_noun_en	tribunal_supremo_noun_es
wayward_adjective_en	caprichoso_adjective_es
stagnation_noun_en	estancamiento_noun_es
technoenvironmental_adjective_en	tecnoambientale_adjective_es
emigration_noun_en	emigración_noun_es
reduce_verb_en	aminorar_verb_es
deformation_noun_en	deformación_noun_es
needlessly_adverb_en	innecesariamente_adverb_es
paleness_noun_en	palidez_noun_es
dot_the_i's_and_cross_the_t's_verb_en	poner_los_puntos_sobre_las_íes_verb_es
first_and_foremost_adverb_en	en_primer_lugar_adverb_es
show_up_verb_en	aparecer_verb_es
week_in_week_out_adverb_en	continuamente_adverb_es
noun_noun_en	sustantivo_noun_es
horse_riding_noun_en	equitación_noun_es
lint_noun_en	pelusa_noun_es
verifiable_adjective_en	verificable_adjective_es
javier_propernoun_en	javier_propernoun_es
inwards_adverb_en	hacia_adentro_adverb_es
stroke_noun_en	ataque_noun_es
goal_noun_en	objetivo_noun_es
moderate_verb_en	moderar_verb_es
haze_noun_en	calima_noun_es
small_adjective_en	menudo_adjective_es
small_interrogativepronoun_en	menudo_interrogativepronoun_es
monarchist_adjective_en	monárquico_adjective_es
fox_propernoun_en	fox_propernoun_es
monomer_noun_en	monómero_noun_es
screw_noun_en	tornillo_noun_es
tertiary_adjective_en	terciario_adjective_es
lift_noun_en	ascensor_noun_es
diocese_noun_en	diócesis_noun_es
violently_adverb_en	apresivamente_adverb_es
degree_noun_en	título_noun_es
guide_noun_en	guía_noun_es
editorialist_noun_en	editorialista_noun_es
ampere_noun_en	amperio_noun_es
traumatic_adjective_en	traumático_adjective_es
man_city_propernoun_en	manchester_city_propernoun_es
likely_adverb_en	probablemente_adverb_es
devaluate_verb_en	devaluar_verb_es
transparent_adjective_en	transparente_adjective_es
apologia_noun_en	apología_noun_es
hydrological_adjective_en	hidrológico_adjective_es
carnality_noun_en	carnalidad_noun_es
originally_adverb_en	originalmente_adverb_es
defeated_adjective_en	vencido_adjective_es
finally_adverb_en	al_fin_adverb_es
shatter_verb_en	destrozar_verb_es
sorry_adjective_en	triste_adjective_es
pretty_adverb_en	bastante_adverb_es
least_adverb_en	menos_adverb_es
machine_gun_noun_en	ametralladora_noun_es
on_purpose_adverb_en	a_propósito_adverb_es
be_hesitant_verb_en	estar_entre_pinto_y_valdemoro_verb_es
less_than_ever_adverb_en	menos_que_nunca_adverb_es
give_up_smoking_verb_en	dejar_de_fumar_verb_es
mccreedy_propernoun_en	mccreedy_propernoun_es
station_noun_en	emisora_noun_es
fluid_noun_en	fluido_noun_es
rico_propernoun_en	rico_propernoun_es
multimedia_adjective_en	multimedia_adjective_es
veto_noun_en	veto_noun_es
yearning_noun_en	anhelo_noun_es
dive_noun_en	zambullimiento_noun_es
phenotype_noun_en	fenotipo_noun_es
minimise_verb_en	minimizar_verb_es
back_noun_en	espalda_noun_es
unquestionably_adverb_en	indiscutiblemente_adverb_es
athletics_noun_en	atletismo_noun_es
bind_verb_en	trincar_verb_es
penn_propernoun_en	penn_propernoun_es
bolivia_propernoun_en	bolivia_propernoun_es
ministry_responsible_for_public_works_noun_en	ministerio_de_fomento_noun_es
vegetal_adjective_en	vegetal_adjective_es
pledgable_adjective_en	pignorable_adjective_es
eosin_noun_en	eosina_noun_es
round_preposition_en	alrededor_de_preposition_es
almost_as_long_as_subordinatingconjunction_en	casi_tanto_como_subordinatingconjunction_es
hydrography_noun_en	hidrografía_noun_es
last_adjective_en	último_adjective_es
thread_noun_en	rosca_noun_es
poveda_propernoun_en	poveda_propernoun_es
compass_noun_en	brújula_noun_es
abdominal_adjective_en	abdominal_adjective_es
defence_staff_propernoun_en	estado_mayor_de_la_defensa_propernoun_es
concurrently_adverb_en	al_mismo_tiempo_adverb_es
drug_noun_en	fármaco_noun_es
ten_numeral_en	diez_numeral_es
megakaryocyte_noun_en	megacariocito_noun_es
besides_that_adverb_en	además_de_eso_adverb_es
dry_adjective_en	seco_adjective_es
pasqual_propernoun_en	pasqual_propernoun_es
start_noun_en	largada_noun_es
intermediation_noun_en	intermediación_noun_es
check_noun_en	jaque_noun_es
fluorescein_noun_en	fluoresceína_noun_es
burn_verb_en	abrasar_verb_es
increasingly_adverb_en	cada_vez_más_adverb_es
science_association_noun_en	asociación_científica_noun_es
thither_adverb_en	allá_adverb_es
unable_adjective_en	incapaz_adjective_es
ballast_noun_en	lastre_noun_es
clap_noun_en	aplauso_noun_es
schedule_verb_en	planificar_verb_es
postponement_noun_en	aplazamiento_noun_es
abertal_propernoun_en	abertal_propernoun_es
shelf_noun_en	repisa_noun_es
staple_noun_en	grapa_noun_es
decalogue_noun_en	decálogo_noun_es
chorister_noun_en	corista_noun_es
adolescent_noun_en	adolescente_noun_es
inviolability_noun_en	inviolabilidad_noun_es
unarmed_adjective_en	desarmado_adjective_es
ordizia_propernoun_en	ordizia_propernoun_es
frenchman_noun_en	galo_noun_es
attentive_adjective_en	atento_adjective_es
blunt_adjective_en	romo_adjective_es
description_noun_en	descripción_noun_es
cruise_noun_en	crucero_noun_es
slowly_adverb_en	lentamente_adverb_es
mexican_noun_en	mexicano_noun_es
tetartohedral_adjective_en	tetartoédrico_adjective_es
test_noun_en	prueba_noun_es
in_this_regard_subordinatingconjunction_en	al_respecto_subordinatingconjunction_es
frosty_adjective_en	escarchado_adjective_es
membrane_noun_en	membrana_noun_es
dramatisation_noun_en	dramatización_noun_es
angora_noun_en	angora_noun_es
epicurus_propernoun_en	epicuro_propernoun_es
frightful_adjective_en	espantoso_adjective_es
be_deadlocked_verb_en	estar_en_un_punto_muerto_verb_es
pleistocene_propernoun_en	pleistoceno_propernoun_es
become_sleepy_verb_en	adormecerse_verb_es
bergson_propernoun_en	bergson_propernoun_es
donal_propernoun_en	donal_propernoun_es
ticket_agent_noun_en	vendedor_de_pasajes_noun_es
contingency_fund_noun_en	fondo_para_imprevistos_noun_es
single_market_noun_en	mercado_sencillo_noun_es
people's_action_noun_en	acción_popular_noun_es
nightclub_noun_en	cabaret_noun_es
creatively_adverb_en	creativamente_adverb_es
walk_forwards_verb_en	caminar_de_frente_verb_es
ethmoidal_adjective_en	etmoidal_adjective_es
muddy_adjective_en	embarrado_adjective_es
slang_noun_en	argot_noun_es
artificiality_noun_en	artificiosidad_noun_es
prolix_adjective_en	prolijo_adjective_es
crystallise_verb_en	cristalizar_verb_es
burst_into_verb_en	irrumpir_verb_es
hydrographic_adjective_en	hidrográfico_adjective_es
endomorphism_noun_en	endomorfismo_noun_es
theban_adjective_en	tebano_adjective_es
populist_adjective_en	populista_adjective_es
defraud_verb_en	defraudar_verb_es
operation_noun_en	funcionamiento_noun_es
publishing_adjective_en	editorial_adjective_es
bridesmaid_noun_en	dama_de_honor_noun_es
theosophy_noun_en	teosofía_noun_es
disable_verb_en	imposibilitar_verb_es
standoff_noun_en	punto_muerto_noun_es
crash_noun_en	accidente_noun_es
point_verb_en	apuntar_verb_es
lancet_noun_en	lanceta_noun_es
hypophysis_noun_en	hipófisis_noun_es
shrewd_adjective_en	perspicaz_adjective_es
lick_verb_en	lamer_verb_es
qualification_noun_en	cualificación_noun_es
reciprocally_adverb_en	recíprocamente_adverb_es
integral_adjective_en	integrante_adjective_es
shell_verb_en	pelar_verb_es
stabilise_verb_en	estabilizar_verb_es
ancillary_adjective_en	subsidiario_adjective_es
flash_verb_en	centellear_verb_es
scornful_adjective_en	despreciativo_adjective_es
feud_noun_en	contienda_noun_es
verb_noun_en	verbo_noun_es
specialisation_noun_en	especialización_noun_es
notebook_noun_en	libreta_noun_es
a_few_pronoun_en	unos_cuantos_pronoun_es
a_few_determiner_en	unos_cuantos_determiner_es
a_few_pronoun_en	unos_cuantos_pronoun_es
a_few_determiner_en	unos_cuantos_determiner_es
a_few_pronoun_en	unos_cuantos_pronoun_es
a_few_determiner_en	unos_cuantos_determiner_es
a_few_pronoun_en	unos_cuantos_pronoun_es
a_few_determiner_en	unos_cuantos_determiner_es
suspicious_adjective_en	sospechoso_adjective_es
depardieu_propernoun_en	depardieu_propernoun_es
in_good_conscience_adverb_en	con_la_conciencia_tranquila_adverb_es
shrub_noun_en	arbusto_noun_es
enabler_noun_en	posibilitador_noun_es
sodium_noun_en	sodio_noun_es
dedicate_verb_en	dedicar_verb_es
stockholm_propernoun_en	estocolmo_propernoun_es
something_pronoun_en	alguna_cosa_pronoun_es
illegitimate_adjective_en	ilegítimo_adjective_es
primitive_adjective_en	primitivo_adjective_es
neap_tide_noun_en	marea_muerta_noun_es
consistent_adjective_en	compatible_adjective_es
still_have_not_heard_anything_verb_en	seguir_sin_noticias_verb_es
proudly_adverb_en	orgullosamente_adverb_es
anal_adjective_en	anal_adjective_es
clerical_adjective_en	clerical_adjective_es
champagne_noun_en	champaña_noun_es
work_hard_verb_en	trabajar_duro_verb_es
axonometric_adjective_en	axonométrico_adjective_es
audible_adjective_en	audible_adjective_es
area_noun_en	campo_noun_es
south_island_propernoun_en	isla_sur_propernoun_es
go_french_verb_en	afrancesarse_verb_es
above_preposition_en	por_encima_de_preposition_es
extenuating_adjective_en	atenuante_adjective_es
nervous_system_noun_en	sistema_nervioso_noun_es
group_noun_en	grupo_noun_es
row_verb_en	remar_verb_es
affirmation_noun_en	afirmación_noun_es
for_this_reason_adverb_en	por_esta_razón_adverb_es
metacentric_adjective_en	metacéntrico_adjective_es
tile_verb_en	enladrillar_verb_es
film_verb_en	rodar_verb_es
von_neumann_propernoun_en	von_neumann_propernoun_es
catenary_noun_en	catenaria_noun_es
stroke_verb_en	acariciar_verb_es
owner_noun_en	casero_noun_es
contemporary_theatre_noun_en	teatro_coyuntural_noun_es
thug_noun_en	gamberro_noun_es
dimensional_adjective_en	dimensional_adjective_es
perpetuate_verb_en	perpetuar_verb_es
egypt_propernoun_en	egipto_propernoun_es
scale_noun_en	escala_noun_es
listener_noun_en	oyente_noun_es
define_verb_en	definir_verb_es
see_the_joke_verb_en	ver_la_gracia_verb_es
walk_backwards_verb_en	caminar_de_espaldas_verb_es
etcetera_adverb_en	etcétera_adverb_es
verbosity_noun_en	verbosidad_noun_es
be_time_for_action_verb_en	ser_hora_de_pasar_a_la_acción_verb_es
duty_noun_en	deber_noun_es
liver_noun_en	hígado_noun_es
ductility_noun_en	ductilidad_noun_es
o'mahony_propernoun_en	o'mahony_propernoun_es
tarragon_noun_en	estragón_noun_es
constitutional_right_noun_en	derecho_constitucional_noun_es
ozone_depletion_noun_en	agotamiento_del_ozono_noun_es
fish_paste_noun_en	paté_de_pescado_noun_es
lane_noun_en	carril_noun_es
squat_noun_en	sentadilla_noun_es
guadalajara_propernoun_en	guadalajara_propernoun_es
make_angry_verb_en	enfadarse_verb_es
definable_adjective_en	definible_adjective_es
from_bad_to_worse_adverb_en	de_mal_en_peor_adverb_es
marsupium_noun_en	marsupio_noun_es
unaware_adjective_en	inconsciente_adjective_es
resolve_verb_en	resolver_verb_es
whisper_noun_en	murmullo_noun_es
toothless_adjective_en	sin_dientes_adjective_es
compilation_noun_en	recopilación_noun_es
vase_noun_en	jarro_noun_es
explanation_noun_en	explicación_noun_es
shavedly_adverb_en	afeitadamente_adverb_es
push_verb_en	empujar_verb_es
after_subordinatingconjunction_en	después_de_que_subordinatingconjunction_es
decoration_noun_en	decoración_noun_es
vegan_adjective_en	vegano_adjective_es
strategist_noun_en	estratega_noun_es
under_oath_adverb_en	bajo_juramento_adverb_es
chinook_propernoun_en	chinook_propernoun_es
move_away_verb_en	alejarse_verb_es
full-face_photo_noun_en	foto_de_frente_noun_es
knife_thrower_noun_en	lanzador_de_cuchillos_noun_es
successive_adjective_en	sucesivo_adjective_es
inconvenient_adjective_en	inconveniente_adjective_es
deception_noun_en	engaño_noun_es
firewood_noun_en	leña_noun_es
distressed_adjective_en	angustiado_adjective_es
have_to_modal_en	haber_de_modal_es
here_adverb_en	aquí_adverb_es
antidepressant_adjective_en	antidepresivo_adjective_es
handlebar_noun_en	manillar_noun_es
box_noun_en	casilla_noun_es
plastid_noun_en	plasto_noun_es
greek_noun_en	griego_noun_es
launch_verb_en	arrojar_verb_es
chatterley_propernoun_en	chatterley_propernoun_es
send_in_verb_en	enviar_verb_es
basal_adjective_en	basal_adjective_es
thank_you_very_much_interjection_en	muchas_gracias_interjection_es
get_anxious_about_verb_en	angustiarse_por_verb_es
drill_verb_en	perforar_verb_es
make_impossible_verb_en	hacer_imposible_verb_es
note_noun_en	nota_noun_es
workday_noun_en	día_de_trabajo_noun_es
underwear_noun_en	ropa_interior_noun_es
crumple_verb_en	ajar_verb_es
now_and_again_adverb_en	de_vez_en_cuando_adverb_es
some_pronoun_en	uno_pronoun_es
some_determiner_en	uno_determiner_es
some_demonstrativepronoun_en	uno_demonstrativepronoun_es
some_pronoun_en	uno_pronoun_es
some_determiner_en	uno_determiner_es
some_demonstrativepronoun_en	uno_demonstrativepronoun_es
push_verb_en	pulsar_verb_es
particular_enthusiasm_noun_en	especial_entusiasmo_noun_es
fully_adverb_en	colmadamente_adverb_es
blindly_adverb_en	a_ciegas_adverb_es
gate_noun_en	portón_noun_es
lucas_propernoun_en	lucas_propernoun_es
prat_propernoun_en	prat_propernoun_es
adapt_verb_en	amoldarse_verb_es
couple_noun_en	par_noun_es
perspectivism_noun_en	perspectivismo_noun_es
the_one_pronoun_en	el_pronoun_es
the_one_determiner_en	el_determiner_es
montilla_propernoun_en	montilla_propernoun_es
millionaire_noun_en	millonario_noun_es
bring_down_verb_en	bajar_verb_es
dividend_noun_en	dividendo_noun_es
plot_noun_en	trama_noun_es
cytological_adjective_en	citológico_adjective_es
idealist_noun_en	idealista_noun_es
boundless_energy_noun_en	fondo_de_energías_noun_es
dependent_adjective_en	dependiente_adjective_es
plasmodium_noun_en	plasmodio_noun_es
somehow_adverb_en	de_alguna_manera_adverb_es
physiocracy_noun_en	fisiocracia_noun_es
diagonal_adjective_en	diagonal_adjective_es
pick_up_verb_en	coger_verb_es
cathetometer_noun_en	catetómetro_noun_es
lebanon_propernoun_en	líbano_propernoun_es
blood_adjective_en	sanguíneo_adjective_es
dexter_adjective_en	diestro_adjective_es
vitelline_adjective_en	vitelino_adjective_es
field_noun_en	cancha_noun_es
outside_adverb_en	fuera_adverb_es
tessitura_noun_en	tesitura_noun_es
titularity_noun_en	titularidad_noun_es
prepositional_adjective_en	preposicional_adjective_es
set_verb_en	poner_verb_es
misunderstand_verb_en	entender_mal_verb_es
eventually_adverb_en	finalmente_adverb_es
first_of_all_adverb_en	ante_todo_adverb_es
reflection_noun_en	reflejo_noun_es
table_noun_en	tabla_noun_es
rhapsodist_noun_en	rapsoda_noun_es
next_summer_adverb_en	el_próximo_verano_adverb_es
thermometer_noun_en	termómetro_noun_es
transnational_adjective_en	transnacional_adjective_es
pontifex_noun_en	pontífice_noun_es
councillor_noun_en	regidor_noun_es
but_coordinatingconjunction_en	mas_coordinatingconjunction_es
copartnership_noun_en	coparticipación_noun_es
first_and_last_adverb_en	primera_y_última_adverb_es
electronegativity_noun_en	electronegatividad_noun_es
blackthorn_noun_en	endrino_noun_es
lipoma_noun_en	lipoma_noun_es
misty-eyed_adjective_en	de_ojos_llorosos_adjective_es
venezuela_propernoun_en	venezuela_propernoun_es
specially_adverb_en	especialmente_adverb_es
nagel_propernoun_en	nagel_propernoun_es
musical_adjective_en	musical_adjective_es
matutinal_adjective_en	matutino_adjective_es
pot_noun_en	maceta_noun_es
interview_verb_en	entrevistar_verb_es
modelling_noun_en	modelaje_noun_es
approve_verb_en	aprobar_verb_es
harm_verb_en	hacer_daño_verb_es
musician_noun_en	músico_noun_es
doll_noun_en	muñeco_noun_es
test_verb_en	probar_verb_es
cavalry_noun_en	caballería_noun_es
federalistic_adjective_en	federalista_adjective_es
left_behind_adjective_en	rezagado_adjective_es
below_adverb_en	abajo_adverb_es
find_out_verb_en	descubrir_verb_es
suborder_noun_en	suborden_noun_es
salesman_noun_en	ejecutivo_de_ventas_noun_es
erupt_verb_en	entrar_en_erupción_verb_es
militarily_adverb_en	militarmente_adverb_es
metachromatic_adjective_en	metacromático_adjective_es
prostitute_verb_en	prostituir_verb_es
dynamically_adverb_en	dinámicamente_adverb_es
collapsible_adjective_en	plegable_adjective_es
dispute_noun_en	diferendo_noun_es
anthracite_noun_en	antracita_noun_es
embrasure_noun_en	tronera_noun_es
riveiro_propernoun_en	riveiro_propernoun_es
rwanda_propernoun_en	ruanda_propernoun_es
bellacicco_propernoun_en	bellacicco_propernoun_es
transmissive_adjective_en	transmisor_adjective_es
beardless_adjective_en	barbilampiño_adjective_es
rescue_noun_en	salvamento_noun_es
southward_adverb_en	hacia_el_sur_adverb_es
authority_noun_en	autoridad_noun_es
third_noun_en	tercio_noun_es
careless_adjective_en	inadvertido_adjective_es
llorente_propernoun_en	llorente_propernoun_es
shantytown_noun_en	barriada_noun_es
o'kelly_propernoun_en	o'kelly_propernoun_es
twice_a_month_adverb_en	dos_veces_al_mes_adverb_es
outrageous_adjective_en	indignante_adjective_es
okay_interjection_en	vale_interjection_es
domesticated_adjective_en	domesticado_adjective_es
half_brother_noun_en	medio_hermano_noun_es
anti-inflammatory_noun_en	antiinflamatorio_noun_es
scoop_noun_en	primicia_informativa_noun_es
on_purpose_adverb_en	expresamente_adverb_es
incompleteness_noun_en	incompletud_noun_es
gracious_adjective_en	gentil_adjective_es
get_to_the_bottom_of_the_matter_verb_en	llegar_al_fondo_de_la_cuestión_verb_es
minuend_noun_en	minuendo_noun_es
centre_for_industrial_technology_development_propernoun_en	centro_para_el_desarrollo_tecnológico_industrial_propernoun_es
abdicate_verb_en	abdicar_verb_es
endoderm_noun_en	endoderma_noun_es
enclosure_noun_en	recinto_noun_es
martinique_propernoun_en	martinica_propernoun_es
estuary_noun_en	estuario_noun_es
outside_noun_en	exterior_noun_es
key-pad_noun_en	teclado_numérico_noun_es
candidate_for_the_presidency_noun_en	candidato_a_la_presidencia_noun_es
epigraphy_noun_en	epigrafía_noun_es
tectonics_noun_en	tectónica_noun_es
dressing_noun_en	apósito_noun_es
email_noun_en	correo_electrónico_noun_es
hamstring_noun_en	ligamento_de_la_corva_noun_es
purple_noun_en	púrpura_noun_es
narrowly_adverb_en	por_poco_adverb_es
closely_adverb_en	estrechamente_adverb_es
belgrade_propernoun_en	belgrado_propernoun_es
bandit_noun_en	bandido_noun_es
choreographic_adjective_en	coreográfico_adjective_es
portray_verb_en	retratar_verb_es
firstly_adverb_en	en_primer_lugar_adverb_es
what_the_fuck_pronoun_en	qué_cojones_pronoun_es
what_the_fuck_interrogativepronoun_en	qué_cojones_interrogativepronoun_es
intensify_verb_en	intensificar_verb_es
superb_adjective_en	magnífico_adjective_es
forceps_noun_en	fórceps_noun_es
congregation_noun_en	fieles_noun_es
antioxidant_noun_en	antioxidante_noun_es
ectoderm_noun_en	ectoderma_noun_es
fusion_noun_en	fusión_noun_es
raggedly_adverb_en	andrajosamente_adverb_es
binding_noun_en	encuadernación_noun_es
potable_adjective_en	potable_adjective_es
von_weiszäcker_propernoun_en	von_weiszäcker_propernoun_es
scarcely_adverb_en	difícilmente_adverb_es
in_the_weeks_to_come_adverb_en	en_las_próximas_semanas_adverb_es
flat_noun_en	piso_noun_es
revisionism_noun_en	revisionismo_noun_es
segovia_propernoun_en	segovia_propernoun_es
abando_propernoun_en	abando_propernoun_es
typification_noun_en	tipificación_noun_es
donibane_propernoun_en	donibane_propernoun_es
tonne_noun_en	tonelada_noun_es
stupor_noun_en	estupor_noun_es
caricature_verb_en	caricaturizar_verb_es
bonaparte_propernoun_en	bonaparte_propernoun_es
ak47_propernoun_en	ak47_propernoun_es
restlessness_noun_en	inquietud_noun_es
join_verb_en	unir_verb_es
president_of_the_basque_country_noun_en	lehendakari_noun_es
principal_adjective_en	principal_adjective_es
poem_noun_en	poema_noun_es
abuse_verb_en	insultar_verb_es
harp_noun_en	garra_noun_es
analogous_adjective_en	análogo_adjective_es
motoring_noun_en	automovilismo_noun_es
where_appropriate_adverb_en	cuando_proceda_adverb_es
observatory_noun_en	observatorio_noun_es
totalitarian_adjective_en	totalitario_adjective_es
vicinity_noun_en	proximidad_noun_es
collage_noun_en	collage_noun_es
heatedly_adverb_en	acaloradamente_adverb_es
brimstone_noun_en	azufre_noun_es
ammonium_noun_en	amonio_noun_es
moral_noun_en	moraleja_noun_es
manage_verb_en	gestionar_verb_es
casually_adverb_en	casualmente_adverb_es
sweden_propernoun_en	suecia_propernoun_es
change_verb_en	trocar_verb_es
riot_noun_en	motín_noun_es
hide_noun_en	escondrijo_noun_es
flag_of_riveira_city_propernoun_en	bandeira_cidade_riveira_propernoun_es
frankfurt_propernoun_en	fráncfort_propernoun_es
valence_noun_en	valencia_noun_es
paraboloid_noun_en	paraboloide_noun_es
anglican_adjective_en	anglicano_adjective_es
teacher_noun_en	profesor_noun_es
shadow_noun_en	sombra_noun_es
exodus_noun_en	éxodo_noun_es
each_time_adverb_en	cada_vez_adverb_es
take_off_verb_en	sacar_verb_es
vacancy_noun_en	vacante_noun_es
deputy_mayor_noun_en	teniente_de_alcalde_noun_es
indemnify_verb_en	indemnizar_verb_es
consistently_adverb_en	consecuentemente_adverb_es
nickel_noun_en	níquel_noun_es
ceseden_propernoun_en	ceseden_propernoun_es
backpacker_noun_en	mochilero_noun_es
tetrahedral_adjective_en	tetraédrico_adjective_es
darwinism_noun_en	darwinismo_noun_es
consul_noun_en	cónsul_noun_es
only_adjective_en	único_adjective_es
loaded_adjective_en	cargado_adjective_es
quota_noun_en	cuota_noun_es
gang_noun_en	pandilla_noun_es
condominium_noun_en	condominio_noun_es
grasp_verb_en	coger_verb_es
equidirectional_adjective_en	equidireccional_adjective_es
eat_verb_en	comer_verb_es
ruby_noun_en	rubí_noun_es
sepsis_noun_en	sepsis_noun_es
road_noun_en	carretera_noun_es
william_tell_propernoun_en	guillermo_tell_propernoun_es
north_atlantic_treaty_organization_propernoun_en	organización_del_tratado_del_atlántico_norte_propernoun_es
other_determiner_en	otro_determiner_es
melodramatic_adjective_en	melodramático_adjective_es
adorn_verb_en	adornar_verb_es
considerable_adjective_en	considerable_adjective_es
of_note_adjective_en	importante_adjective_es
choreography_noun_en	coreografía_noun_es
bavarian_adjective_en	bávaro_adjective_es
lithosphere_noun_en	litosfera_noun_es
fetid_adjective_en	fétido_adjective_es
infirmary_noun_en	enfermería_noun_es
hear_verb_en	oír_verb_es
spermatocyte_noun_en	espermatocito_noun_es
cavendish_propernoun_en	cavendish_propernoun_es
ransom_noun_en	rescate_noun_es
