decano_noun_es	doyen_noun_fr
extensión_noun_es	étendue_noun_fr
resistente_adjective_es	résistant_adjective_fr
ya-que_subordinatingconjunction_es	du-fait-que_subordinatingconjunction_fr
goloso_adjective_es	gourmand_adjective_fr
dígito-de-control_noun_es	chiffre-de-contrôle_noun_fr
escudero_noun_es	écuyer_noun_fr
trintxerpe_propernoun_es	trintxerpe_propernoun_fr
sinisterra_propernoun_es	sinisterra_propernoun_fr
levantar_verb_es	dresser_verb_fr
incultura_noun_es	inculture_noun_fr
tranquilidad_noun_es	tranquillité_noun_fr
acad_noun_es	acad_noun_fr
proceso_noun_es	procès_noun_fr
pirineos_propernoun_es	pyrénées_propernoun_fr
anzéré_propernoun_es	anzéré_propernoun_fr
chamartín_propernoun_es	chamartín_propernoun_fr
prácticamente_adverb_es	pratiquement_adverb_fr
señalar_verb_es	flécher_verb_fr
irremediable_adjective_es	irrémédiable_adjective_fr
nene_noun_es	enfant_noun_fr
rumor_noun_es	rumeur_noun_fr
preservar_verb_es	préserver_verb_fr
cultivar_verb_es	cultiver_verb_fr
tiempo_noun_es	temps_noun_fr
huchon_propernoun_es	huchon_propernoun_fr
marciano_noun_es	martien_noun_fr
kurdo_adjective_es	kurde_adjective_fr
amargura_noun_es	amertume_noun_fr
hidalgo_propernoun_es	hidalgo_propernoun_fr
arkaitz_propernoun_es	arkaitz_propernoun_fr
molotov_propernoun_es	molotov_propernoun_fr
arroyo_noun_es	ruisseau_noun_fr
estropada_noun_es	régate_noun_fr
heroico_adjective_es	héroïque_adjective_fr
apariencia_noun_es	apparence_noun_fr
pristina_propernoun_es	pristina_propernoun_fr
thierry_propernoun_es	thierry_propernoun_fr
alud_noun_es	avalanche_noun_fr
cuaderna_noun_es	membrure_noun_fr
urumea_propernoun_es	urumea_propernoun_fr
niermann_propernoun_es	niermann_propernoun_fr
plasmado_adjective_es	reflété_adjective_fr
gabilondo_propernoun_es	gabilondo_propernoun_fr
martirio_noun_es	martyre_noun_fr
crespo_propernoun_es	crespo_propernoun_fr
caricaturizar_verb_es	caricaturer_verb_fr
tormenta_noun_es	tempête_noun_fr
complejo_noun_es	complexe_noun_fr
susceptibilidad_noun_es	susceptibilité_noun_fr
vilallonga_propernoun_es	villalonga_propernoun_fr
en-caso-de-que_subordinatingconjunction_es	dans-le-cas-où_subordinatingconjunction_fr
veterano_noun_es	vétéran_noun_fr
suma_noun_es	somme_noun_fr
fuera_adverb_es	hors_adverb_fr
yolanda_propernoun_es	yolanda_propernoun_fr
cruce_noun_es	croisement_noun_fr
carlos-martel_propernoun_es	charles-martel_propernoun_fr
myanma_propernoun_es	birmanie_propernoun_fr
eclesiástico_adjective_es	ecclésiastique_adjective_fr
plataforma_noun_es	plate-forme_noun_fr
exponer_verb_es	étalager_verb_fr
malinas_propernoun_es	malines_propernoun_fr
inocencia_noun_es	innocence_noun_fr
olofsson_propernoun_es	olofsson_propernoun_fr
dicción_noun_es	diction_noun_fr
volumen_noun_es	volume_noun_fr
agrario_adjective_es	agraire_adjective_fr
socialista_adjective_es	socialiste_adjective_fr
alcaide_noun_es	gouverneur_noun_fr
irastorza_propernoun_es	irastorza_propernoun_fr
restablecer_verb_es	rétablir_verb_fr
bretón_adjective_es	breton_adjective_fr
alba_noun_es	aube_noun_fr
maquinar_verb_es	machiner_verb_fr
boulogne_propernoun_es	boulogne_propernoun_fr
atrayente_adjective_es	attrayant_adjective_fr
cesar_verb_es	cesser_verb_fr
reivindicar_verb_es	revendiquer_verb_fr
mohammad_propernoun_es	mohammad_propernoun_fr
gti_noun_es	gti_noun_fr
presidencia_noun_es	présidence_noun_fr
nada-como-eso_adverb_es	rien-de-tel_adverb_fr
ardenas_propernoun_es	ardennes_propernoun_fr
deux-sèvres_propernoun_es	deux-sèvres_propernoun_fr
nagorno-karabaj_propernoun_es	nagorno-karabagh_propernoun_fr
izortz_propernoun_es	izortz_propernoun_fr
fundar_verb_es	fonder_verb_fr
cardiff_propernoun_es	cardiff_propernoun_fr
absurdo_adjective_es	absurde_adjective_fr
ustacha_propernoun_es	oustacha_propernoun_fr
hacer-un-reintegro_verb_es	faire-un-remboursement_verb_fr
devolver-la-pelota_verb_es	renvoyer-la-balle_verb_fr
armónico_adjective_es	harmonieux_adjective_fr
itunes_propernoun_es	itunes_propernoun_fr
americano_adjective_es	américain_adjective_fr
aldrove_propernoun_es	aldrove_propernoun_fr
curar_verb_es	soigner_verb_fr
cuidador_noun_es	gardien_noun_fr
favorablemente_adverb_es	favorablement_adverb_fr
esk_noun_es	convergence-des-syndicats-de-gauche_noun_fr
rumsfeld_propernoun_es	rumsfeld_propernoun_fr
bujara_propernoun_es	boukhara_propernoun_fr
humorista_noun_es	humoriste_noun_fr
bachillerato_noun_es	baccalauréat_noun_fr
dione_propernoun_es	dioné_propernoun_fr
interlingua_noun_es	interlingua_noun_fr
residir_verb_es	résider_verb_fr
palomares_propernoun_es	palomares_propernoun_fr
dirigir_verb_es	diriger_verb_fr
abia_propernoun_es	abia_propernoun_fr
sagrera_propernoun_es	sagrera_propernoun_fr
diplomacia_noun_es	diplomatie_noun_fr
oriente-próximo_propernoun_es	proche-orient_propernoun_fr
gallina_noun_es	poule_noun_fr
dudoso_adjective_es	douteux_adjective_fr
ramificación_noun_es	ramification_noun_fr
funerario_adjective_es	funéraire_adjective_fr
a-favor_adverb_es	en-faveur_adverb_fr
registro_noun_es	registre_noun_fr
jimmy_propernoun_es	jimmy_propernoun_fr
matinal_adjective_es	matinal_adjective_fr
florent_propernoun_es	florent_propernoun_fr
alfred-moisiu_propernoun_es	alfred-moisiu_propernoun_fr
lo_pronoun_es	le_pronoun_fr
lo_determiner_es	le_determiner_fr
solidays_propernoun_es	solidays_propernoun_fr
extender_verb_es	étendre_verb_fr
quimera_noun_es	chimère_noun_fr
ordenado_adjective_es	rangé_adjective_fr
madrazo_propernoun_es	madrazo_propernoun_fr
cuarenta-y-uno_pronoun_es	quarante-et-un_pronoun_fr
cuarenta-y-uno_determiner_es	quarante-et-un_determiner_fr
windsor_propernoun_es	windsor_propernoun_fr
internacionalmente_adverb_es	internationalement_adverb_fr
ourense_propernoun_es	ourense_propernoun_fr
coca-cola_propernoun_es	coca-cola_propernoun_fr
guerras-balcánicas_propernoun_es	guerres-balkaniques_propernoun_fr
pelo_noun_es	poil_noun_fr
década_noun_es	décade_noun_fr
brújula_noun_es	boussole_noun_fr
abadiano_propernoun_es	abadiño_propernoun_fr
iraola_propernoun_es	iraola_propernoun_fr
presentar_verb_es	présenter_verb_fr
alimentación_noun_es	alimentation_noun_fr
teletexto_noun_es	télétexte_noun_fr
institución_noun_es	institution_noun_fr
privas_propernoun_es	privas_propernoun_fr
desempleado_noun_es	chômeur_noun_fr
llobregat_propernoun_es	llobregat_propernoun_fr
fénix_propernoun_es	phénix_propernoun_fr
bahrein_propernoun_es	bahreïn_propernoun_fr
recto_adverb_es	droit_adverb_fr
circular_adjective_es	circulaire_adjective_fr
excepto_preposition_es	à-l'exception-de_preposition_fr
john-fredrik-reinfeldt_propernoun_es	john-fredrik-reinfeldt_propernoun_fr
activo-fijo_noun_es	actif-fixe_noun_fr
lector_noun_es	lecteur_noun_fr
eider_propernoun_es	eider_propernoun_fr
elia_propernoun_es	elia_propernoun_fr
espina_noun_es	épine_noun_fr
escuadra_noun_es	équerre_noun_fr
lev-davidovich-bronstein_propernoun_es	lev-davidovitch-bronstein_propernoun_fr
intemporalidad_noun_es	intemporalité_noun_fr
aparente_adjective_es	apparent_adjective_fr
arzobispo_noun_es	archevêque_noun_fr
port-aux-français_propernoun_es	port-aux-français_propernoun_fr
base-imponible_noun_es	base-d'imposition_noun_fr
reprobación_noun_es	réprobation_noun_fr
marroquí_adjective_es	marocain_adjective_fr
karen_propernoun_es	karen_propernoun_fr
buscar_verb_es	chercher-à_verb_fr
dardanelos_propernoun_es	dardanelles_propernoun_fr
zoológico_noun_es	zoologique_noun_fr
cohen_propernoun_es	cohen_propernoun_fr
boga_noun_es	rameur_noun_fr
ser-moco-de-pavo_verb_es	être-de-la-petite-bière_verb_fr
voz-y-voto_noun_es	voix-délibérative_noun_fr
completo_adjective_es	complet_adjective_fr
autogobierno_noun_es	self-government_noun_fr
dahiatsu_propernoun_es	dahiatsu_propernoun_fr
swazilandia_propernoun_es	swaziland_propernoun_fr
inasmet_propernoun_es	inasmet_propernoun_fr
macro_noun_es	macro_noun_fr
said_propernoun_es	said_propernoun_fr
informar_verb_es	rapporter_verb_fr
armenia_propernoun_es	armenia_propernoun_fr
excepcional_adjective_es	exceptionnel_adjective_fr
poseer_verb_es	posséder_verb_fr
tardagila_propernoun_es	tardagila_propernoun_fr
victoria_noun_es	victoire_noun_fr
oise_propernoun_es	oise_propernoun_fr
stock_noun_es	stock_noun_fr
azorín_propernoun_es	azorín_propernoun_fr
amar_verb_es	aimer_verb_fr
semejante_adjective_es	semblable_adjective_fr
formar-parte_verb_es	faire-partie_verb_fr
louvre_propernoun_es	louvre_propernoun_fr
atar_verb_es	attacher_verb_fr
estrecho_noun_es	détroit_noun_fr
esmeralda_propernoun_es	esmeralda_propernoun_fr
revisión_noun_es	révision_noun_fr
gagarin_propernoun_es	gagarine_propernoun_fr
kauta_propernoun_es	kauta_propernoun_fr
antirradar_adjective_es	antiradar_adjective_fr
referenciado_adjective_es	indexé_adjective_fr
el-diario-montañés_propernoun_es	el-diario-montañés_propernoun_fr
hergé_propernoun_es	hergé_propernoun_fr
paralelo_noun_es	parallèle_noun_fr
iberdrola_propernoun_es	iberdrola_propernoun_fr
millonario_adjective_es	millionnaire_adjective_fr
ganar-por-la-mano_verb_es	damer-le-pion_verb_fr
gastos-de-personal_noun_es	frais-de-personnel_noun_fr
profesionalidad_noun_es	professionnalisme_noun_fr
copiar_verb_es	copier_verb_fr
illes-balears_propernoun_es	îles-baléares_propernoun_fr
borrell_propernoun_es	borrell_propernoun_fr
ppi_noun_es	ppi_noun_fr
a-medida-que_subordinatingconjunction_es	à-mesure-que_subordinatingconjunction_fr
bild_propernoun_es	bild_propernoun_fr
natalidad_noun_es	natalité_noun_fr
y-con-razón_adverb_es	et-pour-cause_adverb_fr
a-raya_adverb_es	en-respect_adverb_fr
grégory_propernoun_es	grégory_propernoun_fr
milà_propernoun_es	milà_propernoun_fr
salir-disparado_verb_es	démarrer-en-flèche_verb_fr
nada-que-ver_noun_es	rien-à-voir_noun_fr
juntar_verb_es	joindre_verb_fr
lumix_propernoun_es	lumix_propernoun_fr
socio-económico_adjective_es	socio-économique_adjective_fr
sabio_noun_es	savant_noun_fr
guía_noun_es	guide_noun_fr
infinitamente_adverb_es	infiniment_adverb_fr
averiguar_verb_es	découvrir_verb_fr
afianzamiento_noun_es	affermissement_noun_fr
hematocrito_noun_es	hématocrite_noun_fr
aglif_propernoun_es	aglif_propernoun_fr
planificación_noun_es	planification_noun_fr
guardameta_noun_es	gardien-de-but_noun_fr
xix_adjective_es	xixème_adjective_fr
ppda_propernoun_es	ppda_propernoun_fr
martinica_propernoun_es	martinique_propernoun_fr
aid_noun_es	aid_noun_fr
aclamar_verb_es	acclamer_verb_fr
eludir_verb_es	éluder_verb_fr
microempresa_noun_es	microentreprise_noun_fr
aniko_propernoun_es	aniko_propernoun_fr
moises_propernoun_es	moises_propernoun_fr
cerdanyola-del-vallès_propernoun_es	cerdanyola-del-vallès_propernoun_fr
restricción_noun_es	restriction_noun_fr
boleto-de-sorteo_noun_es	billet-de-tirage_noun_fr
cesto_noun_es	corbeille_noun_fr
islas-de-los-amigos_propernoun_es	ìles-des-amis_propernoun_fr
trimestre_noun_es	trimestre_noun_fr
leitza_propernoun_es	leitza_propernoun_fr
anca_noun_es	anca_noun_fr
ligeramente_adverb_es	légèrement_adverb_fr
armisticio_noun_es	armistice_noun_fr
mutriku_propernoun_es	mutriku_propernoun_fr
infinidad_noun_es	infinité_noun_fr
artificialmente_adverb_es	artificiellement_adverb_fr
ejecutivo_noun_es	exécutif_noun_fr
a-corto-plazo_adverb_es	à-court-terme_adverb_fr
ramal_noun_es	embranchement_noun_fr
mucho-mejor_adverb_es	beaucoup-mieux_adverb_fr
escudo_noun_es	bouclier_noun_fr
puerta_noun_es	porte_noun_fr
berlín_propernoun_es	berlin_propernoun_fr
champán_noun_es	champagne_noun_fr
gas_noun_es	gaz_noun_fr
concretamente_adverb_es	concrètement_adverb_fr
médicis_propernoun_es	médicis_propernoun_fr
skrela_propernoun_es	skrela_propernoun_fr
recurso_noun_es	ressource_noun_fr
isla-de-francia_propernoun_es	île-de-france_propernoun_fr
folleto-informativo_noun_es	brochure-d'information_noun_fr
moratoria_noun_es	moratoire_noun_fr
burgaña_propernoun_es	burgaña_propernoun_fr
caballer_propernoun_es	caballer_propernoun_fr
percusión_noun_es	percussion_noun_fr
tasar_verb_es	estimer_verb_fr
solvencia_noun_es	solvabilité_noun_fr
abrazar_verb_es	embrasser_verb_fr
cotilleo_noun_es	commérage_noun_fr
vástago_noun_es	rejeton_noun_fr
aerosmith_propernoun_es	aerosmith_propernoun_fr
abarca_propernoun_es	abarca_propernoun_fr
londres_propernoun_es	londres_propernoun_fr
marcotegui_propernoun_es	marcotegui_propernoun_fr
théo_propernoun_es	théo_propernoun_fr
estadísticas_noun_es	stats_noun_fr
garaizar_propernoun_es	garaizar_propernoun_fr
pentagrama_noun_es	portée_noun_fr
consumir_verb_es	consommer_verb_fr
tope_noun_es	limite_noun_fr
viento-de-cola_noun_es	vent-arrière_noun_fr
canovas_propernoun_es	canovas_propernoun_fr
roland_propernoun_es	roland_propernoun_fr
sony_propernoun_es	sony_propernoun_fr
aparentar_verb_es	faire-semblant-de_verb_fr
rafael-sanzio_propernoun_es	raffaello-sanzio_propernoun_fr
ingrediente_noun_es	ingrédient_noun_fr
cincuenta-y-nueve_numeral_es	cinquante-neuf_numeral_fr
consorcio_noun_es	consortium_noun_fr
rouen_propernoun_es	rouen_propernoun_fr
reparto_noun_es	répartition_noun_fr
coalición_noun_es	coalition_noun_fr
diferenciar_verb_es	différencier_verb_fr
noveno_adjective_es	neuvième_adjective_fr
polichinela_noun_es	polichinelle_noun_fr
violencia-callejera_noun_es	violence-de-rue_noun_fr
aut_noun_es	aut_noun_fr
longyearbyen_propernoun_es	longyearbyen_propernoun_fr
hondo_adjective_es	profond_adjective_fr
para-su-bastanteo_subordinatingconjunction_es	pour-sa-vérification_subordinatingconjunction_fr
sandoval_propernoun_es	sandoval_propernoun_fr
agradable_adjective_es	plaisant_adjective_fr
campsa_propernoun_es	campsa_propernoun_fr
compensación_noun_es	compensation_noun_fr
convenciones-de-ginebra_propernoun_es	conventions-de-genève_propernoun_fr
interiormente_adverb_es	intérieurement_adverb_fr
difamación_noun_es	diffamation_noun_fr
cohesión_noun_es	cohésion_noun_fr
despertar_verb_es	réveiller_verb_fr
al-finalizar_preposition_es	en-finissant_preposition_fr
bailar-al-son-que-tocan_verb_es	hurler-avec-les-loups_verb_fr
competencia_noun_es	compétence_noun_fr
capital-amortizado_noun_es	capital-amorti_noun_fr
the-banker_propernoun_es	the-banker_propernoun_fr
zona-industrial_noun_es	zone-industrielle_noun_fr
subvencionar_verb_es	subventionner_verb_fr
astuto_adjective_es	malin_adjective_fr
codaste_noun_es	étambot_noun_fr
según_subordinatingconjunction_es	suivant-que_subordinatingconjunction_fr
pinilla_propernoun_es	pinilla_propernoun_fr
hassan_propernoun_es	hassan_propernoun_fr
digne-les-bains_propernoun_es	digne-les-bains_propernoun_fr
amenabar_propernoun_es	amenabar_propernoun_fr
torreblanca_propernoun_es	torreblanca_propernoun_fr
ourense_propernoun_es	orense_propernoun_fr
osasunista_adjective_es	osasuniste_adjective_fr
ausente_adjective_es	absent_adjective_fr
anjel_propernoun_es	anjel_propernoun_fr
galán_propernoun_es	galán_propernoun_fr
chernenko_propernoun_es	tchernenko_propernoun_fr
drôme_propernoun_es	drôme_propernoun_fr
zapeo_noun_es	zapping_noun_fr
aché_noun_es	aché_noun_fr
póstumo_adjective_es	posthume_adjective_fr
société-générale_propernoun_es	société-générale_propernoun_fr
collado_propernoun_es	collado_propernoun_fr
helicóptero_noun_es	hélicoptère_noun_fr
teresa-de-calcuta_propernoun_es	mère-teresa_propernoun_fr
multilingüismo_noun_es	multilinguisme_noun_fr
ordenamiento_noun_es	ordonnance_noun_fr
yan_propernoun_es	yan_propernoun_fr
ciaboga_noun_es	virement-de-bord_noun_fr
suramérica_propernoun_es	amérique-du-sud_propernoun_fr
palmo_noun_es	empan_noun_fr
ubicar_verb_es	placer_verb_fr
a-lo-largo-y-a-lo-ancho_adverb_es	en-long-et-en-large_adverb_fr
voluntad_noun_es	volonté_noun_fr
alocado_adjective_es	étourdi_adjective_fr
oportunista_adjective_es	opportuniste_adjective_fr
patetismo_noun_es	pathétisme_noun_fr
virus_noun_es	virus_noun_fr
fémina_noun_es	femme_noun_fr
arequipa_propernoun_es	arequipa_propernoun_fr
decidir_verb_es	décider_verb_fr
letargo_noun_es	léthargie_noun_fr
micra_propernoun_es	micra_propernoun_fr
tesis_noun_es	thèse_noun_fr
verbalmente_adverb_es	verbalement_adverb_fr
origen_noun_es	origine_noun_fr
largometraje_noun_es	long-métrage_noun_fr
idiota_noun_es	idiot_noun_fr
apaolaza_propernoun_es	apaolaza_propernoun_fr
de-larga-duración_adverb_es	de-longue-haleine_adverb_fr
inaceptable_adjective_es	inacceptable_adjective_fr
merienda_noun_es	goûter_noun_fr
wilkinson_propernoun_es	wilkinson_propernoun_fr
a-la-fuerza_adverb_es	de-force_adverb_fr
cervecería_noun_es	brasserie_noun_fr
barco_noun_es	bateau_noun_fr
hawái_propernoun_es	hawaii_propernoun_fr
ampliación_noun_es	acroissement_noun_fr
democratización_noun_es	démocratisation_noun_fr
esperanza-aguirre_propernoun_es	esperanza-aguirre_propernoun_fr
amortajar_verb_es	ensevelir_verb_fr
foro_noun_es	forum_noun_fr
urkullu_propernoun_es	urkullu_propernoun_fr
wisconsin_propernoun_es	wisconsin_propernoun_fr
negocio_noun_es	affaire_noun_fr
filántropo_noun_es	philanthrope_noun_fr
kessler_propernoun_es	kessler_propernoun_fr
sólo_adverb_es	seulement_adverb_fr
reminiscencia_noun_es	réminiscence_noun_fr
futalognkosaurus_propernoun_es	futalognkosaurus_propernoun_fr
sgae_noun_es	sgae_noun_fr
duque-de-edimburgo_propernoun_es	duc-d'édimbourg_propernoun_fr
puntualmente_adverb_es	à-l'heure_adverb_fr
lancia_propernoun_es	lancia_propernoun_fr
esencial_adjective_es	essentiel_adjective_fr
táctico_noun_es	tacticien_noun_fr
incitar_verb_es	inciter_verb_fr
herrera_propernoun_es	herrera_propernoun_fr
reader_propernoun_es	reader_propernoun_fr
rss_noun_es	rss_noun_fr
costalero_noun_es	porteur_noun_fr
aintzane_propernoun_es	aintzane_propernoun_fr
ahrayi_propernoun_es	ahrayi_propernoun_fr
arcis_noun_es	arcis_noun_fr
otorgar_verb_es	octroyer_verb_fr
correo_noun_es	courrier_noun_fr
televisión_noun_es	télévision_noun_fr
asequible_adjective_es	abordable_adjective_fr
espectro_noun_es	spectre_noun_fr
yibuti_propernoun_es	djibouti_propernoun_fr
fajardo_propernoun_es	fajardo_propernoun_fr
especializar_verb_es	spécialiser_verb_fr
labio_noun_es	lèvre_noun_fr
desintoxicación_noun_es	désintoxication_noun_fr
khaled_propernoun_es	khaled_propernoun_fr
respectivo_adjective_es	respectif_adjective_fr
enrique-ii-de-trastamara_propernoun_es	henri-ii-le-magnifique_propernoun_fr
cada-vez-que_subordinatingconjunction_es	chaque-fois-que_subordinatingconjunction_fr
supuesto_noun_es	supposition_noun_fr
trinidad-y-tobago_propernoun_es	trinité-et-tobago_propernoun_fr
repentino_adjective_es	soudain_adjective_fr
ged_propernoun_es	ged_propernoun_fr
fugaz_adjective_es	fugace_adjective_fr
encontrar_verb_es	retrouver_verb_fr
sexagésimo_adjective_es	soixantième_adjective_fr
garrotxa_propernoun_es	garrotxa_propernoun_fr
previsiblemente_adverb_es	de-façon-prévisible_adverb_fr
brindar_verb_es	trinquer_verb_fr
bogar_verb_es	ramer_verb_fr
lengua_noun_es	langue_noun_fr
motivo_noun_es	motif_noun_fr
serrano_propernoun_es	serrano_propernoun_fr
chueca_propernoun_es	chueca_propernoun_fr
volver-las-espaldas_verb_es	tourner-les-talons_verb_fr
issey_propernoun_es	issey_propernoun_fr
responsabilidad-social-corporativa_noun_es	responsabilité-sociale-d'entreprise_noun_fr
jeanne_propernoun_es	jeanne_propernoun_fr
suerte_noun_es	chance_noun_fr
merrill-lynch_propernoun_es	merrill-lynch_propernoun_fr
uniforme_adjective_es	uniforme_adjective_fr
veterinario_noun_es	vétérinaire_noun_fr
etcétera_noun_es	et-caetera_noun_fr
checa_propernoun_es	checa_propernoun_fr
inmóvil_adjective_es	immobile_adjective_fr
el-amri_propernoun_es	el-amri_propernoun_fr
kocteto_noun_es	koctet_noun_fr
mejilla_noun_es	joue_noun_fr
carnaval_noun_es	carnaval_noun_fr
anestesia_noun_es	anesthésie_noun_fr
reestructuración_noun_es	redéploiement_noun_fr
itaipú_propernoun_es	itaipu_propernoun_fr
todo_determiner_es	tout_determiner_fr
lotaringia_propernoun_es	lotharingie_propernoun_fr
electoral_adjective_es	électoral_adjective_fr
proponer_verb_es	proposer_verb_fr
corredor-de-bolsa_noun_es	agent-de-change_noun_fr
feminidad_noun_es	féminité_noun_fr
nombre_noun_es	prénom_noun_fr
sin-embargo_subordinatingconjunction_es	pourtant_subordinatingconjunction_fr
eneko_propernoun_es	eneko_propernoun_fr
dinamización_noun_es	dynamisation_noun_fr
participar-en_verb_es	participer-à_verb_fr
mosca_noun_es	mouche_noun_fr
vascularización_noun_es	vascularisation_noun_fr
bellas-artes_propernoun_es	beaux-arts_propernoun_fr
universalidad_noun_es	universalité_noun_fr
cincuenta-y-cuatro_numeral_es	cinquante-quatre_numeral_fr
aouchev_propernoun_es	aouchev_propernoun_fr
recién_adverb_es	récemment_adverb_fr
alten_propernoun_es	alten_propernoun_fr
imprimir_verb_es	imprimer_verb_fr
amatza_propernoun_es	amatza_propernoun_fr
veda_noun_es	interdiction_noun_fr
ambulante_adjective_es	ambulant_adjective_fr
llama_noun_es	flamme_noun_fr
amusategi_propernoun_es	amusategi_propernoun_fr
quebec_propernoun_es	québec_propernoun_fr
eizagirre_propernoun_es	eizagirre_propernoun_fr
chad_propernoun_es	tchad_propernoun_fr
tau-baskonia_propernoun_es	tau-baskonia_propernoun_fr
hígado_noun_es	foie_noun_fr
vladímir-vladímirovich_propernoun_es	vladimir-vladimirovitch_propernoun_fr
del-mismo-modo-que_subordinatingconjunction_es	de-même-que_subordinatingconjunction_fr
toro_noun_es	taureau_noun_fr
alinear_verb_es	aligner_verb_fr
sincero_adjective_es	sincère_adjective_fr
individual_adjective_es	individuel_adjective_fr
alcoi_propernoun_es	alcoi_propernoun_fr
bebida_noun_es	boisson_noun_fr
aniquilar_verb_es	anéantir_verb_fr
call_propernoun_es	call_propernoun_fr
tatiana-trouné_propernoun_es	tatiana-trouné_propernoun_fr
cláusula-de-reserva_noun_es	clause-de-réserve_noun_fr
cable_noun_es	câble_noun_fr
domesticar_verb_es	domestiquer_verb_fr
facultativo_adjective_es	facultatif_adjective_fr
de-mutuo-acuerdo_adverb_es	de-gré-à-gré_adverb_fr
micerinos_propernoun_es	mykérinos_propernoun_fr
coruña_propernoun_es	la-corogne_propernoun_fr
grozni_propernoun_es	grozny_propernoun_fr
tuyo_adjective_es	à-toi_adjective_fr
tuyo_pronoun_es	à-toi_pronoun_fr
tuyo_determiner_es	à-toi_determiner_fr
tuyo_adjective_es	à-toi_adjective_fr
tuyo_possessivepronoun_es	à-toi_possessivepronoun_fr
tuyo_adjective_es	à-toi_adjective_fr
tuyo_pronoun_es	à-toi_pronoun_fr
tuyo_possessivepronoun_es	à-toi_possessivepronoun_fr
tuyo_determiner_es	à-toi_determiner_fr
tuyo_adjective_es	à-toi_adjective_fr
tuyo_possessivepronoun_es	à-toi_possessivepronoun_fr
descodificación_noun_es	décryptage_noun_fr
clasificatorio_adjective_es	classificatoire_adjective_fr
en-mi-época_adverb_es	à-mon-époque_adverb_fr
otaegi_propernoun_es	otaegi_propernoun_fr
devolver_verb_es	rendre_verb_fr
dalap-uliga-darrit_propernoun_es	dalap-uliga-darrit_propernoun_fr
kennedy_propernoun_es	kennedy_propernoun_fr
antena_noun_es	antenne_noun_fr
marcador_noun_es	marqueur_noun_fr
albi_propernoun_es	albi_propernoun_fr
mundo_noun_es	monde_noun_fr
rezar_verb_es	prier_verb_fr
erik_propernoun_es	erik_propernoun_fr
realizar_verb_es	réaliser_verb_fr
rodolfo-nin-novoa_propernoun_es	rodolfo-nin-novoa_propernoun_fr
insecto_noun_es	insecte_noun_fr
elbaradei_propernoun_es	elbaradei_propernoun_fr
natación_noun_es	nage_noun_fr
contrato_noun_es	contrat_noun_fr
ridículo_adjective_es	ridicule_adjective_fr
deshidratación_noun_es	déshydratation_noun_fr
los-ángeles_propernoun_es	los-angeles_propernoun_fr
aleida_propernoun_es	aleida_propernoun_fr
sáiz_propernoun_es	sáiz_propernoun_fr
canario_adjective_es	canarien_adjective_fr
amontonar_verb_es	entasser_verb_fr
relativamente_adverb_es	relativement_adverb_fr
brizuela_propernoun_es	brizuela_propernoun_fr
kosovo_propernoun_es	kosovo_propernoun_fr
albanokosovar_adjective_es	albanais-du-kosovo_adjective_fr
habitualmente_adverb_es	habituellement_adverb_fr
profesar_verb_es	professer_verb_fr
le_pronoun_es	leur_pronoun_fr
euskaldunización_noun_es	euskaldunisation_noun_fr
remarcar_verb_es	remarquer_verb_fr
importante_adjective_es	important_adjective_fr
rato_noun_es	moment_noun_fr
monólogo_noun_es	monologue_noun_fr
internauta_noun_es	internaute_noun_fr
volver-a-jugar_verb_es	rejouer_verb_fr
inventividad_noun_es	inventivité_noun_fr
cámara-baja_noun_es	chambre-basse_noun_fr
ordenar_verb_es	ordonner_verb_fr
martigues_propernoun_es	martigues_propernoun_fr
ani_noun_es	ani_noun_fr
hispanidad_noun_es	hispanité_noun_fr
acrobacia_noun_es	acrobatie_noun_fr
modestia_noun_es	modestie_noun_fr
alduntzin_propernoun_es	alduntzin_propernoun_fr
consternación_noun_es	consternation_noun_fr
engalanar_verb_es	parer_verb_fr
degollar_verb_es	égorger_verb_fr
apesteguía_propernoun_es	apesteguía_propernoun_fr
roscoff_propernoun_es	roscoff_propernoun_fr
xacobeo_propernoun_es	compostellane_propernoun_fr
concello_noun_es	conseil_noun_fr
edu_propernoun_es	edu_propernoun_fr
mackenzie_propernoun_es	mackenzie_propernoun_fr
acatamiento_noun_es	obéissance_noun_fr
respirar_verb_es	respirer_verb_fr
conformidad_noun_es	conformité_noun_fr
confesionalización_noun_es	confessionnalisation_noun_fr
kb_propernoun_es	kb_propernoun_fr
jean-noël_propernoun_es	jean-noël_propernoun_fr
sección_noun_es	section_noun_fr
inventario_noun_es	recensement_noun_fr
federar_verb_es	fédérer_verb_fr
volante_noun_es	volant_noun_fr
tarro_noun_es	pot_noun_fr
eguisa_propernoun_es	eguisa_propernoun_fr
jules_propernoun_es	jules_propernoun_fr
huang-he_propernoun_es	huang-he_propernoun_fr
textura_noun_es	texture_noun_fr
amaranto_noun_es	amarante_noun_fr
geométrico_adjective_es	géométrique_adjective_fr
cuantitativamente_adverb_es	quantitativement_adverb_fr
calero_propernoun_es	calero_propernoun_fr
cazallas_propernoun_es	cazallas_propernoun_fr
saquear_verb_es	piller_verb_fr
lamentar_verb_es	regretter_verb_fr
escanear_verb_es	scanner_verb_fr
lot-y-garona_propernoun_es	lot-et-garonne_propernoun_fr
diversificar_verb_es	diversifier_verb_fr
lgt_noun_es	lgt_noun_fr
vacilar_verb_es	broncher_verb_fr
