decano_noun	doyen_noun
gsh_propernoun	gsh_propernoun
pulpo_noun	poulpe_noun
sito_adjective	situé_adjective
jurídico_adjective	juridique_adjective
y_coordinatingconjunction	et_coordinatingconjunction
encarecido_adjective	renchéri_adjective
cook_propernoun	cook_propernoun
hacer-caso-omiso_verb	faire-abstraction_verb
clark_propernoun	clark_propernoun
desgaste_noun	usure_noun
llegar_verb	arriver_verb
lachmann_propernoun	lachmann_propernoun
yeltsin_propernoun	eltsine_propernoun
bittor_propernoun	bittor_propernoun
katmandú_propernoun	katmandou_propernoun
otro_pronoun	autrui_pronoun
por-ende_subordinatingconjunction	donc_subordinatingconjunction
vilagarcía-de-arousa_propernoun	vilagarcía-de-arousa_propernoun
elocución_noun	élocution_noun
fassa-bortolo_propernoun	fassa-bortolo_propernoun
agres_propernoun	agres_propernoun
irresistible_adjective	irrésistible_adjective
helguera_propernoun	helguera_propernoun
absenta_noun	absinthe_noun
escribir_verb	écrire_verb
geneviève_propernoun	geneviève_propernoun
en-el-momento-preciso_adverb	à-point-nommé_adverb
año-nuevo_noun	nouvel-an_noun
verdadero_adjective	vrai_adjective
donde_adverb	où_adverb
donde_relativepronoun	où_relativepronoun
disconformidad_noun	désaccord_noun
localización_noun	localisation_noun
celibato_noun	célibat_noun
guatemala_propernoun	guatemala_propernoun
postponer_verb	reporter_verb
acotz_propernoun	acotz_propernoun
alitalia_propernoun	alitalia_propernoun
potencialmente_adverb	potentiellement_adverb
valero_propernoun	valero_propernoun
grieta_noun	crevasse_noun
alfarero_noun	potier_noun
mobiliario_noun	ameublement_noun
lúdico_adjective	ludique_adjective
primordial_adjective	primordial_adjective
autopsia_noun	autopsie_noun
subnormal_adjective	idiot_adjective
cortar_verb	inciser_verb
normandía_propernoun	normandie_propernoun
instrumentista_noun	instrumentiste_noun
juntos_adverb	ensemble_adverb
cuadricular_verb	quadriller_verb
arremeter-contra_verb	foncer-sur_verb
tentativa_noun	tentative_noun
salvo_adjective	sauf_adjective
delfos_propernoun	delphes_propernoun
libia_propernoun	libye_propernoun
maimónides_propernoun	maimonide_propernoun
asensio_propernoun	asensio_propernoun
lealtad_noun	loyauté_noun
venir_verb	venir_verb
yonne_propernoun	yonne_propernoun
akram_propernoun	akram_propernoun
puerilidad_noun	puérilité_noun
fuerte_adjective	fort_adjective
concretar_verb	concrétiser_verb
quedar-registrado_verb	demeurer-enregistré_verb
mazda_propernoun	mazda_propernoun
búsqueda_noun	quête_noun
órgano_noun	organe_noun
transparencia_noun	transparence_noun
simbólico_adjective	symbolique_adjective
tfno_noun	tél_noun
turístico_adjective	touristique_adjective
baptista_propernoun	baptista_propernoun
asedio_noun	siège_noun
lograr_verb	remporter_verb
burka_noun	burka_noun
moravia_propernoun	moravie_propernoun
tornado_noun	tornade_noun
divorcio_noun	divorce_noun
ultimar_verb	conclure_verb
consentimiento_noun	consentement_noun
atolón_noun	atoll_noun
abundar_verb	foisonner_verb
guy_propernoun	guy_propernoun
mutilación_noun	mutilation_noun
allá_adverb	là-bas_adverb
embarcar_verb	embarquer_verb
anfetamina_noun	amphétamine_noun
espasa_propernoun	espasa_propernoun
kaliningrado_propernoun	kaliningrad_propernoun
espasa-calpe_propernoun	espasa-calpe_propernoun
inutilidad_noun	inutilité_noun
afroamericano_noun	afro-américain_noun
lacruz_propernoun	lacruz_propernoun
quijote_propernoun	quichotte_propernoun
rata_noun	rat_noun
agolpar_verb	entasser_verb
cambio-oficial_noun	change-officiel_noun
apadrinamiento_noun	parrainage_noun
jazz_noun	jazz_noun
mar-de-weddell_propernoun	mer-de-weddell_propernoun
xp_propernoun	xp_propernoun
golfo-de-vizcaya_propernoun	golfe-de-biscaye_propernoun
consignación_noun	consignation_noun
bucholz_propernoun	bucholz_propernoun
houdart_propernoun	houdart_propernoun
robinson_propernoun	robinson_propernoun
ayala_propernoun	ayala_propernoun
decepción_noun	déception_noun
voto_noun	voeu_noun
posterior_adjective	postérieur_adjective
indicio_noun	indice_noun
desfavorecer_verb	défavoriser_verb
mono_noun	singe_noun
medio-de-comunicación_noun	média_noun
pucela_propernoun	pucela_propernoun
eb_noun	eb_noun
hacienda-pública_noun	trésor-public_noun
conjunción_noun	conjonction_noun
labor_noun	labeur_noun
como_subordinatingconjunction	tel-que_subordinatingconjunction
gruta_noun	grotte_noun
cuenta-corriente-soporte_noun	compte-courant-support_noun
sobresaliente_adjective	excellent_adjective
funcional_adjective	fonctionnel_adjective
ecolmare_propernoun	ecolmare_propernoun
maquiavelo_propernoun	machiavel_propernoun
comprender_verb	comprendre_verb
samuel_propernoun	samuel_propernoun
en-caso-afirmativo_adverb	dans-l'affirmative_adverb
etienne_propernoun	etienne_propernoun
transformar_verb	transformer_verb
artea_propernoun	artea_propernoun
simone_propernoun	simone_propernoun
aldaketa_propernoun	aldaketa_propernoun
francofonía_noun	francophonie_noun
estar-de-plantón_verb	faire-le-pied-de-grue_verb
preliminar_adjective	préliminaire_adjective
amorrortu_propernoun	amorrortu_propernoun
tornar_verb	revenir_verb
simulacro_noun	simulacre_noun
régis_propernoun	régis_propernoun
fastidioso_adjective	fastidieux_adjective
ecv_noun	ecv_noun
detonante_adjective	détonant_adjective
legión_noun	légion_noun
devenir_noun	destin_noun
plazos-máximos_noun	délais-maximaux_noun
hipersensibilidad_noun	hypersensibilité_noun
centralización_noun	centralisation_noun
cara_noun	visage_noun
operario_noun	ouvrier_noun
urrutia_propernoun	urrutia_propernoun
explosivo_noun	explosif_noun
recompensar_verb	récompenser_verb
renta-variable_noun	revenu-variable_noun
edulcorar_verb	édulcorer_verb
saudita_adjective	saoudite_adjective
selectividad_noun	bac_noun
guyana_propernoun	guyana_propernoun
c_numeral	c_numeral
miguel_propernoun	miguel_propernoun
en-caso-de-que_subordinatingconjunction	au-cas-où_subordinatingconjunction
bifurcación_noun	bifurcation_noun
fulgor_noun	lueur_noun
tosatto_propernoun	tosatto_propernoun
pasta_noun	pâte_noun
plaza_noun	place_noun
subjetividad_noun	subjectivité_noun
habilitación_noun	habilitation_noun
arduo_adjective	ardu_adjective
cien_numeral	cent_numeral
mila_propernoun	mila_propernoun
percibir_verb	percevoir_verb
salir-a-flote_verb	tirer-son-épingle-du-jeu_verb
vomitar_verb	vomir_verb
vestimenta_noun	accoutrement_noun
interpolación_noun	interpolation_noun
señor_noun	madame_noun
discrepancia_noun	divergence_noun
abera_propernoun	abera_propernoun
convivencia_noun	cohabitation_noun
osasuna_propernoun	osasuna_propernoun
liv-kalb_propernoun	liv-kalb_propernoun
incompatible_adjective	incompatible_adjective
combustible_noun	combustible_noun
sonoro_adjective	sonore_adjective
bandera-de-salida_noun	drapeau-de-départ_noun
positivamente_adverb	positivement_adverb
rizzanese-d'albertine_propernoun	rizzanese-d'albertine_propernoun
bancaja_propernoun	bancaja_propernoun
arc_noun	arc_noun
centelles_propernoun	centelles_propernoun
bosco_propernoun	bosco_propernoun
lou-reed_propernoun	lou-reed_propernoun
tormenta_noun	tourmente_noun
señalar_verb	signaler_verb
alberto-i-de-mónaco_propernoun	albert-ier-de-monaco_propernoun
autocheque_noun	autochèque_noun
patria_noun	patrie_noun
multa_noun	amende_noun
hoytecnología_propernoun	hoytecnología_propernoun
angoleño_adjective	angolais_adjective
hermanado_adjective	jumelé_adjective
nueva-francia_propernoun	nouvelle-france_propernoun
miseria_noun	misère_noun
abbas_propernoun	abbas_propernoun
erección_noun	érection_noun
primeramente_adverb	d'abord_adverb
signatario_noun	signataire_noun
lesionar_verb	blesser_verb
temperatura_noun	température_noun
azul_adjective	azur_adjective
ir-de-la-lengua_verb	vendre-la-mèche_verb
costa-de-marfil_propernoun	côte-d'ivoire_propernoun
reproducir_verb	reproduire_verb
oscar_noun	oscar_noun
big-picture_propernoun	big-picture_propernoun
primero_adverb	premièrement_adverb
dilucidar_verb	élucider_verb
rossato_propernoun	rossato_propernoun
aitken_propernoun	aitken_propernoun
ansio_propernoun	ansio_propernoun
provenza_propernoun	provence_propernoun
reliquia_noun	relique_noun
islamista_noun	islamiste_noun
reo_noun	inculpé_noun
secretaría_noun	secrétariat_noun
aptitud_noun	aptitude_noun
francisco_propernoun	francisco_propernoun
inundación_noun	inondation_noun
antes-de-que_subordinatingconjunction	avant-que_subordinatingconjunction
materno_adjective	maternel_adjective
degradación_noun	dégradation_noun
turín_propernoun	turin_propernoun
cantal_propernoun	cantal_propernoun
territorios-palestinos_propernoun	territoires-palestiniens_propernoun
cuenca_propernoun	cuenca_propernoun
niñez_noun	enfance_noun
albiceleste_adjective	blanc-azur_adjective
compatibilidad_noun	compatibilité_noun
rapoport_propernoun	rapoport_propernoun
sonda_noun	sonde_noun
ibáñez_propernoun	ibáñez_propernoun
peluquería_noun	salon-de-coiffure_noun
anorthosis_propernoun	anorthosis_propernoun
laponia_propernoun	laponie_propernoun
reaseguro_noun	réassurance_noun
aviso_noun	avis_noun
acuartelamiento_noun	casernement_noun
entrevista_noun	interview_noun
casualmente_adverb	fortuitement_adverb
garantía-hipotecaria_noun	garantie-hypothécaire_noun
interés-mensual_noun	intérêt-mensuel_noun
abundante_adjective	abondant_adjective
mar-arábigo_propernoun	mer-d'oman_propernoun
metamorfosis_noun	métamorphose_noun
preferiblemente_adverb	préférablement_adverb
hacer-énfasis-en_verb	mettre-l'accent-sur_verb
tabú_noun	tabou_noun
escrutar_verb	dépouiller_verb
bharrat-jagdeo_propernoun	bharrat-jagdeo_propernoun
permitir_verb	permettre-de_verb
mutiloa_propernoun	mutiloa_propernoun
x_adjective	xème_adjective
adil_noun	adil_noun
palop_propernoun	palop_propernoun
ehoud_propernoun	ehoud_propernoun
perversidad_noun	perversité_noun
estar-hecho-papilla_verb	ramasser-à-la-petite-cuillère_verb
oyente_noun	auditeur_noun
patología_noun	pathologie_noun
endosante_noun	endosseur_noun
correr_verb	courir_verb
plasmar_verb	refléter_verb
mugartegi_propernoun	mugartegi_propernoun
antipolución_noun	antipollution_noun
apostar-por_verb	parier-sur_verb
ladrar_verb	aboyer_verb
glóbulo_noun	globule_noun
aclarar_verb	éclaircir_verb
senda_noun	sentier_noun
villaverde_propernoun	villaverde_propernoun
andy_propernoun	andy_propernoun
atascar_verb	encrasser_verb
romper_verb	casser_verb
euskaltegi_noun	euskaltegi_noun
inflexión_noun	inflexion_noun
válidamente_adverb	validement_adverb
olmos_propernoun	olmos_propernoun
improbable_adjective	improbable_adjective
recambio_noun	rechange_noun
aposentar_verb	héberger_verb
babor_noun	bâbord_noun
óscar_propernoun	óscar_propernoun
vía-de-las-dos-castillas_propernoun	vía-de-las-dos-castillas_propernoun
robbie-williams_propernoun	robbie-williams_propernoun
ereván_propernoun	erevan_propernoun
magistral_adjective	magistral_adjective
cisjordania_propernoun	cisjordanie_propernoun
adquirir_verb	acquérir_verb
mar-de-bellingshausen_propernoun	mer-de-bellingshausen_propernoun
encabezar_verb	commencer_verb
recibido-y-conforme_adjective	reçu-et-signé_adjective
corticoesteroide_noun	corticostéroïde_noun
picante_adjective	piquant_adjective
decepción_noun	désappointement_noun
subasta_noun	vente-aux-enchères_noun
porque_subordinatingconjunction	à-cause-que_subordinatingconjunction
república-dominicana_propernoun	république-dominicaine_propernoun
militante_adjective	militant_adjective
ser-preciso_modal	falloir_modal
socialmente_adverb	socialement_adverb
promesa_noun	promesse_noun
panamá_propernoun	panama_propernoun
aburto_propernoun	aburto_propernoun
guadiana_propernoun	guadiana_propernoun
inverso_adjective	inverse_adjective
ombligo_noun	nombril_noun
opep_noun	opep_noun
taiwán_propernoun	taïwan_propernoun
margen_noun	berge_noun
arlequín_propernoun	arlequin_propernoun
afluir_verb	affluer_verb
alceo_propernoun	alcée_propernoun
ibargoyen_propernoun	ibargoyen_propernoun
angulema_propernoun	angoulême_propernoun
algorri_propernoun	algorri_propernoun
mateos_propernoun	mateos_propernoun
catalunya_propernoun	catalogne_propernoun
literatura_noun	littérature_noun
v_numeral	v_numeral
fielmente_adverb	fidèlement_adverb
cze_noun	cze_noun
véronique_propernoun	véronique_propernoun
luc_propernoun	luc_propernoun
premiar_verb	décerner-un-prix_verb
rentería_propernoun	rentería_propernoun
abrir-una-libreta_verb	ouvrir-un-livret_verb
jérôme_propernoun	jérôme_propernoun
sorprendentemente_adverb	surprenamment_adverb
proposción_noun	propostion_noun
recipiente_noun	récipient_noun
cualquier-cosa_pronoun	n'importe-quoi_pronoun
discriminatorio_adjective	discriminatoire_adjective
tgv_noun	tgv_noun
timo_noun	arnaque_noun
pro_noun	pro_noun
les-echos_propernoun	les-echos_propernoun
convocatoria-libre_noun	convocation-libre_noun
dura-automotive_propernoun	dura-automotive_propernoun
geriasa_propernoun	geriasa_propernoun
guido-de-arezzo_propernoun	gui-d'arezzo_propernoun
vasseur_propernoun	vasseur_propernoun
repatriar_verb	rapatrier_verb
ejercitar_verb	exercer_verb
diccionario_noun	dictionnaire_noun
antigua-y-barbuda_propernoun	antigua-et-barbuda_propernoun
anquilosamiento_noun	stagnation_noun
gianni_propernoun	gianni_propernoun
continental_adjective	continental_adjective
andar_verb	marcher_verb
renacimiento_propernoun	renaissance_propernoun
matrimonio_noun	mariage_noun
mauritania_propernoun	mauritanie_propernoun
naplusa_propernoun	nablous_propernoun
desgranar_verb	énumérer_verb
polivalente_adjective	polyvalent_adjective
contigo_pronoun	avec-toi_pronoun
zozobrar_verb	chavirer_verb
jubilación-anticipada_noun	retraite-anticipée_noun
segunda-división_noun	deuxième-division_noun
comunidad_noun	communauté_noun
tacha_noun	tache_noun
edificio_noun	bâtiment_noun
completar_verb	compléter_verb
gilbert_propernoun	gilbert_propernoun
este_pronoun	celui-ci_pronoun
este_determiner	celui-ci_determiner
este_demonstrativepronoun	celui-ci_demonstrativepronoun
fácil_adjective	aisé_adjective
implicación_noun	implication_noun
hussein_propernoun	hussein_propernoun
tierra-de-fuego_propernoun	terre-de-feu_propernoun
expedito_adjective	dégagé_adjective
aitor_propernoun	aitor_propernoun
engañar_verb	duper_verb
jarag_propernoun	jarag_propernoun
matiné_noun	matinée_noun
cama_noun	lit_noun
rubicón_propernoun	rubicón_propernoun
tánger_propernoun	tanger_propernoun
andima_propernoun	andima_propernoun
lentejuela_noun	paillette_noun
francamente_adverb	carrément_adverb
zapato_noun	chaussure_noun
administración_noun	administration_noun
anciano_adjective	âgé_adjective
dior_propernoun	dior_propernoun
sanción_noun	sanction_noun
accionista_noun	actionnaire_noun
aforo_noun	jaugeag_noun
tango_noun	tango_noun
observador_noun	observateur_noun
tbl_noun	tbl_noun
pueblo_noun	village_noun
teruel_propernoun	teruel_propernoun
liria_propernoun	liria_propernoun
palmyra_propernoun	palmyra_propernoun
anchía_propernoun	anchía_propernoun
incoherencia_noun	incohérence_noun
whisky_noun	whisky_noun
musculotendinoso_adjective	muscle-tendineux_adjective
sospecha_noun	soupçon_noun
hauts-de-seine_propernoun	hauts-de-seine_propernoun
olivier_propernoun	olivier_propernoun
acoger_verb	accueillir_verb
condición_noun	condition_noun
traer_verb	ramener_verb
piera_propernoun	piera_propernoun
velero_noun	voilier_noun
mahmoud_propernoun	mahmoud_propernoun
dd/mm/aaaa_noun	jj/mm/aaaa_noun
preinscripción_noun	préinscription_noun
colette_propernoun	colette_propernoun
homogeneización_noun	homogénéisation_noun
por-orden-de_preposition	par-ordre-de_preposition
musical_adjective	musical_adjective
kg_noun	kg_noun
perverso_adjective	pervers_adjective
rse_noun	rse_noun
replanteamiento_noun	remise-en-question_noun
casa-blanca_propernoun	maison-blanche_propernoun
costilla_noun	côtelette_noun
diseño-de-servicios_noun	création-de-services_noun
mao-zedong_propernoun	mao-zedong_propernoun
zumarraga_propernoun	zumarraga_propernoun
recluso_noun	reclus_noun
superponer_verb	superposer_verb
abnegado_adjective	dévoué_adjective
inmediación_noun	proximité_noun
eólico_adjective	éolien_adjective
urgente_adjective	pressant_adjective
en-cuanto_subordinatingconjunction	dès-que_subordinatingconjunction
paro_noun	chômage_noun
gamiz_propernoun	gamiz_propernoun
ratu-josefa-iloilovatu_propernoun	ratu-josefa-iloilovatu_propernoun
reponer_verb	replacer_verb
antártida_propernoun	antarctique_propernoun
comida_noun	déjeuner_noun
estar-a-matar_verb	être-à-couteaux-tirés_verb
disposición_noun	aménagement_noun
tadej_propernoun	tadej_propernoun
bebé_noun	bébé_noun
alkalde_propernoun	alkalde_propernoun
serpiente_noun	serpent_noun
aldeaseñor_propernoun	aldeaseñor_propernoun
conocer_verb	connaître_verb
desabrido_adjective	acariâtre_adjective
agónico_adjective	moribond_adjective
volver_verb	revenir_verb
despegar_verb	décoller_verb
anochecer_noun	tombée-de-la-nuit_noun
perrault_propernoun	perrault_propernoun
decumanos_propernoun	décumates_propernoun
admirar_verb	admirer_verb
casilla_propernoun	casilla_propernoun
nick_propernoun	nick_propernoun
surtir_verb	fournir_verb
término-municipal_noun	territoire-communal_noun
desindustrialización_noun	désindustrialisation_noun
cuenta-mancomunada_noun	compte-associé_noun
litoral_noun	littoral_noun
antepenúltimo_adjective	antépénultième_adjective
guardaespaldas_noun	garde-du-corps_noun
destinar_verb	destiner_verb
por-lo-que-respecta-a_preposition	quant-à_preposition
vagón_noun	wagon_noun
monje_noun	religieux_noun
banalizar_verb	banaliser_verb
lino_noun	lin_noun
antológico_adjective	anthologique_adjective
riveira_propernoun	riveira_propernoun
al-menos_adverb	au-moins_adverb
hierba_noun	herbe_noun
comunicante_adjective	communicant_adjective
rating_noun	rating_noun
mosela_propernoun	moselle_propernoun
gmt_noun	gmt_noun
repunte_noun	hausse_noun
oslo_propernoun	oslo_propernoun
mar-rojo_propernoun	mer-rouge_propernoun
almera_propernoun	almera_propernoun
bremen_propernoun	brême_propernoun
aun-así_adverb	et-encore_adverb
nómada_noun	nomade_noun
primavera_noun	printemps_noun
terrassa_propernoun	terrassa_propernoun
salpicar_verb	éclabousser_verb
edesa_propernoun	édesse_propernoun
célebre_adjective	célèbre_adjective
apalancamiento_noun	effet-de-levier_noun
mensualidad_noun	mensualité_noun
lajara_propernoun	lajara_propernoun
adeudar_verb	débiter_verb
giner_propernoun	giner_propernoun
cáscara_noun	coquille_noun
black_propernoun	black_propernoun
tradición_noun	tradition_noun
serge_propernoun	serge_propernoun
trebeska_propernoun	trebeska_propernoun
arango_propernoun	arango_propernoun
área-de-control_noun	région-de-contrôle_noun
fadura_propernoun	fadura_propernoun
lewis-hamilton_propernoun	lewis-hamilton_propernoun
actuar_verb	jouer_verb
fondo-mundial-para-la-naturaleza_propernoun	fond-mondial-pour-la-nature_propernoun
contrariedad_noun	contrariété_noun
rumania_propernoun	roumanie_propernoun
amable-arias-yebra_propernoun	amable-arias-yebra_propernoun
morata_propernoun	morata_propernoun
bartolone_propernoun	bartolone_propernoun
islas-del-mar-del-coral_propernoun	îles-de-la-mer-de-corail_propernoun
religiosidad_noun	religiosité_noun
borracho_noun	ivrogne_noun
alfaro_propernoun	alfaro_propernoun
jorge_propernoun	jorge_propernoun
cajasur_propernoun	cajasur_propernoun
obra-social_noun	oeuvre-sociale_noun
reaccionario_adjective	réactionnaire_adjective
información_noun	renseignement_noun
símbolo_noun	symbole_noun
mcdonald's_propernoun	mcdonald's_propernoun
mc-ewen_propernoun	mc-ewen_propernoun
comunicador_noun	communicateur_noun
hospitalización_noun	hospitalisation_noun
súbito_adjective	subit_adjective
elegir_verb	élire_verb
bollé_propernoun	bollé_propernoun
naturalia_propernoun	naturalia_propernoun
reincidente_adjective	récidiviste_adjective
juvenil_adjective	juvénile_adjective
monasterio_noun	monastère_noun
abductor_noun	abducteur_noun
señal-de-la-cruz_noun	signe-de-la-croix_noun
beneficio-fiscal_noun	bénéfice-fiscal_noun
punto_noun	point_noun
comida_noun	repas_noun
realidad_noun	réalité_noun
txuri-urdin_propernoun	txuri-urdin_propernoun
cofrents_propernoun	cofrentes_propernoun
topar_verb	tomber-sur_verb
génova_propernoun	gênes_propernoun
feliu_propernoun	feliu_propernoun
labrar_verb	ouvrer_verb
espiritual_adjective	spirituel_adjective
akinfeev_propernoun	akinfeev_propernoun
maduro_adjective	mûr_adjective
océano-pacífico_propernoun	océan-pacifique_propernoun
provisionado_adjective	approvisionné_adjective
invitar_verb	convier_verb
aldiri_propernoun	aldiri_propernoun
reevaluación_noun	réévaluation_noun
orio_propernoun	orio_propernoun
aduritz_propernoun	aduritz_propernoun
soplo_noun	souffle_noun
obrero_noun	ouvrier_noun
exclusiva_noun	exclusive_noun
decimocuarto_adjective	quatorzième_adjective
defensivo_adjective	défensif_adjective
sarthe_propernoun	sarthe_propernoun
valentino_propernoun	valentino_propernoun
envolver_verb	entortiller_verb
tierra_noun	terre_noun
betabloqueador_adjective	bêtabloquant_adjective
ruidoso_adjective	ronflant_adjective
xxi_adjective	xxième_adjective
sujeto_noun	sujet_noun
uci_noun	uci_noun
ocupar_verb	occuper_verb
matahari_propernoun	matahari_propernoun
según_preposition	selon_preposition
variedad_noun	variété_noun
señalización_noun	signalisation_noun
finalización_noun	finalisation_noun
mohammed_propernoun	mohammed_propernoun
esclavo_noun	esclave_noun
paraíso_noun	paradis_noun
consejo-europeo_propernoun	conseil-européen_propernoun
rovereto_propernoun	rovereto_propernoun
monte-vinson_propernoun	massif-vinson_propernoun
markina_propernoun	markina_propernoun
postiguet_propernoun	postiguet_propernoun
march_propernoun	march_propernoun
jone_propernoun	jone_propernoun
vez_noun	fois_noun
curso-de-formación_noun	cours-de-formation_noun
cuneta_noun	fossé_noun
padres_noun	parents_noun
iowa_propernoun	iowa_propernoun
sesenta-y-seis_numeral	soixante-six_numeral
howard_propernoun	howard_propernoun
prozac_propernoun	prozac_propernoun
contenedor-de-basura_noun	conteneur-à-ordures_noun
flujo_noun	flux_noun
para-conocimiento-del-interesado_subordinatingconjunction	à-la-connaissance-de-l'intéressé_subordinatingconjunction
febo_propernoun	phébus_propernoun
atajar_verb	couper_verb
morosidad_noun	morosité_noun
bahía_propernoun	bahia_propernoun
gibson_propernoun	gibson_propernoun
clément_propernoun	clément_propernoun
sorprender_verb	étonner_verb
lucia_propernoun	lucia_propernoun
transplante_noun	greffe_noun
flaviobriga_propernoun	flaviobriga_propernoun
quiste_noun	kyste_noun
estético_adjective	esthétique_adjective
unión_noun	union_noun
mandamiento_noun	commandement_noun
orilla_noun	côte_noun
vicerrector_noun	vice-recteur_noun
vivienda_noun	logement_noun
autzagane_propernoun	autzagane_propernoun
alambrada_noun	grillage_noun
cuello_noun	cou_noun
en-periodos-mensuales_adverb	en-périodes-mensuelles_adverb
ente_noun	organisme_noun
incluso_adverb	même_adverb
ensamblaje_noun	assemblage_noun
agujerear_verb	percer_verb
ortiz_propernoun	ortiz_propernoun
zabala_propernoun	zabala_propernoun
banco-mundial_propernoun	banque-mondiale_propernoun
equipaje_noun	bagage_noun
elkano_propernoun	elkano_propernoun
estructuración_noun	structuration_noun
blue-chips_propernoun	blue-chips_propernoun
porche_noun	porche_noun
depardieu_propernoun	depardieu_propernoun
iii_adjective	iiième_adjective
sorozabal_propernoun	sorozabal_propernoun
cristo_propernoun	christ_propernoun
paisley_propernoun	paisley_propernoun
preservación_noun	préservation_noun
waterpolo_noun	water-polo_noun
en-parte_adverb	en-partie_adverb
venta_noun	vente_noun
trabzon_propernoun	trébizonde_propernoun
detrimento_noun	détriment_noun
graduado_noun	diplômé_noun
basse-terre_propernoun	basse-terre_propernoun
mao_propernoun	mao_propernoun
plato_noun	assiette_noun
gran-bretaña_propernoun	grande-bretagne_propernoun
cronograma_noun	chronogramme_noun
espantar_verb	épouvanter_verb
aigner_propernoun	aigner_propernoun
basilea_propernoun	bâle_propernoun
peculiaridad_noun	particularité_noun
ifigenia_propernoun	iphigénie_propernoun
peso_noun	poids_noun
aberri-eguna_propernoun	aberri-eguna_propernoun
sostenible_adjective	durable_adjective
temporal_adjective	temporel_adjective
esférico_adjective	sphérique_adjective
responsabilizar_verb	responsabiliser_verb
disertación_noun	dissertation_noun
notablemente_adverb	notablement_adverb
conferir_verb	conférer_verb
halicarnaso_propernoun	halicarnasse_propernoun
aranzegi_propernoun	aranzegi_propernoun
donativo_noun	don_noun
cargo-igualitario_noun	fonction-égalitaire_noun
antuña_propernoun	antuña_propernoun
laconia_propernoun	laconie_propernoun
antisecesión_noun	anti-sécession_noun
mar-del-norte_propernoun	mer-du-nord_propernoun
café_noun	café_noun
paella_noun	poêle_noun
portugalujo_adjective	de-portugalete_adjective
embellecer_verb	embellir_verb
esguince_noun	foulure_noun
léo_propernoun	léo_propernoun
tejero_propernoun	tejero_propernoun
zumaran_propernoun	zumaran_propernoun
sin-menoscabo_adverb	sans-préjudice_adverb
auxiliar-administrativo_noun	auxiliaire-administratif_noun
fin_noun	fin_noun
vacunado_adjective	vacciné_adjective
santo_noun	saint_noun
ondear_verb	ondoyer_verb
presentador_noun	montreur_noun
declinar_verb	décliner_verb
euforizante_adjective	euphorisant_adjective
antiterrorismo_noun	antiterrorisme_noun
regulación_noun	regulation_noun
materazzi_propernoun	materazzi_propernoun
productor_adjective	producteur_adjective
inc_noun	institut-national-de-la-consommation_noun
moliner_propernoun	moliner_propernoun
productor_noun	producteur_noun
por-casualidad_adverb	par-hasard_adverb
a-pequeña-escala_adverb	à-petite-échelle_adverb
acobardado_adjective	dégonflé_adjective
numidia_propernoun	numidie_propernoun
suspender_verb	suspendre_verb
fisura_noun	fissure_noun
paracaidista_adjective	parachutiste_adjective
amore_propernoun	amore_propernoun
inventor_noun	inventeur_noun
revocar_verb	révoquer_verb
virtual_adjective	virtuel_adjective
profusión_noun	profusion_noun
equivalente_adjective	équivalent_adjective
disponibilidad_noun	disponibilité_noun
tener-buen-diente_verb	être-une-bonne-fourchette_verb
mañana_noun	matin_noun
rajoy_propernoun	rajoy_propernoun
antigüedad_noun	ancienneté_noun
cabello_noun	cheveu_noun
orografía_noun	orographie_noun
principalmente_adverb	principalement_adverb
cerca_adverb	près_adverb
representación_noun	représentation_noun
revelador_adjective	révélateur_adjective
represión_noun	répression_noun
amiguismo_noun	copinage_noun
enfatizar_verb	souligner_verb
portero_noun	portier_noun
ministerio-de-hacienda_noun	ministère-des-finances_noun
batalla_noun	bataille_noun
solfeo_noun	solfège_noun
ardanza_propernoun	ardanza_propernoun
solitario_adjective	solitaire_adjective
a-buen-recaudo_adverb	en-lieu-sûr_adverb
laocoonte_propernoun	laocoon_propernoun
saint-tropez_propernoun	saint-tropez_propernoun
lvmh_noun	lvmh_noun
desde-entonces_adverb	depuis-lors_adverb
bashkiria_propernoun	bachkirie_propernoun
wikeriadur_propernoun	wikeriadur_propernoun
bombardier_propernoun	bombardier_propernoun
de-otro-lado_adverb	d'ailleurs_adverb
transnacional_adjective	transnational_adjective
mayor-de-edad_noun	majeur_noun
hora-de-permiso_noun	heure-de-congé_noun
transcaucasia_propernoun	transcaucasie_propernoun
batallar_verb	batailler_verb
si-es-verdad-que_subordinatingconjunction	si-tant-est-que_subordinatingconjunction
insolvencia_noun	insolvabilité_noun
meter-en-la-boca-del-lobo_verb	jeter-dans-la-gueule-du-loup_verb
mientras-que_subordinatingconjunction	au-lieu-que_subordinatingconjunction
hoy-día_adverb	aujourd'hui_adverb
resguardar_verb	abriter_verb
jarque_propernoun	jarque_propernoun
aceite_noun	huile_noun
cincuenta-y-dos_numeral	cinquante-deux_numeral
email_noun	email_noun
autovía_noun	route-à-quatre-voies_noun
helar_verb	glacer_verb
desmontar_verb	démonter_verb
volcánico_adjective	volcanique_adjective
jerusalén_propernoun	jérusalem_propernoun
cifrar_verb	chiffrer_verb
controvertido_adjective	controversé_adjective
pío_propernoun	pie_propernoun
derecha_noun	droite_noun
hindu-kush_propernoun	hindou-kouch_propernoun
prieto_propernoun	prieto_propernoun
antropoide_adjective	anthropoïde_adjective
recalcular_verb	recalculer_verb
arbolitos_propernoun	arbolitos_propernoun
