positioner_noun	posicionador_noun
operatic_adjective	operístic_adjective
cryptographically_adverb	criptogràficament_adverb
frying-pan_noun	paella_noun
parmenia_propernoun	parmenia_propernoun
shearer_propernoun	shearer_propernoun
comas_propernoun	comas_propernoun
garre_propernoun	garre_propernoun
gary_propernoun	gary_propernoun
lithographer_noun	litògraf_noun
dextraze_propernoun	dextraze_propernoun
hindustani_adjective	hindustànic_adjective
in-every-sense_adverb	en-tots-els-sentits_adverb
prohibitory_adjective	prohibitori_adjective
algorithm_noun	algorisme_noun
vandalism_noun	vandalisme_noun
descheneaux_propernoun	descheneaux_propernoun
happy_adjective	feliç_adjective
riot_noun	avalot_noun
rogatory_adjective	rogatori_adjective
pothole_noun	sot_noun
sybil_propernoun	sybil_propernoun
monaco_propernoun	monaco_propernoun
recipient_noun	destinatari_noun
schofield_propernoun	schofield_propernoun
odelsia_propernoun	odelsia_propernoun
mechanical_adjective	mecànic_adjective
john-vi_propernoun	joan-vi_propernoun
plana_propernoun	plana_propernoun
andante_adverb	andante_adverb
ayotte_propernoun	ayotte_propernoun
polo_propernoun	polo_propernoun
moderate_verb	moderar_verb
zoonosis_noun	zoonosi_noun
licia_propernoun	licia_propernoun
on-an-equal-footing_adverb	en-les-mateixes-condicions_adverb
datsun_propernoun	datsun_propernoun
basque-country_propernoun	euskal-herria_propernoun
davi_propernoun	davi_propernoun
detour_noun	desviament_noun
wickens_propernoun	wickens_propernoun
andrew_propernoun	andrew_propernoun
gual_propernoun	gual_propernoun
pagnol_propernoun	pagnol_propernoun
balasingam_propernoun	balasingam_propernoun
the-next-january_adverb	el-proper-gener_adverb
solemnly_adverb	solemnement_adverb
madonna_propernoun	madonna_propernoun
dialect_noun	dialecte_noun
aglae_propernoun	aglae_propernoun
enable_verb	habilitar_verb
stair_noun	escaló_noun
aquifer_noun	aqüífer_noun
squash_noun	carbassa_noun
shank_propernoun	shank_propernoun
hit_verb	pegar_verb
handmade_adjective	fet-a-mà_adjective
john-xiv_propernoun	joan-xiv_propernoun
westchester_propernoun	westchester_propernoun
presume_verb	suposar_verb
far-from-here_adverb	lluny-d'aquí_adverb
manolita_propernoun	manolita_propernoun
salivate_verb	salivar_verb
by-the-way_adverb	per-cert_adverb
décoste_propernoun	décoste_propernoun
tsvetaeva_propernoun	tsvetaeva_propernoun
empiricism_noun	empirisme_noun
grecia_propernoun	grecia_propernoun
joshua_propernoun	joshua_propernoun
happily_adverb	afortunadament_adverb
populate_verb	poblar_verb
waltz_noun	vals_noun
collection_noun	recaptació_noun
lebana_propernoun	lebana_propernoun
characterisation_noun	caracterització_noun
alien_noun	alienígena_noun
execute_verb	executar_verb
confidential_adjective	confidencial_adjective
buixeda_propernoun	buixeda_propernoun
palatograph_noun	palatògraf_noun
damned_adjective	maleït_adjective
metrics_noun	mètrica_noun
oust_verb	expulsar_verb
under-contract_adverb	sota-contracte_adverb
follower_noun	seguidor_noun
leotard_noun	leotard_noun
navio_propernoun	navio_propernoun
downey_propernoun	downey_propernoun
nba_noun	nba_noun
rationing_noun	racionament_noun
cellist_noun	violoncel·lista_noun
why_adverb	per-què_adverb
why_interrogativepronoun	per-què_interrogativepronoun
ruggiero_propernoun	ruggiero_propernoun
castillejo_propernoun	castillejo_propernoun
celine_propernoun	celine_propernoun
transfer_noun	transferència_noun
coastal_adjective	litoral_adjective
swallow_noun	glop_noun
pohnpei_propernoun	pohnpei_propernoun
homicide_noun	homicidi_noun
reward_noun	retribució_noun
dianne_propernoun	dianne_propernoun
massively_adverb	massivament_adverb
extort_verb	extorsionar_verb
the-next-friday_adverb	divendres-que-ve_adverb
impress_verb	impressionar_verb
ewell_propernoun	ewell_propernoun
frenchwoman_noun	gal_noun
schliemann_propernoun	schliemann_propernoun
hygrometer_noun	higròmetre_noun
uncommon_adjective	poc-comú_adjective
minor_noun	menor_noun
laurin_propernoun	laurin_propernoun
olefin_noun	olefina_noun
stephens_propernoun	stephens_propernoun
duclos_propernoun	duclos_propernoun
anisotropy_noun	anisotropia_noun
hilario_propernoun	hilario_propernoun
in-action_adverb	en-acció_adverb
bernardó_propernoun	bernardó_propernoun
dismal_adjective	lúgubre_adjective
hybrid_adjective	híbrid_adjective
early_adverb	aviat_adverb
maguire_propernoun	maguire_propernoun
adultery_noun	adulteri_noun
strain_noun	tensió_noun
unashamedly_adverb	desvergonyidament_adverb
liria_propernoun	liria_propernoun
braydon_propernoun	braydon_propernoun
conserve_verb	conservar_verb
studio_noun	estudi_noun
to-the-brim_adverb	fins-a-dalt_adverb
reorganise_verb	reorganitzar_verb
year-by-year_adverb	d'any-en-any_adverb
in-a-skyward-direction_adverb	en-direcció-al-cel_adverb
catholicity_noun	catolicitat_noun
warts-and-all_adverb	amb-tots-els-seus-defectes_adverb
into-ruins_adverb	en-ruïnes_adverb
jaramillo_propernoun	jaramillo_propernoun
de-la-torre_propernoun	de-la-torre_propernoun
bejar_propernoun	bejar_propernoun
hamster_noun	hàmster_noun
springer_noun	salmer_noun
rhodesia_propernoun	rhodèsia_propernoun
deserter_noun	desertor_noun
the-same_adverb	igual_adverb
nicasio_propernoun	nicasio_propernoun
stork_noun	cigonya_noun
butterfly_noun	palometa_noun
infer_verb	inferir_verb
inertial_adjective	inert_adjective
under-duress_adverb	sota-coacció_adverb
in-the-main_adverb	en-general_adverb
chelation_noun	quelació_noun
syllabic_adjective	sil·làbic_adjective
payne_propernoun	payne_propernoun
crooked_adjective	corb_adjective
in-particular_adverb	en-particular_adverb
instructor_noun	monitor_noun
molina_propernoun	molina_propernoun
pay_verb	pagar_verb
samsó_propernoun	samsó_propernoun
picture_noun	quadre_noun
able-bodied_adjective	sense-discapacitats_adjective
south-carolina_propernoun	carolina-del-sud_propernoun
void_adjective	nul_adjective
hypothetical_adjective	hipotètic_adjective
dimethylformamide_noun	dimetilformamida_noun
semi-presidential_adjective	semipresidencial_adjective
supranational_adjective	supranacional_adjective
marchal_propernoun	marchal_propernoun
graphologist_noun	grafòleg_noun
interestingly_adverb	curiosament_adverb
tibia_noun	tíbia_noun
photosynthetically_adverb	fotosintèticament_adverb
for-one-moment_adverb	per-un-moment_adverb
piano_adverb	piano_adverb
thicket_noun	matoll_noun
in-turn_adverb	a-canvi_adverb
heroic_adjective	heroic_adjective
gay-lussac_propernoun	gay-lussac_propernoun
marmot_noun	marmota_noun
ovejero_propernoun	ovejero_propernoun
sanitation_noun	recollida-d'escombraries_noun
genoveva_propernoun	genoveva_propernoun
julián_propernoun	julián_propernoun
belarusian_noun	bielorús_noun
priam_propernoun	príam_propernoun
vibratory_adjective	vibratori_adjective
ottavio_propernoun	ottavio_propernoun
index-card_noun	fitxa_noun
russel_propernoun	russel_propernoun
messi_propernoun	messi_propernoun
nanny_noun	mainader_noun
oldenburg_propernoun	oldenburg_propernoun
from-bad-to-worse_adverb	com-més-va-pitjor_adverb
seeing-eye-dog_noun	gos-pigall_noun
sensualist_noun	sensualista_noun
pegueroles_propernoun	pegueroles_propernoun
monarchist_noun	monàrquic_noun
foy_propernoun	foy_propernoun
linguistic-package_noun	paquet-lingüístic_noun
rigorously_adverb	rigorosament_adverb
shapiro_propernoun	shapiro_propernoun
kaliyah_propernoun	kaliyah_propernoun
state_noun	estat_noun
pressure_verb	pressionar_verb
fission_noun	fissió_noun
protactinium_noun	protoactini_noun
ovarian_adjective	ovàric_adjective
adjourn_verb	suspendre_verb
herena_propernoun	herena_propernoun
leonela_propernoun	leonela_propernoun
sailor_adjective	mariner_adjective
cantabrian_adjective	cantàbric_adjective
flagellum_noun	flagel_noun
story_noun	narració_noun
ultrasonic_adjective	ultrasònic_adjective
crust_noun	crosta_noun
teinad_propernoun	teinad_propernoun
anglicism_noun	anglicisme_noun
meditation_noun	meditació_noun
becerro_propernoun	becerro_propernoun
hiking_noun	senderisme_noun
initiative_noun	iniciativa_noun
fissiochemistry_noun	fisioquímica_noun
contravene_verb	contravenir_verb
dunaliella_propernoun	dunaliella_propernoun
samurai_noun	samurai_noun
giasson_propernoun	giasson_propernoun
enthusiastically_adverb	amb-entusiasme_adverb
aroldo_propernoun	aroldo_propernoun
salem_propernoun	salem_propernoun
roof_noun	sostre_noun
neva_propernoun	neva_propernoun
realm_noun	regne_noun
swear_verb	jurar_verb
pneumatosis_noun	pneumatosi_noun
entirely_adverb	completament_adverb
lottie_propernoun	lottie_propernoun
maricela_propernoun	maricela_propernoun
with-any-luck_adverb	amb-una-mica-de-sort_adverb
godefrei_propernoun	godefrei_propernoun
quantity_noun	quantia_noun
innocuous_adjective	innocu_adjective
media-gallery_noun	galeria-multimèdia_noun
verbalism_noun	verbalisme_noun
suros_propernoun	suros_propernoun
francisco-de-paula_propernoun	francisco-de-paula_propernoun
ingest_verb	ingerir_verb
classic_noun	clàssic_noun
lucrezia_propernoun	lucrezia_propernoun
massage_noun	massatge_noun
allude_verb	al·ludir_verb
chevron_noun	galó_noun
quarter_noun	trimestre_noun
dramatisation_noun	dramatització_noun
whisper_verb	xiuxiuejar_verb
connell_propernoun	connell_propernoun
photocomposition_noun	fotocomposició_noun
archduchess_noun	arxiduc_noun
how-much_adjective	quant_adjective
how-much_relativepronoun	quant_relativepronoun
how-much_pronoun	quant_pronoun
how-much_interrogativepronoun	quant_interrogativepronoun
precisely_adverb	justament_adverb
astronaut_noun	astronauta_noun
asian_noun	asiàtic_noun
legacy_noun	llegat_noun
interparadigmatic_adjective	interparadigmàtic_adjective
tablet_noun	pastilla_noun
opaque_adjective	opac_adjective
bigamy_noun	bigàmia_noun
knob_noun	pom_noun
migratory_adjective	migratori_adjective
sévère_propernoun	sévère_propernoun
manga_adjective	manga_adjective
manga_noun	manga_noun
golden_propernoun	golden_propernoun
migratory_adjective	migrador_adjective
lobule_noun	lòbul_noun
bavaria_propernoun	baviera_propernoun
approvingly_adverb	amb-aprovació_adverb
assistant-secretary_noun	vicesecretari_noun
trier_propernoun	trèveris_propernoun
consider_verb	considerar_verb
prpers_pronoun	ens_pronoun
gelada_propernoun	gelada_propernoun
arrester_noun	descarregador_noun
bernardita_propernoun	bernardita_propernoun
contijoch_propernoun	contijoch_propernoun
atherosclerosis_noun	arterioesclerosi_noun
of-great-account_adjective	de-molta-importància_adjective
coexistence_noun	coexistència_noun
eructation_noun	rot_noun
paleogeography_noun	paleogeografia_noun
portas_propernoun	portas_propernoun
extension_noun	ampliació_noun
simple_adjective	simple_adjective
next-tuesday_adverb	el-dimarts-vinent_adverb
laverdure_propernoun	laverdure_propernoun
ward_noun	sala_noun
palaeoclimatology_noun	paleoclimatologia_noun
cadastral_adjective	cadastral_adjective
elido_propernoun	elido_propernoun
preprogram_verb	preprogramar_verb
tuner_noun	afinador_noun
bidder_noun	licitador_noun
club_noun	club_noun
arena_noun	estadi_noun
through_preposition	a-través-de_preposition
this-time-tomorrow_adverb	demà-a-aquesta-hora_adverb
on-the-right-side-of-the-road_adverb	a-la-banda-dreta-de-la-carretera_adverb
minibus_noun	minibús_noun
lexically_adverb	lèxicament_adverb
daniels_propernoun	daniels_propernoun
linotypist_noun	linotipista_noun
university-of-pisa_propernoun	universitat-de-pisa_propernoun
resinous_adjective	resinós_adjective
eulalio_propernoun	eulalio_propernoun
bios_noun	bios_noun
antiquity_noun	antiguitat_noun
latrine_noun	latrina_noun
toaster_noun	torradora_noun
desabrais_propernoun	desabrais_propernoun
longitude_noun	llargada_noun
admittedly_adverb	certament_adverb
livingstone_propernoun	livingstone_propernoun
decimal_adjective	decimal_adjective
sphere_noun	esfera_noun
moreso_propernoun	moreso_propernoun
berral_propernoun	berral_propernoun
toboggan_noun	tobogan_noun
ripoll_propernoun	ripoll_propernoun
ergograph_noun	ergograma_noun
mussorgsky_propernoun	mússorgski_propernoun
bumper_noun	para-xocs_noun
eindhoven_propernoun	eindhoven_propernoun
pre-ordering_noun	prevenda_noun
forcefully_adverb	amb-energia_adverb
nugent_propernoun	nugent_propernoun
geraldo_propernoun	geraldo_propernoun
as-far-as-they-are-concerned_adverb	per-part-seua_adverb
jorquera_propernoun	jorquera_propernoun
collaboratively_adverb	col·laborativament_adverb
huaman_propernoun	huaman_propernoun
durand_propernoun	durand_propernoun
kurtosis_noun	curtosi_noun
toy_noun	joguina_noun
dell'alba_propernoun	dell'alba_propernoun
gauze_noun	gasa_noun
inoperable_adjective	inoperant_adjective
candidature_noun	candidatura_noun
revaluation_noun	revaloració_noun
rizzuto_propernoun	rizzuto_propernoun
administrative_adjective	administratiu_adjective
development_noun	desenvolupament_noun
gastric_adjective	gàstric_adjective
aerophagy_noun	aerofagia_noun
brooklynn_propernoun	brooklynn_propernoun
fascinate_verb	fascinar_verb
day-after-day_adverb	dia-rera-dia_adverb
xargay_propernoun	xargay_propernoun
carrier_propernoun	carrier_propernoun
turbide_propernoun	turbide_propernoun
pleistocene_propernoun	plistocè_propernoun
authorization_noun	autorització_noun
mouse_noun	ratolí_noun
neotechnics_noun	neotècnica_noun
aerometer_noun	aeròmetre_noun
morphologically_adverb	morfològicament_adverb
cover-up_noun	encobriment_noun
everyday_adjective	diari_adjective
ketamine_noun	ketamina_noun
abandon_verb	abandonar_verb
nikhil_propernoun	nikhil_propernoun
parareda_propernoun	parareda_propernoun
fuselage_noun	fusellatge_noun
barberán_propernoun	barberán_propernoun
correlate_verb	correlar_verb
instructor_noun	professor_noun
selection_noun	cribratge_noun
bowman_propernoun	bowman_propernoun
saprophyte_noun	sapròfit_noun
shiver_noun	calfred_noun
marina_propernoun	marina_propernoun
bouvet_propernoun	bouvet_propernoun
jade_propernoun	jade_propernoun
barrett_propernoun	barrett_propernoun
five-hundredth_adjective	cinc-centè_adjective
mayor_propernoun	mayor_propernoun
broaden_verb	ampliar_verb
virgin_noun	verge_noun
fracture_verb	fracturar_verb
almond_noun	ametlla_noun
involution_noun	involució_noun
official_noun	administratiu_noun
godavari_propernoun	godavari_propernoun
lower_verb	abaixar_verb
unimportance_noun	insignificància_noun
alienate_verb	arrenglerar_verb
encephalon_noun	encèfal_noun
jessamond_propernoun	jessamond_propernoun
derosby_propernoun	derosby_propernoun
estrange_verb	allunyar_verb
explode_verb	rebatre_verb
preclude_verb	impedir_verb
financier_noun	financer_noun
estefan_propernoun	estefan_propernoun
scorer_noun	marcador_noun
catabolism_noun	catabolisme_noun
trousers_noun	pantalons_noun
ditto_adverb	ídem_adverb
bellerose_propernoun	bellerose_propernoun
under_preposition	sota_preposition
ary_propernoun	ary_propernoun
appease_verb	apaivagar_verb
córdoba_propernoun	còrdova_propernoun
mobility_noun	mobilitat_noun
moscoso_propernoun	moscoso_propernoun
sarco_propernoun	sarco_propernoun
farreny_propernoun	farreny_propernoun
paracelsus_propernoun	paracels_propernoun
endomitosis_noun	endomitosi_noun
parsimony_noun	parsimònia_noun
rib_noun	xulla_noun
film-library_noun	filmoteca_noun
aspiring_adjective	aspirant_adjective
mirella_propernoun	mirella_propernoun
perron_propernoun	perron_propernoun
weizineau_propernoun	weizineau_propernoun
dissociative_adjective	dissociatiu_adjective
cataclysm_noun	cataclisme_noun
since_preposition	des-de_preposition
grievance_noun	queixa_noun
lancharro_propernoun	lancharro_propernoun
sabartés_propernoun	sabartés_propernoun
bourdon_propernoun	bourdon_propernoun
degenerate_adjective	degenerat_adjective
insurgency_noun	alçament_noun
quiroz_propernoun	quiroz_propernoun
clod_noun	terròs_noun
stomatocyte_noun	estomatòcit_noun
stormy_adjective	tempestuós_adjective
miret_propernoun	miret_propernoun
clement-xii_propernoun	climent-xii_propernoun
dye_noun	tint_noun
fifty-fourth_adjective	cinquanta-quatrè_adjective
lemus_propernoun	lemus_propernoun
cholepoiesis_noun	colepoesi_noun
sequentially_adverb	seqüencialment_adverb
radioconference_noun	radioconferència_noun
pessary_noun	pessari_noun
nabokov_propernoun	nabókov_propernoun
multidimensional_adjective	multidimensional_adjective
morrison_propernoun	morrison_propernoun
vaillant_propernoun	vaillant_propernoun
javier-solana-madariaga_propernoun	javier-solana-madariaga_propernoun
boar_noun	senglar_noun
orinoco_propernoun	orinoco_propernoun
barely_adverb	a-penes_adverb
any-day-now_adverb	qualsevol-dia_adverb
soul_noun	ànima_noun
introduce_verb	introduir_verb
degongre_propernoun	degongre_propernoun
roof_noun	teulada_noun
agarose_noun	agarosa_noun
knead_verb	pastar_verb
cardiovascular_adjective	cardiovascular_adjective
linguist_noun	lingüista_noun
pallerols_propernoun	pallerols_propernoun
auricula_noun	aurícula_noun
bearable_adjective	suportable_adjective
label_noun	segell_noun
moro_propernoun	moro_propernoun
fragmentary_adjective	incomplet_adjective
physiocracy_noun	fisiocràcia_noun
contracting-party_noun	part-contractant_noun
bellboy_noun	grum_noun
perpendicularity_noun	perpendicularitat_noun
alcoholisation_noun	alcoholització_noun
doherty_propernoun	doherty_propernoun
plenipotence_noun	plenipotència_noun
waltzing_propernoun	waltzing_propernoun
hypogastrium_noun	hipogastri_noun
anti-doping-committee_noun	comitè-antidopatge_noun
alfio_propernoun	alfio_propernoun
mcneil_propernoun	mcneil_propernoun
barb_noun	dicteri_noun
optimality_noun	optimalitat_noun
sturdy_adjective	robust_adjective
roentgenium_noun	roentgueni_noun
laryngofissure_noun	laringofissura_noun
decolonise_verb	descolonitzar_verb
situate_verb	situar_verb
spokeswoman_noun	portaveu_noun
sarr_propernoun	sarr_propernoun
bacteremia_noun	bacterèmia_noun
cuesta_propernoun	cuesta_propernoun
vinegar_noun	vinagre_noun
notion_noun	noció_noun
friendly-islands_propernoun	illes-friendly_propernoun
tibbo_propernoun	tibbo_propernoun
unfavourably_adverb	infavorablement_adverb
on-their-part_adverb	per-la-seua-banda_adverb
onychrogryphosis_noun	onicogrifosi_noun
interdisciplinary_adjective	interdisciplinari_adjective
bahrain_propernoun	bahrain_propernoun
hearth_noun	llar-de-foc_noun
implosion_noun	implosió_noun
significance_noun	importància_noun
ivalú_propernoun	ivalú_propernoun
unilateral_adjective	unilateral_adjective
wycliffe_propernoun	wycliffe_propernoun
dutremble_propernoun	dutremble_propernoun
spit_noun	escopinada_noun
carolingian_adjective	carolingi_adjective
yellow_noun	groc_noun
dock_noun	molla_noun
in-parallel_adverb	en-paral·lel_adverb
bakker_propernoun	bakker_propernoun
disused_adjective	en-desús_adjective
boladeras_propernoun	boladeras_propernoun
struggle_noun	forcejament_noun
englishwoman_noun	anglès_noun
afp_noun	afp_noun
giancarlo_propernoun	giancarlo_propernoun
in-old-times_adverb	en-altre-temps_adverb
congressman_noun	congressista_noun
islander_noun	illenc_noun
sensibility_noun	sensibilitat_noun
biophysical_adjective	biofísic_adjective
asturian_adjective	asturià_adjective
teleshopping_noun	televenda_noun
appealable_adjective	apel·lable_adjective
haberdasher_noun	mercer_noun
invite_verb	convidar_verb
harrak_propernoun	harrak_propernoun
aorist_noun	aorist_noun
e-mail_noun	correu-electrònic_noun
abstemiousness_noun	sobrietat_noun
set-fire-to_verb	calar-foc-a_verb
testimony_noun	testimoniança_noun
st-michel_propernoun	st-michel_propernoun
sore_noun	nafra_noun
ubalda_propernoun	ubalda_propernoun
bienaimé_propernoun	bienaimé_propernoun
alonso_propernoun	alonso_propernoun
darrion_propernoun	darrion_propernoun
gazelle_noun	gasela_noun
registrable_adjective	enregistrable_adjective
toinette_propernoun	toinette_propernoun
ebullioscope_noun	ebullioscopi_noun
denisdamee_propernoun	denisdamee_propernoun
guitarist_noun	guitarrista_noun
michèle_propernoun	michèle_propernoun
atsynia_propernoun	atsynia_propernoun
kevon_propernoun	kevon_propernoun
resolvent_noun	resolvent_noun
chant_noun	càntic_noun
thermostable_adjective	termoestable_adjective
bourgelas_propernoun	bourgelas_propernoun
marcelline_propernoun	marcelline_propernoun
dilemma_noun	dilema_noun
palaeography_noun	paleografia_noun
radcliffe_propernoun	radcliffe_propernoun
indeterminate_adjective	indeterminat_adjective
cervix_noun	cèrvix_noun
joseba_propernoun	joseba_propernoun
osteocyte_noun	osteòcit_noun
effectually_adverb	eficaçment_adverb
individuality_noun	individualitat_noun
axially_adverb	axialment_adverb
sultan_noun	sultà_noun
boulard_propernoun	boulard_propernoun
sabathiel_propernoun	sabathiel_propernoun
wally_propernoun	wally_propernoun
monosyllabic_adjective	monosíl·lab_adjective
for-ever_adverb	per-sempre_adverb
estrogen_noun	estrogen_noun
conviction_noun	condemna_noun
karachi_propernoun	karachi_propernoun
parakeet_noun	periquito_noun
inorganic_adjective	inorgànic_adjective
recite_verb	recitar_verb
minder_noun	guardià_noun
wisdom_noun	seny_noun
to-the-top_adverb	fins-al-capdamunt_adverb
metalloid_noun	metal·loide_noun
ángel_propernoun	ángel_propernoun
homonymy_noun	homonímia_noun
declutch_verb	desembragar_verb
beausoleil_propernoun	beausoleil_propernoun
halogenate_verb	halogenar_verb
calcifugal_adjective	calcífug_adjective
interlace_verb	entrellaçar_verb
romhilda_propernoun	romhilda_propernoun
squeeze_verb	rebregar_verb
returnable_adjective	reintegrable_adjective
midnight_noun	mitjanit_noun
liquid_noun	líquid_noun
liberia_propernoun	libèria_propernoun
prodigious_adjective	prodigiós_adjective
cacchione_propernoun	cacchione_propernoun
cotton_propernoun	cotton_propernoun
circa_adverb	circa_adverb
colic_noun	còlic_noun
blasphemously_adverb	blasfemament_adverb
keratosis_noun	ceratosi_noun
half-line_noun	semirecta_noun
dress_verb	vestir_verb
spiritualist_noun	espiritualista_noun
sebastien_propernoun	sebastien_propernoun
cutter_noun	guardacostes_noun
diary_noun	diari_noun
sewer_noun	claveguera_noun
blog_verb	bloguejar_verb
unintentional_adjective	involuntari_adjective
iván_propernoun	iván_propernoun
problematic_adjective	problemàtic_adjective
abbie_propernoun	abbie_propernoun
down_adverb	avall_adverb
slavonia_propernoun	eslavònia_propernoun
thurman_propernoun	thurman_propernoun
locomotive_noun	locomotora_noun
eurystheus_propernoun	euristeu_propernoun
etienne_propernoun	etienne_propernoun
bombing_noun	bombardeig_noun
devon_propernoun	devon_propernoun
wilcox_propernoun	wilcox_propernoun
solvency_noun	solvència_noun
otalgia_noun	otàlgia_noun
near_preposition	prop-de_preposition
nontué_propernoun	nontué_propernoun
abhor_verb	avorrir_verb
milliner_noun	capeller_noun
st-gelais_propernoun	st-gelais_propernoun
santandreu_propernoun	santandreu_propernoun
hammered_noun	martellejat_noun
pyrenean_adjective	pirinenc_adjective
acceptably_adverb	de-forma-acceptable_adverb
generalization_noun	generalització_noun
warn_verb	advertir_verb
taekwondo_noun	taekwondo_noun
mucoprotein_noun	mucoproteïna_noun
exoneration_noun	exoneració_noun
depilate_verb	depilar_verb
tile_verb	encaironar_verb
which_relativepronoun	el-qual_relativepronoun
bard_noun	bard_noun
between-times_adverb	entre-una-cosa-i-l'altra_adverb
visit_verb	recórrer_verb
uncooked_adjective	cru_adjective
lilian_propernoun	lilian_propernoun
psoe_noun	psoe_noun
curós_propernoun	curós_propernoun
hazy_adjective	boirós_adjective
choreographic_adjective	coreogràfic_adjective
get-angry_verb	cabrejar_verb
stayman_propernoun	stayman_propernoun
have_verb	comptar-amb_verb
disparaging_adjective	menyspreador_adjective
zeal_noun	zel_noun
grated-cheese_noun	formatge-rallat_noun
myth_noun	mite_noun
korean_noun	coreà_noun
atmosphere_noun	ambientació_noun
jérémie_propernoun	jérémie_propernoun
potable_adjective	potable_adjective
fabre_propernoun	fabre_propernoun
in-many-respects_adverb	en-molts-aspectes_adverb
late-at-night_adverb	tard-a-la-nit_adverb
avocado_noun	alvocat_noun
shoe_verb	calçar_verb
oromi_propernoun	oromi_propernoun
egyptologist_noun	egiptòleg_noun
nélida_propernoun	nélida_propernoun
digiacomo_propernoun	digiacomo_propernoun
millier_propernoun	millier_propernoun
throw-off-balance_verb	desnivellar_verb
pentathlon_noun	pentatló_noun
adrianna_propernoun	adrianna_propernoun
bastarache_propernoun	bastarache_propernoun
sala_propernoun	sala_propernoun
background_noun	rerefons_noun
scarp_noun	escarpa_noun
remington_propernoun	remington_propernoun
loois_propernoun	loois_propernoun
migrate_verb	emigrar_verb
adiel_propernoun	adiel_propernoun
barthet-mayer_propernoun	barthet-mayer_propernoun
semester_noun	semestre_noun
lima_propernoun	lima_propernoun
plentzia_propernoun	plentzia_propernoun
prison_noun	garjola_noun
equally_adverb	igualment_adverb
mckenzie_propernoun	mckenzie_propernoun
william-tell_propernoun	guillem-tell_propernoun
nubia_propernoun	nubia_propernoun
bergman_propernoun	bergman_propernoun
biometeorology_noun	biometeorologia_noun
kasandra_propernoun	kasandra_propernoun
chiu_propernoun	chiu_propernoun
aureo_propernoun	aureo_propernoun
device_noun	dispositiu_noun
giribet_propernoun	giribet_propernoun
katarina_propernoun	katarina_propernoun
supraspinous_adjective	supraspinós_adjective
imperio_propernoun	imperio_propernoun
look-like_verb	semblar_verb
seventieth_adjective	setantè_adjective
ascendancy_noun	ascendència_noun
clog-up_verb	embossar_verb
pal_propernoun	pal_propernoun
finder_noun	visor_noun
unblocking_noun	desblocatge_noun
many_pronoun	gaire_pronoun
many_determiner	gaire_determiner
many_pronoun	gaire_pronoun
many_pronoun	gaire_pronoun
many_determiner	gaire_determiner
many_determiner	gaire_determiner
shang_propernoun	shang_propernoun
commemorate_verb	commemorar_verb
conceptual_adjective	conceptual_adjective
incline_verb	inclinar_verb
robinette_propernoun	robinette_propernoun
rafael-nadal_propernoun	rafael-nadal_propernoun
bucci_propernoun	bucci_propernoun
comparison_noun	comparança_noun
crespo_propernoun	crespo_propernoun
gratify_verb	gratificar_verb
close_adjective	proper_adjective
thyme_noun	timó_noun
breakthrough_noun	avançada_noun
intersperse_verb	intercalar_verb
old-age_noun	vellesa_noun
presumptive_adjective	presumpte_adjective
at-no-time_adverb	en-cap-moment_adverb
automaton_noun	autòmat_noun
vasallo_propernoun	vasallo_propernoun
cleofás_propernoun	cleofás_propernoun
spherocyte_noun	esferòcit_noun
gailloux_propernoun	gailloux_propernoun
escalope_noun	escalopa_noun
elicia_propernoun	elicia_propernoun
fedor_propernoun	fedor_propernoun
in-the-meanwhile_adverb	mentrestant_adverb
secular_adjective	laic_adjective
aorta_noun	aorta_noun
lacambra_propernoun	lacambra_propernoun
espartaco_propernoun	espartaco_propernoun
potentiostat_noun	potenciòstat_noun
reflexology_noun	reflexologia_noun
geotextile_noun	geotèxtil_noun
sant_propernoun	sant_propernoun
hepatocyte_noun	hepatòcit_noun
infocom_propernoun	infocom_propernoun
taking-this-opportunity_adverb	aprofitant-aquesta-oportunitat_adverb
hold_noun	control_noun
erasmus_propernoun	erasmus_propernoun
conservatively_adverb	convencionalment_adverb
cast_noun	motle_noun
rowsell_propernoun	rowsell_propernoun
walkiria_propernoun	walkiria_propernoun
sugarcane_noun	canya-de-sucre_noun
cryotron_noun	criotró_noun
geopolitical_adjective	geopolític_adjective
teodomira_propernoun	teodomira_propernoun
gay_propernoun	gay_propernoun
sardinia_propernoun	sardenya_propernoun
antigua-and-barbuda_propernoun	antigua-i-barbuda_propernoun
padró_propernoun	padró_propernoun
nevus_noun	nevus_noun
radiative_adjective	radiatiu_adjective
jawaharlal_propernoun	jawaharlal_propernoun
miguel-grau-seminario_propernoun	miguel-grau-seminario_propernoun
sebastiana_propernoun	sebastiana_propernoun
brazzaville_propernoun	brazzaville_propernoun
zubaydah_propernoun	zubaydah_propernoun
dowry_noun	dot_noun
terrence_propernoun	terrence_propernoun
calculator_noun	calculadora_noun
in-the-old-days_adverb	en-altres-temps_adverb
nova_propernoun	nova_propernoun
with-great-difficulty_adverb	amb-prou-faenes_adverb
isobel_propernoun	isobel_propernoun
out-of-office_adverb	fora-del-poder_adverb
nonsensical_adjective	sense-sentit_adjective
autoimmunity_noun	autoimmunitat_noun
generally-speaking_adverb	en-general_adverb
mckinnon_propernoun	mckinnon_propernoun
perennial_adjective	perenne_adjective
next-monday_adverb	dilluns-vinent_adverb
australite_noun	australita_noun
yacoub_propernoun	yacoub_propernoun
