il·legítimament_adverb	ilegitimamente_adverb
mandelson_propernoun	mandelson_propernoun
delaroli_propernoun	delaroli_propernoun
volum_noun	volume_noun
prestable_adjective	prestável_adjective
ferrauto_propernoun	ferrauto_propernoun
heptaèdric_adjective	heptaédrico_adjective
de-bueno_propernoun	de-bueno_propernoun
ste-marie_propernoun	ste-marie_propernoun
deslleial_adjective	desleal_adjective
toulouse-lautrec_propernoun	toulouse-lautrec_propernoun
elionor_propernoun	elionor_propernoun
schalke_propernoun	schalke_propernoun
brandolini_propernoun	brandolini_propernoun
pertinentment_adverb	pertinentemente_adverb
duță_propernoun	duță_propernoun
riggio_propernoun	riggio_propernoun
achútegui_propernoun	achútegui_propernoun
garzon_propernoun	garzon_propernoun
mieli_propernoun	mieli_propernoun
florent_adjective	florente_adjective
reflectir_verb	refletir_verb
visionari_adjective	visionário_adjective
gras_adjective	gordo_adjective
clua_propernoun	clua_propernoun
bacci_propernoun	bacci_propernoun
desmodat_adjective	desmodado_adjective
luengo_propernoun	luengo_propernoun
costescu_propernoun	costescu_propernoun
monopoli_noun	monopólio_noun
bombarder_adjective	bombardeiro_adjective
van-hattem_propernoun	van-hattem_propernoun
busin_propernoun	busin_propernoun
fábio_propernoun	fábio_propernoun
ireland_propernoun	ireland_propernoun
tamponi_propernoun	tamponi_propernoun
sepultura_noun	sepultura_noun
ió_noun	íon_noun
laruche_propernoun	laruche_propernoun
liderar_verb	liderar_verb
gazaille_propernoun	gazaille_propernoun
villahermosa-del-río_propernoun	villahermosa-del-río_propernoun
trăistariu_propernoun	trăistariu_propernoun
gavilán_propernoun	gavilán_propernoun
absenta_noun	absinto_noun
humà_noun	humano_noun
sales_propernoun	sales_propernoun
apetitós_adjective	apetitoso_adjective
fontanelli_propernoun	fontanelli_propernoun
rafsandjani_propernoun	rafsandjani_propernoun
bafile_propernoun	bafile_propernoun
spinello_propernoun	spinello_propernoun
consecratori_adjective	consecratório_adjective
reconquistar_verb	reconquistar_verb
costumisme_noun	costumbrismo_noun
pepe_propernoun	pepe_propernoun
scirea_propernoun	scirea_propernoun
allende_propernoun	allende_propernoun
agenor_propernoun	agenor_propernoun
multifuncional_adjective	multifuncional_adjective
neveu_propernoun	neveu_propernoun
vigilar_verb	vigiar_verb
murphy_propernoun	murphy_propernoun
deliberadament_adverb	deliberadamente_adverb
santo_propernoun	santo_propernoun
minho_propernoun	minho_propernoun
inexactitud_noun	inexatidão_noun
provocatiu_adjective	provocativo_adjective
lacerte_propernoun	lacerte_propernoun
esotèric_adjective	esotérico_adjective
pleau_propernoun	pleau_propernoun
inviolablement_adverb	inviolavelmente_adverb
calder_propernoun	calder_propernoun
la-llosa_propernoun	la-llosa_propernoun
etnològic_adjective	etnológico_adjective
pinel_propernoun	pinel_propernoun
patró_noun	patrono_noun
d'agristina_propernoun	d'agristina_propernoun
normal_adjective	normal_adjective
philips_propernoun	philips_propernoun
caya_propernoun	caya_propernoun
proletarització_noun	proletarização_noun
bertrán_propernoun	bertrán_propernoun
culpós_adjective	culposo_adjective
ardent_adjective	ardente_adjective
creixentment_adverb	crescentemente_adverb
oportunitat_noun	oportunidade_noun
alecsandri_propernoun	alecsandri_propernoun
sissoko_propernoun	sissoko_propernoun
de-la-fuente_propernoun	de-la-fuente_propernoun
medusa_noun	medusa_noun
inoculable_adjective	inoculável_adjective
abbàssida_adjective	abássida_adjective
consumidor_noun	consumidor_noun
sobremunt_propernoun	sobremunt_propernoun
corretger_propernoun	corretger_propernoun
enter_adjective	inteiro_adjective
mutsch_propernoun	mutsch_propernoun
miglioli_propernoun	miglioli_propernoun
dactilografia_noun	datilografia_noun
kuwait_propernoun	kuwait_propernoun
mundialista_adjective	mundialista_adjective
loforte_propernoun	loforte_propernoun
borgna_propernoun	borgna_propernoun
aiastui_propernoun	aiastui_propernoun
villani_propernoun	villani_propernoun
dilació_noun	dilação_noun
pavlov_propernoun	pavlov_propernoun
ferradura_noun	ferradura_noun
o'leary_propernoun	o'leary_propernoun
belval_propernoun	belval_propernoun
cristià_noun	cristão_noun
bari_propernoun	bari_propernoun
polinèsia_propernoun	polinésia_propernoun
sant-julià-de-ramis_propernoun	sant-julià-de-ramis_propernoun
teoricista_adjective	teoricista_adjective
vannucci_propernoun	vannucci_propernoun
combatre_verb	combater_verb
millene_propernoun	millene_propernoun
fusta_noun	fusta_noun
predestinació_noun	predestinação_noun
dufour_propernoun	dufour_propernoun
simarró_propernoun	simarró_propernoun
zapatista_adjective	zapatista_adjective
cadrin_propernoun	cadrin_propernoun
damião_propernoun	damião_propernoun
encertar_verb	acertar_verb
ahir-a-la-nit_adverb	ontem-à-noite_adverb
bosi_propernoun	bosi_propernoun
flamenc_noun	flamenco_noun
golmés_propernoun	golmés_propernoun
saliera_propernoun	saliera_propernoun
tractorista_noun	tratorista_noun
senesi_propernoun	senesi_propernoun
mircea_propernoun	mircea_propernoun
rectificació_noun	retificação_noun
sentiment_noun	sentimento_noun
cromatogràfic_adjective	cromatográfico_adjective
blum_propernoun	blum_propernoun
cucci_propernoun	cucci_propernoun
immortalitat_noun	imortalidade_noun
kyla_propernoun	kyla_propernoun
còndor_noun	condor_noun
petroselli_propernoun	petroselli_propernoun
per-tant_subordinatingconjunction	logo_subordinatingconjunction
dòcilment_adverb	docilmente_adverb
quan_adverb	quando_adverb
quan_relativepronoun	quando_relativepronoun
quan_interrogativepronoun	quando_interrogativepronoun
quan_interrogativepronoun	quando_interrogativepronoun
quan_adverb	quando_adverb
quan_relativepronoun	quando_relativepronoun
quan_adverb	quando_adverb
quan_interrogativepronoun	quando_interrogativepronoun
pirisi_propernoun	pirisi_propernoun
gullo_propernoun	gullo_propernoun
caucas_propernoun	caucasia_propernoun
cacofònic_adjective	cacofónico_adjective
ponderal_adjective	ponderal_adjective
vint-i-setè_adjective	vigésimo-sétimo_adjective
indivisibilitat_noun	indivisibilidade_noun
uniforme_adjective	uniforme_adjective
reposicionament_noun	reposicionamento_noun
biden_propernoun	biden_propernoun
vilanova-de-prades_propernoun	vilanova-de-prades_propernoun
torroella-de-fluvià_propernoun	torroella-de-fluvià_propernoun
morante_propernoun	morante_propernoun
nivaldo_propernoun	nivaldo_propernoun
laliberté_propernoun	laliberté_propernoun
insalvable_adjective	insalvável_adjective
ibn-khaldun_propernoun	ibn-khaldun_propernoun
masana_propernoun	masana_propernoun
eròticament_adverb	eroticamente_adverb
omnisciència_noun	omnisciência_noun
monsalve_propernoun	monsalve_propernoun
esgrimir_verb	esgrimir_verb
merescut_adjective	merecido_adjective
chauret_propernoun	chauret_propernoun
museveni_propernoun	museveni_propernoun
arnès_noun	arnês_noun
ser-aficionat-de_verb	torcer-por_verb
nord-est_adjective	nordeste_adjective
regularitzador_adjective	regularizador_adjective
subsidiari_adjective	subsidiário_adjective
arrel_noun	raiz_noun
poliesportiu_noun	ginásio-de-esportes_noun
fètid_adjective	fétido_adjective
premi_noun	prémio_noun
edwards_propernoun	edwards_propernoun
gatti_propernoun	gatti_propernoun
antonescu_propernoun	antonescu_propernoun
sinnathurai_propernoun	sinnathurai_propernoun
immortalitzar_verb	imortalizar_verb
cunyat_propernoun	cunyat_propernoun
pozas_propernoun	pozas_propernoun
von-drygalski_propernoun	von-drygalski_propernoun
fenestrat_adjective	fenestrado_adjective
sayyaf_propernoun	sayyaf_propernoun
divulgació_noun	divulgação_noun
alcock_propernoun	alcock_propernoun
empatia_noun	empatia_noun
compagna_propernoun	compagna_propernoun
barajas_propernoun	barajas_propernoun
worthington_propernoun	worthington_propernoun
marcheterre_propernoun	marcheterre_propernoun
poucachiche_propernoun	poucachiche_propernoun
mecanogràfic_adjective	mecanográfico_adjective
òptic_adjective	óptico_adjective
von-cannstadt_propernoun	von-cannstadt_propernoun
fenotípic_adjective	fenotípico_adjective
perich_propernoun	perich_propernoun
guthrie_propernoun	guthrie_propernoun
polinòmic_adjective	polinômico_adjective
picanya_propernoun	picanya_propernoun
anisotròpic_adjective	anisotrópico_adjective
pereira_propernoun	pereira_propernoun
desormiers_propernoun	desormiers_propernoun
coulomb_propernoun	coulomb_propernoun
llum_noun	luz_noun
proliferant_adjective	proliferante_adjective
brodar_verb	bordar_verb
costum_noun	costume_noun
vitel·lí_adjective	vitelino_adjective
estrena_noun	estreia_noun
nova-guinea_propernoun	nova-guiné_propernoun
villegas_propernoun	villegas_propernoun
espargaró_propernoun	espargaró_propernoun
windows_propernoun	windows_propernoun
giachino_propernoun	giachino_propernoun
lion_propernoun	lion_propernoun
dutxar_verb	dar-um-duche_verb
casasola_propernoun	casasola_propernoun
feminista_adjective	feminista_adjective
generalització_noun	generalização_noun
greer_propernoun	greer_propernoun
conti_propernoun	conti_propernoun
bechamp_propernoun	bechamp_propernoun
cera_propernoun	cera_propernoun
subfamília_noun	subfamília_noun
patrícya_propernoun	patrícya_propernoun
discontinuar_verb	descontinuar_verb
kerry_propernoun	kerry_propernoun
interlocutor_noun	interlocutor_noun
pelé_propernoun	pelé_propernoun
paglia_propernoun	paglia_propernoun
barra_propernoun	barra_propernoun
tarrasón_propernoun	tarrasón_propernoun
asturlleonès_adjective	asturo-leonês_adjective
cérvol_noun	cervo_noun
el-seu_determiner	seu_determiner
el-seu_possessivepronoun	seu_possessivepronoun
el-seu_determiner	seu_determiner
el-seu_possessivepronoun	seu_possessivepronoun
el-seu_determiner	seu_determiner
silvera_propernoun	silvera_propernoun
almenys_adverb	ao-menos_adverb
abadía_propernoun	abadía_propernoun
naturisme_noun	naturismo_noun
chilton_propernoun	chilton_propernoun
neerlandès_adjective	neerlandês_adjective
canalla_noun	menino_noun
viscós_adjective	viscoso_adjective
girolamo_propernoun	girolamo_propernoun
marguerettaz_propernoun	marguerettaz_propernoun
introductori_adjective	introdutório_adjective
escampat_adjective	escampado_adjective
arrere_adverb	atrás_adverb
interjeccional_adjective	interjeccional_adjective
osmòtic_adjective	osmótico_adjective
hidrotermal_adjective	hidrotermal_adjective
escocès_noun	escocês_noun
marí_adjective	marinho_adjective
florista_noun	florista_noun
majorino_propernoun	majorino_propernoun
explanatori_adjective	explanatório_adjective
santa-margarida-de-montbui_propernoun	santa-margarida-de-montbui_propernoun
sensibilitzar_verb	sensibilizar_verb
revista_noun	revista_noun
larin_propernoun	larin_propernoun
tresor_noun	tesouro_noun
campanario_propernoun	campanario_propernoun
lavallée_propernoun	lavallée_propernoun
sòbriament_adverb	sobriamente_adverb
iridotomia_noun	iridotomia_noun
condicionalment_adverb	condicionalmente_adverb
consagració_noun	consagração_noun
ventós_adjective	ventoso_adjective
barrili_propernoun	barrili_propernoun
la-tallada-d'empordà_propernoun	la-tallada-d'empordà_propernoun
sansregret_propernoun	sansregret_propernoun
invertebrat_adjective	invertebrado_adjective
rinopatia_noun	rinopatia_noun
llombardia_propernoun	lombardia_propernoun
de-almeida_propernoun	de-almeida_propernoun
wauthier_propernoun	wauthier_propernoun
zabaleta_propernoun	zabaleta_propernoun
jannelli_propernoun	jannelli_propernoun
synnett_propernoun	synnett_propernoun
montagu_propernoun	montagu_propernoun
castelao_propernoun	castelao_propernoun
alopècic_adjective	alopécico_adjective
baronia_noun	baronia_noun
morra_propernoun	morra_propernoun
accionar_verb	accionar_verb
mcdonnell_propernoun	mcdonnell_propernoun
contundentment_adverb	contundentemente_adverb
gentile_propernoun	gentile_propernoun
desembocar_verb	desaguar_verb
retroacció_noun	retroação_noun
alphandéry_propernoun	alphandéry_propernoun
boyer-mas_propernoun	boyer-mas_propernoun
berteau_propernoun	berteau_propernoun
eixugar_verb	enxugar_verb
inigualable_adjective	inigualável_adjective
antelo_propernoun	antelo_propernoun
owen_propernoun	owen_propernoun
nuez_propernoun	nuez_propernoun
puerto-rico_propernoun	porto-rico_propernoun
perspectiu_adjective	perspectivo_adjective
turroni_propernoun	turroni_propernoun
cancian_propernoun	cancian_propernoun
reclamar_verb	reclamar_verb
millora_noun	melhora_noun
lamuela_propernoun	lamuela_propernoun
reincorporació_noun	reincorporação_noun
interpolar_verb	interpolar_verb
consulta_noun	consulta_noun
anarquia_noun	anarquia_noun
damato_propernoun	damato_propernoun
law_propernoun	law_propernoun
filon_propernoun	filon_propernoun
prematurament_adverb	prematuramente_adverb
garotinho_propernoun	garotinho_propernoun
giuffrida_propernoun	giuffrida_propernoun
policia-de-trànsit_noun	brigada-de-tránsito_noun
vomitar_verb	vomitar_verb
tendero_propernoun	tendero_propernoun
intencionalitat_noun	intencionalidade_noun
contraplacat_noun	contraplacado_noun
fogu_propernoun	fogu_propernoun
barbin_propernoun	barbin_propernoun
monistrol-de-montserrat_propernoun	monistrol-de-montserrat_propernoun
canet_propernoun	canet_propernoun
prénovost_propernoun	prénovost_propernoun
saqueig_noun	saque_noun
celdran_propernoun	celdran_propernoun
amplada-de-via_noun	bitola_noun
camuñas_propernoun	camuñas_propernoun
indeleblement_adverb	indelevelmente_adverb
rogació_noun	rogação_noun
scotto_propernoun	scotto_propernoun
bruno_propernoun	bruno_propernoun
fiscalitzable_adjective	fiscalizável_adjective
sisinni_propernoun	sisinni_propernoun
anyell_noun	cordeiro_noun
tabulació_noun	tabulação_noun
marinho_propernoun	marinho_propernoun
antimonàrquic_adjective	antimonárquico_adjective
refrigeratiu_adjective	refrigerativo_adjective
mountbatten_propernoun	mountbatten_propernoun
terrorífic_adjective	terrorífico_adjective
armendáriz_propernoun	armendáriz_propernoun
súbdit_noun	súbdito_noun
texans_noun	calças-de-ganga_noun
groenlandès_adjective	gronelandês_adjective
harmònic_adjective	harmônico_adjective
perdigón_propernoun	perdigón_propernoun
prentice_propernoun	prentice_propernoun
desatenció_noun	desatenção_noun
negatori_adjective	negatório_adjective
ionița_propernoun	ionița_propernoun
vaughan_propernoun	vaughan_propernoun
nerviós_adjective	nervoso_adjective
chatel_propernoun	chatel_propernoun
neutral_adjective	neutral_adjective
estella_noun	farpa_noun
quadern_noun	caderno_noun
badia_noun	baía_noun
aleta_noun	barbatana_noun
aliás_propernoun	aliás_propernoun
prisa_noun	prisa_noun
donaire_propernoun	donaire_propernoun
gegant_noun	giganta_noun
belaustegi_propernoun	belaustegi_propernoun
prestidigitador_noun	prestidigitador_noun
millás_propernoun	millás_propernoun
mereixedor_adjective	merecedor_adjective
anisometropia_noun	anisometropia_noun
endins_adverb	adentro_adverb
noranta-quatre_numeral	noventa-e-quatro_numeral
pictòric_adjective	pictórico_adjective
graña_propernoun	graña_propernoun
aristocràticament_adverb	aristocraticamente_adverb
afilar_verb	afiar_verb
caparros_propernoun	caparros_propernoun
vintila_propernoun	vintila_propernoun
fumado_propernoun	fumado_propernoun
destinació_noun	destino_noun
sonant_adjective	sonante_adjective
chamizo_propernoun	chamizo_propernoun
irrecuperable_adjective	irrecuperável_adjective
arrendable_adjective	arrendável_adjective
polarimetria_noun	polarimetria_noun
todor_propernoun	todor_propernoun
yates_propernoun	yates_propernoun
subtracció_noun	subtração_noun
del-val_propernoun	del-val_propernoun
la-sénia_propernoun	la-sénia_propernoun
peciolar_adjective	peciolar_adjective
vilamaniscle_propernoun	vilamaniscle_propernoun
cuillerier_propernoun	cuillerier_propernoun
caccia_propernoun	caccia_propernoun
taraki_propernoun	taraki_propernoun
indument_noun	indumento_noun
zoològic_adjective	zoológico_adjective
benicarló_propernoun	benicarló_propernoun
filtrant_adjective	filtrante_adjective
tabola_noun	festa_noun
tanatologia_noun	tanatologia_noun
desinència_noun	desinência_noun
hanna_propernoun	hanna_propernoun
a-mitjan_preposition	a-meados-de_preposition
espinach_propernoun	espinach_propernoun
thoreau_propernoun	thoreau_propernoun
flintstones_propernoun	flintstones_propernoun
montaigne_propernoun	montaigne_propernoun
quadrifoliat_adjective	quadrifoliado_adjective
chaudhry_propernoun	chaudhry_propernoun
adveniment_noun	advento_noun
brazeau_propernoun	brazeau_propernoun
binette_propernoun	binette_propernoun
melenchon_propernoun	melenchon_propernoun
afusió_noun	afusão_noun
geddes_propernoun	geddes_propernoun
tírvia_propernoun	tírvia_propernoun
novella_propernoun	novella_propernoun
montferri_propernoun	montferri_propernoun
britney_propernoun	britney_propernoun
paral·lelament_adverb	paralelamente_adverb
lexicografia_noun	lexicografia_noun
tergiversador_adjective	tergiversador_adjective
inescrutable_adjective	inescrutável_adjective
risueño_propernoun	risueño_propernoun
cabús_propernoun	cabús_propernoun
geotectònic_adjective	geotectônico_adjective
silurià_adjective	siluriano_adjective
pèl_noun	cabelo_noun
enni_propernoun	enni_propernoun
massa_adverb	demasiado_adverb
nespolo_propernoun	nespolo_propernoun
rams_propernoun	rams_propernoun
abismal_adjective	abismal_adjective
timpànic_adjective	timpânico_adjective
ordis_propernoun	ordis_propernoun
belijar_propernoun	belijar_propernoun
material_noun	material_noun
deschambault_propernoun	deschambault_propernoun
atàvic_adjective	atávico_adjective
weightman_propernoun	weightman_propernoun
preparat_adjective	preparado_adjective
protolític_adjective	protolítico_adjective
satisfer_verb	colmar_verb
tugues_propernoun	tugues_propernoun
positivista_adjective	positivista_adjective
termometria_noun	termometria_noun
caracuel_propernoun	caracuel_propernoun
cròmic_adjective	crómico_adjective
voltant_noun	cercania_noun
nappi_propernoun	nappi_propernoun
cordial_adjective	cordial_adjective
corpulència_noun	corpulência_noun
innocenci_propernoun	innocenci_propernoun
importància_noun	importância_noun
duband_propernoun	duband_propernoun
tenas_propernoun	tenas_propernoun
librandi_propernoun	librandi_propernoun
desconnectar_verb	desligar_verb
gérard_propernoun	gérard_propernoun
cabal_adjective	cabal_adjective
turbulent_adjective	turbulento_adjective
incidir_verb	incidir_verb
von-beulwitz_propernoun	von-beulwitz_propernoun
cria_noun	filhote_noun
sierra_propernoun	sierra_propernoun
milet_propernoun	mileto_propernoun
reordenament_noun	reordenamento_noun
parris_propernoun	parris_propernoun
tyers_propernoun	tyers_propernoun
tahiri_propernoun	tahiri_propernoun
aromaticitat_noun	aromaticidade_noun
cerós_adjective	ceroso_adjective
flaçà_propernoun	flaçà_propernoun
nimietat_noun	nimiedade_noun
implosió_noun	implosão_noun
tormos_propernoun	tormos_propernoun
sheikh_propernoun	sheikh_propernoun
ansotegi_propernoun	ansotegi_propernoun
warner_propernoun	warner_propernoun
empobrir_verb	empobrecer_verb
professional_noun	profissional_noun
dorais_propernoun	dorais_propernoun
pradas_propernoun	pradas_propernoun
cavour_propernoun	cavour_propernoun
benicàssim_propernoun	benicàssim_propernoun
revèst_propernoun	revèst_propernoun
ala_noun	asa_noun
cinc_numeral	cinco_numeral
carter_noun	carteiro_noun
acusatiu_adjective	acusativo_adjective
humidificació_noun	humidificação_noun
bourbonnière_propernoun	bourbonnière_propernoun
licursi_propernoun	licursi_propernoun
abrahams_propernoun	abrahams_propernoun
elogiador_adjective	elogiador_adjective
esplènic_adjective	esplénico_adjective
roio_propernoun	roio_propernoun
esquerrà_noun	canhoto_noun
anglomania_noun	anglomania_noun
lucchi_propernoun	lucchi_propernoun
calderisi_propernoun	calderisi_propernoun
semental_adjective	semental_adjective
nord-oriental_adjective	norte-oriental_adjective
cerimoniosament_adverb	cerimoniosamente_adverb
asesoria_noun	asesoria_noun
especificable_adjective	especificável_adjective
sun_propernoun	sun_propernoun
barri-de-barraques_noun	musseque_noun
mecànic_noun	mecânico_noun
fascinar_verb	fascinar_verb
edimburg_propernoun	edimburgo_propernoun
videoconsola_noun	consola_noun
dissipador_adjective	dissipador_adjective
borg_propernoun	borg_propernoun
derrotar_verb	derrotar_verb
nicolae_propernoun	nicolae_propernoun
calat_noun	calado_noun
hobby_noun	hobby_noun
precedent_adjective	precedente_adjective
de-la-fontaine_propernoun	de-la-fontaine_propernoun
formatiu_adjective	formativo_adjective
impartible_adjective	impartível_adjective
policíclic_adjective	policíclico_adjective
indetectablement_adverb	indetectavelmente_adverb
salinas_propernoun	salinas_propernoun
bombom_propernoun	bombom_propernoun
funcionalitat_noun	funcionalidade_noun
mba_propernoun	mba_propernoun
marra_propernoun	marra_propernoun
podi_noun	pódio_noun
anisotropia_noun	anisotropia_noun
pollock_propernoun	pollock_propernoun
juliette_propernoun	juliette_propernoun
impressionar_verb	impressionar_verb
propugnació_noun	propugnação_noun
culminació_noun	culminação_noun
característicament_adverb	carateristicamente_adverb
monocular_adjective	monocular_adjective
curvatura_noun	curvatura_noun
poma_noun	maçã_noun
despoblar_verb	despovoar_verb
aranburu_propernoun	aranburu_propernoun
tealdi_propernoun	tealdi_propernoun
perantoni_propernoun	perantoni_propernoun
irresistiblement_adverb	irresistivelmente_adverb
esportiu_adjective	desportivo_adjective
singularment_adverb	singularmente_adverb
fawkes_propernoun	fawkes_propernoun
aggiano_propernoun	aggiano_propernoun
urologia_noun	urologia_noun
magenta_adjective	magenta_adjective
electiu_adjective	electivo_adjective
raynault_propernoun	raynault_propernoun
mulot_propernoun	mulot_propernoun
lafuente_propernoun	lafuente_propernoun
focșeneanu_propernoun	focșeneanu_propernoun
deroy_propernoun	deroy_propernoun
acadià_adjective	acadiano_adjective
iorio_propernoun	iorio_propernoun
pisati_propernoun	pisati_propernoun
hinds_propernoun	hinds_propernoun
tàtar_noun	tártaro_noun
identificació_noun	identificação_noun
alston_propernoun	alston_propernoun
enteniment_noun	entendimento_noun
suárez_propernoun	suárez_propernoun
vint-i-vuitè_adjective	vigésimo-oitavo_adjective
privatitzador_adjective	privatizador_adjective
confondre_verb	atrapalhar_verb
sunnita_noun	sunita_noun
mello_propernoun	mello_propernoun
magoni_propernoun	magoni_propernoun
ruteni_noun	rutênio_noun
mozartià_adjective	mozartiano_adjective
trobar-a-faltar_verb	ter-saudades_verb
lamentós_adjective	lamentoso_adjective
laguarda_propernoun	laguarda_propernoun
liuni_propernoun	liuni_propernoun
decepció_noun	deceção_noun
marsupial_adjective	marsupial_adjective
sífilis_noun	sífilis_noun
borrajo_propernoun	borrajo_propernoun
dot_propernoun	dot_propernoun
villalón_propernoun	villalón_propernoun
egibar_propernoun	egibar_propernoun
torné_propernoun	torné_propernoun
rindt_propernoun	rindt_propernoun
lombarte_propernoun	lombarte_propernoun
mboa_propernoun	mboa_propernoun
pretorià_noun	pretoriano_noun
dramaturg_noun	dramaturgo_noun
von-fernburg_propernoun	von-fernburg_propernoun
eterificació_noun	eterificação_noun
tantàlic_adjective	tantálico_adjective
negra_propernoun	negra_propernoun
curcó_propernoun	curcó_propernoun
hemicíclic_adjective	hemicíclico_adjective
despersonalitzar_verb	despersonalizar_verb
nestorià_adjective	nestoriano_adjective
ametic_propernoun	ametic_propernoun
massoteres_propernoun	massoteres_propernoun
cooptar_verb	cooptar_verb
indignament_adverb	indignamente_adverb
bacteriològic_adjective	bacteriológico_adjective
abrasant_adjective	abrasante_adjective
trigós_adjective	trigoso_adjective
kahan_propernoun	kahan_propernoun
anunciador_adjective	anunciador_adjective
gallichan_propernoun	gallichan_propernoun
espinalt_propernoun	espinalt_propernoun
gourdet_propernoun	gourdet_propernoun
carri_propernoun	carri_propernoun
florir_verb	florescer_verb
online_adjective	on-line_adjective
infant_noun	infante_noun
anabòlic_adjective	anabólico_adjective
saligny_propernoun	saligny_propernoun
disposició_noun	disposição_noun
papadakis_propernoun	papadakis_propernoun
quaranta-vuitè_adjective	quadragésimo-oitavo_adjective
còmic_adjective	cómico_adjective
refredat_noun	resfriado_noun
humitejar_verb	umectar_verb
destacable_adjective	destacável_adjective
selga_propernoun	selga_propernoun
gerardo_propernoun	gerardo_propernoun
jacobí_noun	jacobino_noun
borgo_propernoun	borgo_propernoun
matthams_propernoun	matthams_propernoun
afavorir_verb	favorecer_verb
iserhoff_propernoun	iserhoff_propernoun
electrogalvànic_adjective	eletrogalvânico_adjective
aldulescu_propernoun	aldulescu_propernoun
antezana_propernoun	antezana_propernoun
grifol_propernoun	grifol_propernoun
careddu_propernoun	careddu_propernoun
westminster_propernoun	westminster_propernoun
transbordador_noun	transbordador_noun
saavedra_propernoun	saavedra_propernoun
fabrellas_propernoun	fabrellas_propernoun
difranco_propernoun	difranco_propernoun
popularitzable_adjective	popularizável_adjective
arenós_adjective	arenoso_adjective
clínic_adjective	clínico_adjective
miville_propernoun	miville_propernoun
zarco_propernoun	zarco_propernoun
subgrup_noun	subgrupo_noun
indiot_noun	peru_noun
hudacký_propernoun	hudacký_propernoun
capel_propernoun	capel_propernoun
captació_noun	captação_noun
mannoni_propernoun	mannoni_propernoun
áfrica_propernoun	áfrica_propernoun
sieso_propernoun	sieso_propernoun
urizar_propernoun	urizar_propernoun
prehistòria_noun	pré-história_noun
tot-allò-dolent_pronoun	tudo-de-mau_pronoun
gugliotti_propernoun	gugliotti_propernoun
musicalment_adverb	musicalmente_adverb
partidàriament_adverb	partidariamente_adverb
torrelles_propernoun	torrelles_propernoun
trifoliat_adjective	trifoliado_adjective
càlig_propernoun	càlig_propernoun
feudal_adjective	feudal_adjective
calmant_noun	calmante_noun
informàtic_noun	informático_noun
irreversible_adjective	irreversível_adjective
afrontar_verb	enfrentar_verb
istrate_propernoun	istrate_propernoun
encubrir_verb	encubrir_verb
benedicció_noun	bênção_noun
micronèsia_propernoun	micronésia_propernoun
unificador_adjective	unificador_adjective
hansen_propernoun	hansen_propernoun
mercantilment_adverb	mercantilmente_adverb
salellas_propernoun	salellas_propernoun
nonnis_propernoun	nonnis_propernoun
durar_verb	durar_verb
breban_propernoun	breban_propernoun
originàriament_adverb	originariamente_adverb
acíclic_adjective	acíclico_adjective
frança_propernoun	frança_propernoun
graupera_propernoun	graupera_propernoun
cirillo_propernoun	cirillo_propernoun
fàtima_propernoun	fátima_propernoun
higroscopicitat_noun	higroscopicidade_noun
transurànic_adjective	transurânico_adjective
morgano_propernoun	morgano_propernoun
abandonament_noun	abandono_noun
romanini_propernoun	romanini_propernoun
jeanson_propernoun	jeanson_propernoun
seixanta-tres_numeral	sessenta-e-três_numeral
castelo_propernoun	castelo_propernoun
eficaçment_adverb	eficazmente_adverb
absíntic_adjective	absíntico_adjective
dandara_propernoun	dandara_propernoun
mastectomia_noun	mastectomia_noun
banyeres-de-mariola_propernoun	banyeres-de-mariola_propernoun
pacificador_adjective	pacificador_adjective
uniformitzable_adjective	uniformizável_adjective
patognomònic_adjective	patognomônico_adjective
inassumible_adjective	inassumível_adjective
derepentigny_propernoun	derepentigny_propernoun
majoració_noun	majoração_noun
llest_adjective	pronto_adjective
nyingi_propernoun	nyingi_propernoun
tàcit_propernoun	tácito_propernoun
axiologia_noun	axiologia_noun
spisani_propernoun	spisani_propernoun
d'antona_propernoun	d'antona_propernoun
kandinski_propernoun	kandinski_propernoun
lladre_noun	ladrão_noun
lebouthillier_propernoun	lebouthillier_propernoun
caparrós_propernoun	caparrós_propernoun
jutjar_verb	julgar_verb
von-hoegh_propernoun	von-hoegh_propernoun
assecar_verb	secar_verb
weinberg_propernoun	weinberg_propernoun
g_noun	g_noun
pellerin_propernoun	pellerin_propernoun
novembre_noun	novembro_noun
consolat_noun	consulado_noun
djokovic_propernoun	djokovic_propernoun
maritalment_adverb	maritalmente_adverb
mesocràtic_adjective	mesocrático_adjective
delanoë_propernoun	delanoë_propernoun
salmon_propernoun	salmon_propernoun
antes_propernoun	antes_propernoun
recreació_noun	recriação_noun
bacteri_noun	bactéria_noun
perrotta_propernoun	perrotta_propernoun
camil·lià_adjective	camiliano_adjective
conservador_adjective	conservador_adjective
patològicament_adverb	patologicamente_adverb
egiptòleg_noun	egiptólogo_noun
alpens_propernoun	alpens_propernoun
mas-arbona_propernoun	mas-arbona_propernoun
heptagonal_adjective	heptagonal_adjective
seixantè_adjective	sexagésimo_adjective
incitar_verb	incitar_verb
roda_propernoun	roda_propernoun
bengalí_adjective	bengali_adjective
sellart_propernoun	sellart_propernoun
millar_propernoun	millar_propernoun
valvar_adjective	valvar_adjective
parkes_propernoun	parkes_propernoun
griera_propernoun	griera_propernoun
indecisió_noun	indecisão_noun
waringhien_propernoun	waringhien_propernoun
