decano_noun_en	doyen_noun_es
lente_de_contacto_noun_en	lentille_de_contact_noun_es
plantear_verb_en	poser_verb_es
batir_verb_en	battre_verb_es
andriuskevicius_propernoun_en	andriuskevicius_propernoun_es
aliviar_verb_en	soulager_verb_es
paginación_noun_en	pagination_noun_es
automovilístico_adjective_en	automobile_adjective_es
sectorización_noun_en	sectorisation_noun_es
joxe_propernoun_en	joxe_propernoun_es
fuji_propernoun_en	fuji_propernoun_es
visible_adjective_en	visible_adjective_es
bono_propernoun_en	bono_propernoun_es
guardas_jurados_noun_en	agents_de_securité_privé_noun_es
solucionar_verb_en	résoudre_verb_es
fedex_propernoun_en	fedex_propernoun_es
abad_noun_en	abbé_noun_es
pho_noun_en	pho_noun_es
tierra_de_francisco_jose_propernoun_en	archipel_françois_joseph_propernoun_es
cooperación_noun_en	cooperation_noun_es
raikkonen_propernoun_en	raikkonen_propernoun_es
muela_noun_en	molaire_noun_es
en_ningún_momento_adverb_en	à_aucun_moment_adverb_es
desarrollo_noun_en	développement_noun_es
tuva_propernoun_en	touva_propernoun_es
alto_marne_propernoun_en	haute-marne_propernoun_es
aficionar_verb_en	passionner_verb_es
a_percibir_adjective_en	à_toucher_adjective_es
obligatorio_adjective_en	obligatoire_adjective_es
estéril_adjective_en	stérile_adjective_es
retoño_noun_en	rejeton_noun_es
van_propernoun_en	van_propernoun_es
discusión_noun_en	discussion_noun_es
reiterar_verb_en	réitérer_verb_es
alphonse_propernoun_en	alphonse_propernoun_es
aquello_pronoun_en	cela_pronoun_es
indochina_propernoun_en	indochine_propernoun_es
mediador_adjective_en	médiateur_adjective_es
carcasona_propernoun_en	carcassonne_propernoun_es
ladrillo_noun_en	brique_noun_es
puntero_adjective_en	meilleur_adjective_es
aiguillon_propernoun_en	aiguillon_propernoun_es
valoración_noun_en	estimation_noun_es
mar_de_siberia_oriental_propernoun_en	mer_de_sibérie_orientale_propernoun_es
biomédico_adjective_en	biomédical_adjective_es
teleproceso_noun_en	télétraitement_noun_es
parabrisas_noun_en	pare-brise_noun_es
inocuidad_noun_en	innocuité_noun_es
destacar_verb_en	souligner_verb_es
realmente_adverb_en	réellement_adverb_es
mestre_propernoun_en	mestre_propernoun_es
axila_noun_en	aisselle_noun_es
andré_propernoun_en	andré_propernoun_es
generosidad_noun_en	générosité_noun_es
jens_stoltenberg_propernoun_en	jens_stoltenberg_propernoun_es
consultor_noun_en	consultant_noun_es
fundador_noun_en	fondateur_noun_es
melun_propernoun_en	melun_propernoun_es
ademgi_noun_en	ademgi_noun_es
jones_propernoun_en	jones_propernoun_es
san_marino_propernoun_en	saint-marin_propernoun_es
infante_noun_en	infant_noun_es
checo_adjective_en	tchèque_adjective_es
germania_propernoun_en	germanie_propernoun_es
paralizar_verb_en	paralyser_verb_es
provincias_ilirias_propernoun_en	provinces_illyriennes_propernoun_es
faltar_verb_en	manquer_verb_es
irrenunciable_adjective_en	irrévocable_adjective_es
islas_molucas_propernoun_en	îles_moluques_propernoun_es
aunque_subordinatingconjunction_en	quoique_subordinatingconjunction_es
delegado_adjective_en	délégué_adjective_es
incrementar_verb_en	incrémenter_verb_es
derrape_noun_en	dérapage_noun_es
johannesburgo_propernoun_en	johannesburg_propernoun_es
horrible_adjective_en	hideux_adjective_es
burlada_propernoun_en	burlada_propernoun_es
envenenamiento_noun_en	empoisonnement_noun_es
al_corriente_adverb_en	au_courant_adverb_es
compañero_noun_en	compagnon_noun_es
edgar_allan_poe_propernoun_en	edgar_allan_poe_propernoun_es
mascota_noun_en	mascotte_noun_es
heredia_propernoun_en	heredia_propernoun_es
inquilino_adjective_en	locataire_adjective_es
manchego_noun_en	manchego_noun_es
tutera_propernoun_en	tudela_propernoun_es
riad_propernoun_en	riyad_propernoun_es
subir_verb_en	monter_verb_es
juventud_noun_en	jeunesse_noun_es
americano_noun_en	américain_noun_es
persia_propernoun_en	perse_propernoun_es
i_noun_en	i_noun_es
agitar_verb_en	affairer_verb_es
deuda_noun_en	dette_noun_es
bmw_propernoun_en	bmw_propernoun_es
contagiar_verb_en	contaminer_verb_es
angina_noun_en	angine_noun_es
martial_propernoun_en	martial_propernoun_es
variar_verb_en	varier_verb_es
institución_financiera_noun_en	institution_financière_noun_es
muñiz_propernoun_en	muñiz_propernoun_es
abdenbi_propernoun_en	abdenbi_propernoun_es
judo_noun_en	judo_noun_es
hasta_la_fecha_subordinatingconjunction_en	jusqu'à_aujourd'hui_subordinatingconjunction_es
info_noun_en	info_noun_es
postigo_propernoun_en	postigo_propernoun_es
permanecer_verb_en	demeurer_verb_es
sosegado_adjective_en	calmé_adjective_es
noel_propernoun_en	noel_propernoun_es
irritabilidad_noun_en	irritabilité_noun_es
nambaryn_enkhbayar_propernoun_en	nambaryn_enkhbayar_propernoun_es
intransigente_adjective_en	intransigeant_adjective_es
vociferación_noun_en	vocifération_noun_es
desalojar_verb_en	déloger_verb_es
islas_marianas_del_norte_propernoun_en	îles_mariannes_du_nord_propernoun_es
designar_verb_en	désigner_verb_es
volcar_en_verb_en	consacrer_à_verb_es
exclusivamente_adverb_en	exclusivement_adverb_es
feria_noun_en	foire_noun_es
ssii_noun_en	ssii_noun_es
inversamente_adverb_en	inversement_adverb_es
niebla_noun_en	embrun_noun_es
prisionero_noun_en	prisonnier_noun_es
receloso_adjective_en	zélé_adjective_es
ganancia_neta_noun_en	bénéfice_net_noun_es
robustez_noun_en	robustesse_noun_es
lucrativo_adjective_en	lucratif_adjective_es
evo_morales_propernoun_en	evo_morales_propernoun_es
cuarteto_noun_en	quatuor_noun_es
conmigo_pronoun_en	avec_moi_pronoun_es
hipótesis_noun_en	hypothèse_noun_es
mar_de_japón_propernoun_en	mer_du_japon_propernoun_es
encubrir_verb_en	celer_verb_es
cubano_adjective_en	cubain_adjective_es
alcaldesa_noun_en	mairesse_noun_es
mar_de_noruega_propernoun_en	mer_de_norvège_propernoun_es
micenas_propernoun_en	mycènes_propernoun_es
inmediatamente_adverb_en	immédiatement_adverb_es
cambiar_de_rumbo_verb_en	changer_de_cap_verb_es
ronald_venetiaan_propernoun_en	ronald_venetiaan_propernoun_es
precipicio_noun_en	précipice_noun_es
magno_adjective_en	grand_adjective_es
ajusticiar_verb_en	exécuter_verb_es
dick_propernoun_en	dick_propernoun_es
empañar_verb_en	embuer_verb_es
mediatización_noun_en	médiatisation_noun_es
alduides_propernoun_en	les_aldudes_propernoun_es
podólogo_noun_en	podologue_noun_es
gràcia_propernoun_en	gràcia_propernoun_es
armario_noun_en	armoire_noun_es
express_propernoun_en	express_propernoun_es
sofia_propernoun_en	sofia_propernoun_es
ceu_propernoun_en	cee_propernoun_es
amigo_noun_en	ami_noun_es
polen_noun_en	pollen_noun_es
vandevelde_propernoun_en	vandevelde_propernoun_es
buyumbura_propernoun_en	bujumbura_propernoun_es
izquierda_noun_en	gauche_noun_es
de_inmediato_adverb_en	immédiatement_adverb_es
knesset_propernoun_en	knesset_propernoun_es
sombrío_adjective_en	sombre_adjective_es
cuadro_noun_en	tableau_noun_es
escritura_notarial_noun_en	acte_notarié_noun_es
daniels_propernoun_en	daniels_propernoun_es
davide_propernoun_en	davide_propernoun_es
josu_propernoun_en	josu_propernoun_es
placa_noun_en	plaque_noun_es
snowboard_noun_en	snowboard_noun_es
murcia_propernoun_en	murcie_propernoun_es
lolita_propernoun_en	lolita_propernoun_es
amorebieta_propernoun_en	amorebieta_propernoun_es
renta_noun_en	rente_noun_es
abante_propernoun_en	abas_propernoun_es
zapatero_noun_en	chausseur_noun_es
sindicato_noun_en	syndicat_noun_es
antigua_propernoun_en	antigua_propernoun_es
suabia_propernoun_en	souabe_propernoun_es
ejemplo_noun_en	exemple_noun_es
considerado_como_adjective_en	censé_adjective_es
meryl_propernoun_en	meryl_propernoun_es
vilna_propernoun_en	vilnius_propernoun_es
h_noun_en	h_noun_es
extraer_verb_en	prélever_verb_es
hammurabi_propernoun_en	hammourabi_propernoun_es
cibercriminalidad_noun_en	cybercriminalité_noun_es
golpe_noun_en	coup_noun_es
finalmente_adverb_en	finalement_adverb_es
clasificación_noun_en	classement_noun_es
gotzon_propernoun_en	gotzon_propernoun_es
cuanto_adverb_en	combien_adverb_es
cuanto_relativepronoun_en	combien_relativepronoun_es
cuanto_adverb_en	combien_adverb_es
cuanto_relativepronoun_en	combien_relativepronoun_es
cuanto_adverb_en	combien_adverb_es
cuanto_relativepronoun_en	combien_relativepronoun_es
cuanto_adverb_en	combien_adverb_es
cuanto_relativepronoun_en	combien_relativepronoun_es
escrupuloso_adjective_en	scrupuleux_adjective_es
keith_propernoun_en	keith_propernoun_es
misterio_noun_en	mystère_noun_es
aparthotel_noun_en	appart-hôtel_noun_es
identificar_verb_en	identifier_verb_es
estella_propernoun_en	estella_propernoun_es
macroconcierto_noun_en	macroconcert_noun_es
finalizar_verb_en	achever_verb_es
abductor_adjective_en	abducteur_adjective_es
días_vista_noun_en	jour_noun_es
apuesta_noun_en	gageure_noun_es
monje_noun_en	moine_noun_es
loos_propernoun_en	loos_propernoun_es
amanecer_noun_en	aube_noun_es
michigan_propernoun_en	michigan_propernoun_es
ocde_propernoun_en	ocde_propernoun_es
floren_propernoun_en	floren_propernoun_es
bipolaridad_noun_en	bipolarité_noun_es
deportación_noun_en	déportation_noun_es
opacidad_noun_en	opacité_noun_es
año_noun_en	an_noun_es
paso_de_calais_propernoun_en	pas-de-calais_propernoun_es
bosque_noun_en	forêt_noun_es
ocurrir_verb_en	arriver_verb_es
almacén_noun_en	entrepôt_noun_es
guipúzcoa_propernoun_en	guipúzcoa_propernoun_es
dar_cuentas_verb_en	rendre_comptes_verb_es
gales_propernoun_en	galles_propernoun_es
de_moda_adjective_en	de_mode_adjective_es
encarnación_propernoun_en	encarnación_propernoun_es
morir_del_susto_verb_en	sauter_au_plafond_verb_es
argumento_noun_en	argument_noun_es
entre_la_espada_y_la_pared_adverb_en	dos_au_mur_adverb_es
mengual_propernoun_en	mengual_propernoun_es
netscape_propernoun_en	netscape_propernoun_es
a_franquear_en_su_destino_adverb_en	en_port_dû_adverb_es
útil_adjective_en	utile_adjective_es
arrancar_verb_en	démarrer_verb_es
mirador_noun_en	mirador_noun_es
franco_noun_en	franc_noun_es
cancún_propernoun_en	cancun_propernoun_es
tortilla_noun_en	omelette_noun_es
líquido_noun_en	liquide_noun_es
prisa_noun_en	hâte_noun_es
aventajado_adjective_en	remarquable_adjective_es
marie-noël_propernoun_en	marie-noël_propernoun_es
simplificación_noun_en	simplification_noun_es
abrazo_noun_en	embrassade_noun_es
zócalo_noun_en	socket_noun_es
atrevido_adjective_en	osé_adjective_es
pompeya_propernoun_en	pompéi_propernoun_es
viceconsejero_noun_en	vice-conseiller_noun_es
jueves_noun_en	jeudi_noun_es
aparecer_verb_en	paraître_verb_es
ganadería_noun_en	élevage_noun_es
pago_noun_en	paiement_noun_es
diferencial_adjective_en	distinctif_adjective_es
parafinanciero_adjective_en	parafinancier_adjective_es
brote_noun_en	pousse_noun_es
canapé_noun_en	canapé_noun_es
superficial_adjective_en	superficiel_adjective_es
surgir_verb_en	surgir_verb_es
tejanos_noun_en	jean_noun_es
arenaza_propernoun_en	arenaza_propernoun_es
incertidumbre_noun_en	incertitude_noun_es
predicación_noun_en	prédication_noun_es
alameda_noun_en	peupleraie_noun_es
retirar_verb_en	retirer_verb_es
simpatía_noun_en	sympathie_noun_es
xiii_numeral_en	xiii_numeral_es
actium_propernoun_en	bataille_d'actium_propernoun_es
atica_propernoun_en	attiki_propernoun_es
lendrera_noun_en	peigne_fin_noun_es
artxanda_propernoun_en	artxanda_propernoun_es
brocheta_noun_en	brochette_noun_es
chaves_propernoun_en	chaves_propernoun_es
catalogar_verb_en	cataloguer_verb_es
edredón_nórdico_noun_en	couette_noun_es
pierre_propernoun_en	pierre_propernoun_es
olmo_propernoun_en	olmo_propernoun_es
amablemente_adverb_en	aimablement_adverb_es
mutilva_alta_propernoun_en	mutilva_alta_propernoun_es
orden_del_día_noun_en	ordre_du_jour_noun_es
así_sucesivamente_adverb_en	ainsi_de_suite_adverb_es
caprichoso_adjective_en	capricieux_adjective_es
informativo_adjective_en	informatif_adjective_es
apelar_verb_en	faire_appel_verb_es
sin_perjuicio_de_tercero_adverb_en	sans_préjudice_des_tiers_adverb_es
esposo_noun_en	époux_noun_es
orientar_verb_en	axer_verb_es
agonía_noun_en	agonie_noun_es
nicolás_propernoun_en	nicolás_propernoun_es
borbones_propernoun_en	bourbons_propernoun_es
adelantar_verb_en	avancer_verb_es
zapater_propernoun_en	zapater_propernoun_es
artaud_propernoun_en	artaud_propernoun_es
lobato_propernoun_en	lobato_propernoun_es
juan_propernoun_en	juan_propernoun_es
daniele_propernoun_en	daniele_propernoun_es
compartir_verb_en	partager_verb_es
albelda_propernoun_en	albelda_propernoun_es
zen_adjective_en	zen_adjective_es
aire_noun_en	air_noun_es
procreación_noun_en	procréation_noun_es
enser_noun_en	ustensile_noun_es
n_noun_en	n_noun_es
disminución_noun_en	diminution_noun_es
condenable_adjective_en	passible_adjective_es
preferible_adjective_en	préférable_adjective_es
por_falta_de_preposition_en	faute_de_preposition_es
expectación_noun_en	intérêt_noun_es
gesticulación_noun_en	gesticulation_noun_es
alte_noun_en	alte_noun_es
adaptabilidad_noun_en	adaptabilité_noun_es
islas_chafarinas_propernoun_en	îles_zaffarines_propernoun_es
por_hache_o_por_be_adverb_en	pour_une_raison_x_ou_y_adverb_es
autoritario_adjective_en	autoritaire_adjective_es
secuela_noun_en	séquelle_noun_es
sustracción_noun_en	soustraction_noun_es
eleka_propernoun_en	eleka_propernoun_es
klarsfeld_propernoun_en	klarsfeld_propernoun_es
severamente_adverb_en	sévèrement_adverb_es
hecatombe_noun_en	hécatombe_noun_es
músico_noun_en	musicien_noun_es
mollerussa_propernoun_en	mollerussa_propernoun_es
estimación_noun_en	estimation_noun_es
hambre_noun_en	faim_noun_es
a_instancias_de_preposition_en	sur_la_rêquete_de_preposition_es
en_otro_lugar_adverb_en	ailleurs_adverb_es
acebo_propernoun_en	acebo_propernoun_es
solberg_propernoun_en	solberg_propernoun_es
dentro_de_pocos_días_adverb_en	dans_peu_de_jours_adverb_es
botella_noun_en	bouteille_noun_es
grégoire_propernoun_en	grégoire_propernoun_es
ilegitimidad_noun_en	illégitimité_noun_es
palma_de_mallorca_propernoun_en	palma_de_majorque_propernoun_es
txanpa_noun_en	ligne_droite_noun_es
contar_verb_en	conter_verb_es
fundación_noun_en	fondation_noun_es
noventa_y_cinco_numeral_en	quatre-vingt-quinze_numeral_es
carolinas_propernoun_en	carolines_propernoun_es
lazkano_propernoun_en	lazkano_propernoun_es
esto_pronoun_en	ceci_pronoun_es
radical_adjective_en	radical_adjective_es
moumen_propernoun_en	moumen_propernoun_es
sable_noun_en	sabre_noun_es
rony_propernoun_en	rony_propernoun_es
cocina_noun_en	cuisine_noun_es
saludo_noun_en	bonjour_noun_es
trigo_noun_en	froment_noun_es
cerca_adverb_en	à_coté_adverb_es
salerno_propernoun_en	salerne_propernoun_es
cantera_noun_en	carrière_noun_es
matahari_putra_prima_propernoun_en	matahari_putra_prima_propernoun_es
jesus_propernoun_en	jesus_propernoun_es
corm_propernoun_en	corm_propernoun_es
cañón_noun_en	canon_noun_es
ejecutar_verb_en	exécuter_verb_es
desquite_noun_en	revanche_noun_es
bélgica_propernoun_en	belgique_propernoun_es
arriesgar_el_pellejo_verb_en	risquer_sa_tête_verb_es
invitar_verb_en	inviter_verb_es
ni_coordinatingconjunction_en	ni_coordinatingconjunction_es
accocceberry_propernoun_en	accocceberry_propernoun_es
residencial_adjective_en	résidentiel_adjective_es
américas_propernoun_en	amériques_propernoun_es
contrato_de_compromiso_noun_en	contrat_d'engagement_noun_es
eddie_fenech_adami_propernoun_en	edward_fenech_adami_propernoun_es
unanue_propernoun_en	unanue_propernoun_es
intxaurrondo_propernoun_en	intxaurrondo_propernoun_es
restante_adjective_en	restant_adjective_es
prescindir_de_verb_en	faire_abstraction_de_verb_es
gary_propernoun_en	gary_propernoun_es
xx_adjective_en	xxème_adjective_es
dirección_noun_en	direction_noun_es
creciente_adjective_en	croissant_adjective_es
revalorización_noun_en	revalorisation_noun_es
taladro_noun_en	perce_noun_es
cortina_noun_en	rideau_noun_es
sobretensión_noun_en	surtension_noun_es
sobrio_adjective_en	sobre_adjective_es
disfrutar_verb_en	amuser_verb_es
cuota_inicial_noun_en	acompte_noun_es
minorar_verb_en	diminuer_verb_es
estado_de_la_ciudad_del_vaticano_propernoun_en	état_de_la_cité_du_vatican_propernoun_es
shoah_propernoun_en	shoah_propernoun_es
código_de_cuenta_noun_en	identification_du_compte_noun_es
yenisei_propernoun_en	ienisseï_propernoun_es
girasol_noun_en	tournesol_noun_es
psiquiatra_noun_en	psychiatre_noun_es
barrika_propernoun_en	barrika_propernoun_es
desmarest_propernoun_en	desmarest_propernoun_es
brno_propernoun_en	brno_propernoun_es
marginal_adjective_en	marginal_adjective_es
competitividad_noun_en	compétitivité_noun_es
delegar_verb_en	mandater_verb_es
pino_noun_en	pin_noun_es
durante_preposition_en	lors_de_preposition_es
zumaiako_arraun_elkartea_propernoun_en	club_de_rame_de_zumaia_propernoun_es
madre_noun_en	mère_noun_es
monumento_noun_en	monument_noun_es
enladrillar_verb_en	daller_verb_es
astrakan_propernoun_en	astrakhan_propernoun_es
general_adjective_en	général_adjective_es
vetar_verb_en	mettre_son_veto_à_verb_es
oportuno_adjective_en	opportun_adjective_es
histocell_propernoun_en	histocell_propernoun_es
resolver_a_favor_verb_en	trancher_en_faveur_verb_es
angers_propernoun_en	angers_propernoun_es
barcelona_propernoun_en	barcelone_propernoun_es
divisa_noun_en	devise_noun_es
remesa_de_efectos_noun_en	livraison_d'effets_noun_es
sin_tapujos_adverb_en	sans_faire_de_mystères_adverb_es
veintitrés_numeral_en	vingt-trois_numeral_es
minnesota_propernoun_en	minnesota_propernoun_es
arcas_propernoun_en	arcas_propernoun_es
aji_noun_en	aji_noun_es
aland_propernoun_en	aland_propernoun_es
urzúa_propernoun_en	urzúa_propernoun_es
postración_noun_en	prostration_noun_es
prevalecer_verb_en	primer_verb_es
cada_vez_más_subordinatingconjunction_en	de_plus_en_plus_subordinatingconjunction_es
muchedumbre_noun_en	foule_noun_es
estar_con_un_pie_en_el_aire_verb_en	branler_dans_le_manche_verb_es
fernando_álvarez_de_toledo_propernoun_en	fernando_alvarez_de_tolède_propernoun_es
izaite_propernoun_en	izaite_propernoun_es
nueva_castilla_propernoun_en	nouvelle-castille_propernoun_es
función_noun_en	fonction_noun_es
de_la_rua_propernoun_en	de_la_rua_propernoun_es
azkarraga_propernoun_en	azkarraga_propernoun_es
así_adverb_en	ainsi_adverb_es
con_una_longitud_de_preposition_en	long_de_preposition_es
exento_adjective_en	exonéré_adjective_es
reparación_noun_en	réparation_noun_es
pago_pago_propernoun_en	fagatogo_propernoun_es
burguesía_noun_en	bourgeoisie_noun_es
sintaxis_noun_en	syntaxe_noun_es
proyectar_verb_en	projeter_verb_es
salida_noun_en	départ_noun_es
ficticio_adjective_en	fictif_adjective_es
tanto_por_ciento_noun_en	pourcentage_noun_es
traumatismo_noun_en	traumatisme_noun_es
reapertura_noun_en	réouverture_noun_es
titular_adjective_en	titulaire_adjective_es
en_altas_esferas_adverb_en	en_haut_lieu_adverb_es
gascuña_propernoun_en	gascogne_propernoun_es
etanol_noun_en	éthanol_noun_es
degustar_verb_en	déguster_verb_es
estadio_noun_en	stade_noun_es
cursor_noun_en	curseur_noun_es
pertenecer_verb_en	appartenir_verb_es
ingenio_noun_en	génie_noun_es
rito_noun_en	rite_noun_es
conllevar_verb_en	comporter_verb_es
cécilia_propernoun_en	cécilia_propernoun_es
plancton_noun_en	plancton_noun_es
buen_tiempo_adverb_en	beau_temps_adverb_es
cita_noun_en	rendez-vous_noun_es
agasajo_noun_en	prévenance_noun_es
montenegro_propernoun_en	monténégro_propernoun_es
resonancia_noun_en	retentissement_noun_es
tenedor_noun_en	fourchette_noun_es
macua_propernoun_en	macua_propernoun_es
devolución_noun_en	renvoi_noun_es
antepuesto_adjective_en	antéposé_adjective_es
yate_noun_en	yacht_noun_es
desnudo_adjective_en	nu_adjective_es
carmona_propernoun_en	carmona_propernoun_es
demostrativo_adjective_en	démonstratif_adjective_es
poligamia_noun_en	polygamie_noun_es
rothen_propernoun_en	rothen_propernoun_es
laicismo_noun_en	laïcisme_noun_es
infiel_adjective_en	infidèle_adjective_es
accent_propernoun_en	accent_propernoun_es
provisional_adjective_en	provisoire_adjective_es
medvédev_propernoun_en	medvedev_propernoun_es
emblemático_adjective_en	emblématique_adjective_es
antepasado_noun_en	ancêtre_noun_es
air_propernoun_en	air_propernoun_es
durante_este_tiempo_subordinatingconjunction_en	pendant_ce_temps_subordinatingconjunction_es
aner_propernoun_en	aner_propernoun_es
aldunate_propernoun_en	aldunate_propernoun_es
nuez_noun_en	noix_noun_es
software_noun_en	logiciel_noun_es
urbanismo_noun_en	urbanisme_noun_es
aernouts_propernoun_en	aernouts_propernoun_es
islandés_adjective_en	islandais_adjective_es
intérlope_adjective_en	interlope_adjective_es
aloze_ziboze_onizegaine_propernoun_en	alos_sibas_abense_propernoun_es
municipalidad_noun_en	municipalité_noun_es
ironía_noun_en	ironie_noun_es
ascendiente_adjective_en	ascendant_adjective_es
mireia_propernoun_en	mireia_propernoun_es
llegar_al_tobillo_verb_en	arriver_à_la_cheville_verb_es
fijar_verb_en	fixer_verb_es
placer_noun_en	plaisir_noun_es
miconos_propernoun_en	mykonos_propernoun_es
fascinar_verb_en	fasciner_verb_es
ump_propernoun_en	ump_propernoun_es
agradecimiento_noun_en	reconnaissance_noun_es
detectar_verb_en	détecter_verb_es
amadeo_de_saboya_propernoun_en	amédée_de_savoie_propernoun_es
congruente_adjective_en	congruent_adjective_es
catalán_adjective_en	catalan_adjective_es
admisible_adjective_en	admissible_adjective_es
claire_propernoun_en	claire_propernoun_es
superioridad_noun_en	supériorité_noun_es
unix_propernoun_en	unix_propernoun_es
comprar_verb_en	acheter_verb_es
quinquenal_adjective_en	quinquennal_adjective_es
caminar_verb_en	cheminer_verb_es
oiartzun_propernoun_en	oiartzun_propernoun_es
zapato_noun_en	soulier_noun_es
respecto_a_preposition_en	à_l'égard_de_preposition_es
villarreal_propernoun_en	vila-real_propernoun_es
miserable_adjective_en	misérable_adjective_es
focus_propernoun_en	focus_propernoun_es
reajuste_noun_en	réaménagement_noun_es
aix-en-provence_propernoun_en	aix-en-provence_propernoun_es
beauvais_propernoun_en	beauvais_propernoun_es
quevedo_propernoun_en	quevedo_propernoun_es
invierno_noun_en	hiver_noun_es
cuantía_noun_en	quantité_noun_es
terrestre_adjective_en	terrestre_adjective_es
zeta_propernoun_en	zeta_propernoun_es
arrestar_verb_en	arrêter_verb_es
corto_adjective_en	court_adjective_es
exacto_adjective_en	exact_adjective_es
divisar_verb_en	apercevoir_verb_es
franco_condado_propernoun_en	franche-comté_propernoun_es
ametralladora_noun_en	mitrailleuse_noun_es
reunión_noun_en	réunion_noun_es
secularización_noun_en	sécularisation_noun_es
prodi_propernoun_en	prodi_propernoun_es
viabilidad_noun_en	faisabilité_noun_es
acasiete_propernoun_en	acasiete_propernoun_es
nilo_blanco_propernoun_en	nil_blanc_propernoun_es
marcelo_propernoun_en	marcelo_propernoun_es
mercantil_adjective_en	mercantile_adjective_es
julia_propernoun_en	julia_propernoun_es
de_ninguna_de_las_maneras_adverb_en	en_aucun_cas_adverb_es
dirigente_noun_en	cadre_noun_es
haimar_propernoun_en	haimar_propernoun_es
nápoles_propernoun_en	naples_propernoun_es
veinte_numeral_en	vingt_numeral_es
jurado_noun_en	jury_noun_es
patente_adjective_en	patent_adjective_es
macao_propernoun_en	macao_propernoun_es
cuenta_acreedora_noun_en	compte_créditeur_noun_es
numancia_propernoun_en	numancia_propernoun_es
sustituir_verb_en	substituer_verb_es
nueva_granada_propernoun_en	nouvelle-grenade_propernoun_es
simulador_noun_en	simulateur_noun_es
abovedado_adjective_en	voûté_adjective_es
gómez_propernoun_en	gómez_propernoun_es
albuquerque_propernoun_en	albuquerque_propernoun_es
profanación_noun_en	profanation_noun_es
racial_adjective_en	racial_adjective_es
aoste_propernoun_en	aoste_propernoun_es
sharon_propernoun_en	sharon_propernoun_es
contradicción_noun_en	contradiction_noun_es
ain_propernoun_en	ain_propernoun_es
explotable_adjective_en	exploitable_adjective_es
umbral_noun_en	seuil_noun_es
oriente_noun_en	orient_noun_es
maiza_propernoun_en	maiza_propernoun_es
sustancia_noun_en	substance_noun_es
bética_propernoun_en	bétique_propernoun_es
arrepentimiento_noun_en	regret_noun_es
debatir_verb_en	débattre_verb_es
cruce_noun_en	croisée_noun_es
desgravación_noun_en	dégrèvement_noun_es
iu_noun_en	iu_noun_es
colmenar_propernoun_en	colmenar_propernoun_es
suizo_francófono_noun_en	romand_noun_es
coordinación_noun_en	coordination_noun_es
antoñito_propernoun_en	antoñito_propernoun_es
michel_propernoun_en	michel_propernoun_es
asier_propernoun_en	asier_propernoun_es
faceta_noun_en	facette_noun_es
ajaccio_propernoun_en	ajaccio_propernoun_es
aveiro_propernoun_en	aveiro_propernoun_es
mary_mcaleese_propernoun_en	mary_mcaleese_propernoun_es
en_metálico_adverb_en	en_espèces_adverb_es
hans_propernoun_en	hans_propernoun_es
honorarios_noun_en	honoraires_noun_es
entidad_pagadora_noun_en	organisme_payeur_noun_es
sorprendente_adjective_en	étonnant_adjective_es
evgeni_propernoun_en	evgeni_propernoun_es
protagonismo_noun_en	rôle_principal_noun_es
expoliación_noun_en	spoliation_noun_es
pintar_verb_en	peindre_verb_es
ciudadanía_noun_en	citoyenneté_noun_es
consecuentemente_adverb_en	en_conséquence_adverb_es
voltaje_noun_en	voltage_noun_es
calle_noun_en	rue_noun_es
auchan_propernoun_en	auchan_propernoun_es
ingresar_en_prisión_verb_en	aller_en_prison_verb_es
weis_propernoun_en	weis_propernoun_es
moreni_propernoun_en	moreni_propernoun_es
dietas_noun_en	indemnités_noun_es
dueño_noun_en	propriétaire_noun_es
felip_propernoun_en	felip_propernoun_es
bakú_propernoun_en	bakou_propernoun_es
aclamación_noun_en	acclamation_noun_es
incoar_verb_en	entamer_verb_es
gris_noun_en	gris_noun_es
omar_al-bachir_propernoun_en	omar_al-bachir_propernoun_es
treinta_y_nueve_numeral_en	trente-neuf_numeral_es
delante_de_preposition_en	devant_preposition_es
viñedo_noun_en	vignoble_noun_es
minoría_de_edad_noun_en	minorité_noun_es
perversión_noun_en	perversion_noun_es
dimensión_noun_en	dimension_noun_es
enlazar_verb_en	raccorder_verb_es
prudente_adjective_en	sage_adjective_es
vértigo_noun_en	vertige_noun_es
txupinazo_noun_en	coup_de_feu_noun_es
alkorta_propernoun_en	alkorta_propernoun_es
estanislao_propernoun_en	estanislao_propernoun_es
veneno_noun_en	poison_noun_es
galia_propernoun_en	gaule_propernoun_es
korff_propernoun_en	korff_propernoun_es
apetecible_adjective_en	appétissant_adjective_es
scott_propernoun_en	scott_propernoun_es
comando_noun_en	commando_noun_es
vincent_propernoun_en	vincent_propernoun_es
quinteto_noun_en	quintette_noun_es
principesco_adjective_en	princier_adjective_es
huracán_noun_en	ouragan_noun_es
comercio_noun_en	commerce_noun_es
coronar_verb_en	couronner_verb_es
recoger_verb_en	recueillir_verb_es
callejón_noun_en	ruelle_noun_es
para_que_así_conste_subordinatingconjunction_en	dont_acte_subordinatingconjunction_es
trinidad_noun_en	trinité_noun_es
recado_noun_en	commission_noun_es
cuadrar_verb_en	cadrer_verb_es
prohibición_noun_en	prohibition_noun_es
dow_jones_propernoun_en	dow_jones_propernoun_es
subterráneo_adjective_en	souterrain_adjective_es
geográfico_adjective_en	géographique_adjective_es
haber_una_pega_verb_en	avoir_un_os_verb_es
