waiting-for_preposition_en	esperando-a_preposition_es
unobserved_adjective_en	desapercibido_adjective_es
case_noun_en	argumento_noun_es
immediately_adverb_en	enseguida_adverb_es
palatal_adjective_en	palatal_adjective_es
herman_propernoun_en	herman_propernoun_es
granvia_propernoun_en	granvia_propernoun_es
dental_adjective_en	dental_adjective_es
oceanic_adjective_en	oceánico_adjective_es
broiler_noun_en	parrilla_noun_es
the-next-winter_adverb_en	el-próximo-invierno_adverb_es
similar_adjective_en	semejante_adjective_es
wearily_adverb_en	cansadamente_adverb_es
violoncello_noun_en	violonchelo_noun_es
pederast_noun_en	pederasta_noun_es
in-shape_adverb_en	en-forma_adverb_es
have-common-sense_verb_en	tener-dos-dedos-de-frente_verb_es
compression_noun_en	compresión_noun_es
stab_verb_en	acuchillar_verb_es
question_noun_en	cuestión_noun_es
west-ham_propernoun_en	west-ham_propernoun_es
wash_verb_en	fregar_verb_es
alert_verb_en	alertar_verb_es
disappointment_noun_en	desengaño_noun_es
bin_noun_en	cubo_noun_es
palestinian_adjective_en	palestino_adjective_es
mediocre_adjective_en	mediocre_adjective_es
bizarre_adjective_en	extraño_adjective_es
driving-mirror_noun_en	retrovisor_noun_es
hawking_noun_en	venta-callejera_noun_es
clockwise_adverb_en	en-el-sentido-de-las-agujas-del-reloj_adverb_es
archbishopric_noun_en	arzobispado_noun_es
roguski_propernoun_en	roguski_propernoun_es
burkina-faso_propernoun_en	burkina-faso_propernoun_es
hatred_noun_en	aversión_noun_es
barcelona_propernoun_en	barcelona_propernoun_es
tongue_noun_en	lengua_noun_es
concello-de-boiro_propernoun_en	concello-de-boiro_propernoun_es
refrain_verb_en	refrenar_verb_es
anti-tank_adjective_en	contracarro_adjective_es
maid_noun_en	sirvienta_noun_es
la-palma_propernoun_en	la-palma_propernoun_es
warn_verb_en	avisar_verb_es
general-staff_propernoun_en	plana-mayor_propernoun_es
cephalalgia_noun_en	cefalalgia_noun_es
foreign-office_noun_en	ministerio-de-asuntos-exteriores_noun_es
taxi_noun_en	taxi_noun_es
guide_noun_en	lazarillo_noun_es
crisis_noun_en	crisis_noun_es
arkansas_propernoun_en	arkansas_propernoun_es
autonomy_noun_en	autonomía_noun_es
that_pronoun_en	aquel_pronoun_es
that_determiner_en	aquel_determiner_es
that_determiner_en	aquel_determiner_es
that_pronoun_en	aquel_pronoun_es
that_demonstrativepronoun_en	aquel_demonstrativepronoun_es
that_determiner_en	aquel_determiner_es
overrun_verb_en	invadir_verb_es
as-if_subordinatingconjunction_en	como-si_subordinatingconjunction_es
world-health-organisation_propernoun_en	organización-mundial-de-la-salud_propernoun_es
taenia_noun_en	tenia_noun_es
ebola_noun_en	ébola_noun_es
help_noun_en	ayuda_noun_es
vocabulary_noun_en	vocabulario_noun_es
but-at-the-same-time_adverb_en	pero-al-mismo-tiempo_adverb_es
funnel_noun_en	chimenea_noun_es
littoral_adjective_en	litoral_adjective_es
duration_noun_en	duración_noun_es
saving_noun_en	ahorro_noun_es
kirchhoff_propernoun_en	kirchhoff_propernoun_es
depend-upon_verb_en	depender-de_verb_es
several_pronoun_en	muchos_pronoun_es
toward_preposition_en	hacia_preposition_es
self-esteem_noun_en	autoestima_noun_es
abundantly_adverb_en	abundantemente_adverb_es
census_noun_en	censo_noun_es
eloquence_noun_en	elocuencia_noun_es
saw_verb_en	serrar_verb_es
tribal_adjective_en	tribal_adjective_es
tooth_noun_en	diente_noun_es
insubordination_noun_en	insubordinación_noun_es
hinder_verb_en	entrabar_verb_es
tempo_noun_en	tempo_noun_es
sociobiology_noun_en	sociobiología_noun_es
vocalist_noun_en	vocalista_noun_es
ordinal_noun_en	ordinal_noun_es
casting-director_noun_en	director-de-casting_noun_es
cuban_adjective_en	cubano_adjective_es
funnily_adverb_en	chistosamente_adverb_es
lyricism_noun_en	lirismo_noun_es
commitment_noun_en	compromiso_noun_es
trascasa_propernoun_en	trascasa_propernoun_es
sacramental_adjective_en	sacramental_adjective_es
bug_noun_en	bug_noun_es
with-nothing-further-to-add_subordinatingconjunction_en	sin-otro-particular_subordinatingconjunction_es
levy_verb_en	levar_verb_es
roll_noun_en	rollo_noun_es
turnout_noun_en	concurrencia_noun_es
phonogram_noun_en	fonograma_noun_es
adulterous_adjective_en	adúltero_adjective_es
rifle_noun_en	fusil_noun_es
infer_verb_en	inferir_verb_es
be-supported-by_verb_en	mantenerse-con_verb_es
manager_noun_en	gerente_noun_es
ethically_adverb_en	éticamente_adverb_es
granary_noun_en	granero_noun_es
sheik_noun_en	jeque_noun_es
to-no-effect_adverb_en	inútilmente_adverb_es
suitable-event_noun_en	acontecimiento-idóneo_noun_es
fire_noun_en	incendio_noun_es
bunkhouse_noun_en	barracón_noun_es
link_noun_en	enlace_noun_es
mane_noun_en	cabellera_noun_es
absent_adjective_en	ausente_adjective_es
like-clockwork_adverb_en	como-un-reloj_adverb_es
paisley_propernoun_en	paisley_propernoun_es
cod-liver-oil_noun_en	aceite-de-hígado-de-bacalao_noun_es
orography_noun_en	orografía_noun_es
but-rather_coordinatingconjunction_en	sino_coordinatingconjunction_es
leo-xii_propernoun_en	león-xii_propernoun_es
bicameralism_noun_en	bicameralismo_noun_es
diligent_adjective_en	diligente_adjective_es
fragic_adjective_en	frágico_adjective_es
feudal_adjective_en	feudal_adjective_es
how-much_pronoun_en	cuánto_pronoun_es
how-much_determiner_en	cuánto_determiner_es
how-much_determiner_en	cuánto_determiner_es
how-much_interrogativepronoun_en	cuánto_interrogativepronoun_es
how-much_adjective_en	cuánto_adjective_es
how-much_adverb_en	cuánto_adverb_es
how-much_pronoun_en	cuánto_pronoun_es
how-much_determiner_en	cuánto_determiner_es
how-much_interrogativepronoun_en	cuánto_interrogativepronoun_es
forest-defense_noun_en	defensa-forestal_noun_es
tennis-tournament_noun_en	torneo-de-tenis_noun_es
meteor_noun_en	meteoro_noun_es
once-in-a-blue-moon_adverb_en	de-higos-a-brevas_adverb_es
peculiarity_noun_en	particularidad_noun_es
mike_propernoun_en	mike_propernoun_es
brackish_adjective_en	salobre_adjective_es
desktop-computer_noun_en	ordenador-de-sobremesa_noun_es
distribution_noun_en	disposición_noun_es
dissonant_adjective_en	disonante_adjective_es
military_noun_en	ejército_noun_es
otorhinolaryngology_noun_en	otorrinolaringología_noun_es
cheesy_adjective_en	caseoso_adjective_es
videography_noun_en	videografía_noun_es
keep-growing_verb_en	seguir-creciendo_verb_es
whither_adverb_en	dónde_adverb_es
whither_interrogativepronoun_en	dónde_interrogativepronoun_es
rewriting_noun_en	reescritura_noun_es
on-the-verge-of-tears_adverb_en	al-borde-de-las-lágrimas_adverb_es
psychotecnics_noun_en	psicotecnia_noun_es
twilight_noun_en	crepúsculo_noun_es
big-hearted_adjective_en	generoso_adjective_es
ventricle_noun_en	ventrículo_noun_es
without-sense_adjective_en	sin-sentido_adjective_es
doctor_noun_en	médico_noun_es
population_noun_en	población_noun_es
expose_verb_en	desenmascarar_verb_es
fighter_noun_en	luchador_noun_es
relativistic_adjective_en	relativista_adjective_es
next-year_adverb_en	año-que-viene_adverb_es
tablet_noun_en	tableta_noun_es
isogamy_noun_en	isogamia_noun_es
plectrum_noun_en	plectro_noun_es
deliberation_noun_en	deliberación_noun_es
pupil_noun_en	alumno_noun_es
whiting_noun_en	bacaladilla_noun_es
chair_noun_en	cátedra_noun_es
radio_noun_en	radio_noun_es
bromide_noun_en	bromuro_noun_es
receipt_noun_en	tique-de-compra_noun_es
utilitarism_noun_en	utilitarismo_noun_es
worth_noun_en	valor_noun_es
togo_propernoun_en	togo_propernoun_es
insurance-agent_noun_en	agente-de-seguros_noun_es
advent_noun_en	advenimiento_noun_es
chessboard_noun_en	tablero-de-ajedrez_noun_es
sql-server_propernoun_en	sql-server_propernoun_es
corolla_noun_en	corola_noun_es
indifference_noun_en	indiferencia_noun_es
agitation_noun_en	agitación_noun_es
oxide_noun_en	óxido_noun_es
bisect_verb_en	bisecar_verb_es
conceptualise_verb_en	conceptualizar_verb_es
dissolve-into-tears_verb_en	anegarse-en-llanto_verb_es
bib_noun_en	babero_noun_es
timer_noun_en	temporizador_noun_es
awaken_verb_en	despertar_verb_es
prison_noun_en	cárcel_noun_es
spawn_verb_en	desovar_verb_es
20th-century-fox_propernoun_en	20th-century-fox_propernoun_es
geography_noun_en	geografía_noun_es
cast_noun_en	reparto_noun_es
superlative_noun_en	superlativo_noun_es
meteorology_noun_en	meteorología_noun_es
the-sun_propernoun_en	the-sun_propernoun_es
prick-up-its-ears_verb_en	aguzar-el-oído_verb_es
poll_noun_en	sondeo_noun_es
decorum_noun_en	decoro_noun_es
futile_adjective_en	vano_adjective_es
incommutable_adjective_en	inconmutable_adjective_es
concierge_noun_en	conserje_noun_es
transgression_noun_en	transgresión_noun_es
correction_noun_en	corrección_noun_es
be-left-behind_verb_en	quedar-rezagada_verb_es
podiatry_noun_en	podología_noun_es
numerator_noun_en	numerador_noun_es
chemometrics_noun_en	quimiometría_noun_es
anon_adverb_en	luego_adverb_es
john-the-baptist_propernoun_en	juan-el-bautista_propernoun_es
high-court_noun_en	tribunal-supremo_noun_es
stagnation_noun_en	estancamiento_noun_es
technoenvironmental_adjective_en	tecnoambientale_adjective_es
emigration_noun_en	emigración_noun_es
reduce_verb_en	aminorar_verb_es
deformation_noun_en	deformación_noun_es
dot-the-i's-and-cross-the-t's_verb_en	poner-los-puntos-sobre-las-íes_verb_es
first-and-foremost_adverb_en	en-primer-lugar_adverb_es
show-up_verb_en	aparecer_verb_es
week-in-week-out_adverb_en	continuamente_adverb_es
horse-riding_noun_en	equitación_noun_es
lint_noun_en	pelusa_noun_es
verifiable_adjective_en	verificable_adjective_es
javier_propernoun_en	javier_propernoun_es
inwards_adverb_en	hacia-adentro_adverb_es
stroke_noun_en	ataque_noun_es
goal_noun_en	objetivo_noun_es
moderate_verb_en	moderar_verb_es
haze_noun_en	calima_noun_es
small_interrogativepronoun_en	menudo_interrogativepronoun_es
monarchist_adjective_en	monárquico_adjective_es
fox_propernoun_en	fox_propernoun_es
monomer_noun_en	monómero_noun_es
tertiary_adjective_en	terciario_adjective_es
lift_noun_en	ascensor_noun_es
diocese_noun_en	diócesis_noun_es
violently_adverb_en	apresivamente_adverb_es
degree_noun_en	título_noun_es
guide_noun_en	guía_noun_es
editorialist_noun_en	editorialista_noun_es
ampere_noun_en	amperio_noun_es
traumatic_adjective_en	traumático_adjective_es
likely_adverb_en	probablemente_adverb_es
apologia_noun_en	apología_noun_es
carnality_noun_en	carnalidad_noun_es
originally_adverb_en	originalmente_adverb_es
defeated_adjective_en	vencido_adjective_es
shatter_verb_en	destrozar_verb_es
sorry_adjective_en	triste_adjective_es
pretty_adverb_en	bastante_adverb_es
least_adverb_en	menos_adverb_es
machine-gun_noun_en	ametralladora_noun_es
be-hesitant_verb_en	estar-entre-pinto-y-valdemoro_verb_es
less-than-ever_adverb_en	menos-que-nunca_adverb_es
give-up-smoking_verb_en	dejar-de-fumar_verb_es
mccreedy_propernoun_en	mccreedy_propernoun_es
fluid_noun_en	fluido_noun_es
rico_propernoun_en	rico_propernoun_es
multimedia_adjective_en	multimedia_adjective_es
veto_noun_en	veto_noun_es
yearning_noun_en	anhelo_noun_es
unquestionably_adverb_en	indiscutiblemente_adverb_es
bind_verb_en	trincar_verb_es
ministry-responsible-for-public-works_noun_en	ministerio-de-fomento_noun_es
pledgable_adjective_en	pignorable_adjective_es
round_preposition_en	alrededor-de_preposition_es
almost-as-long-as_subordinatingconjunction_en	casi-tanto-como_subordinatingconjunction_es
hydrography_noun_en	hidrografía_noun_es
poveda_propernoun_en	poveda_propernoun_es
compass_noun_en	brújula_noun_es
abdominal_adjective_en	abdominal_adjective_es
defence-staff_propernoun_en	estado-mayor-de-la-defensa_propernoun_es
ten_numeral_en	diez_numeral_es
megakaryocyte_noun_en	megacariocito_noun_es
besides-that_adverb_en	además-de-eso_adverb_es
dry_adjective_en	seco_adjective_es
pasqual_propernoun_en	pasqual_propernoun_es
start_noun_en	largada_noun_es
intermediation_noun_en	intermediación_noun_es
check_noun_en	jaque_noun_es
burn_verb_en	abrasar_verb_es
increasingly_adverb_en	cada-vez-más_adverb_es
science-association_noun_en	asociación-científica_noun_es
thither_adverb_en	allá_adverb_es
ballast_noun_en	lastre_noun_es
clap_noun_en	aplauso_noun_es
schedule_verb_en	planificar_verb_es
postponement_noun_en	aplazamiento_noun_es
abertal_propernoun_en	abertal_propernoun_es
decalogue_noun_en	decálogo_noun_es
chorister_noun_en	corista_noun_es
inviolability_noun_en	inviolabilidad_noun_es
ordizia_propernoun_en	ordizia_propernoun_es
frenchman_noun_en	galo_noun_es
attentive_adjective_en	atento_adjective_es
blunt_adjective_en	romo_adjective_es
description_noun_en	descripción_noun_es
cruise_noun_en	crucero_noun_es
mexican_noun_en	mexicano_noun_es
in-this-regard_subordinatingconjunction_en	al-respecto_subordinatingconjunction_es
frosty_adjective_en	escarchado_adjective_es
membrane_noun_en	membrana_noun_es
dramatisation_noun_en	dramatización_noun_es
angora_noun_en	angora_noun_es
frightful_adjective_en	espantoso_adjective_es
bergson_propernoun_en	bergson_propernoun_es
donal_propernoun_en	donal_propernoun_es
contingency-fund_noun_en	fondo-para-imprevistos_noun_es
nightclub_noun_en	cabaret_noun_es
walk-forwards_verb_en	caminar-de-frente_verb_es
ethmoidal_adjective_en	etmoidal_adjective_es
slang_noun_en	argot_noun_es
prolix_adjective_en	prolijo_adjective_es
hydrographic_adjective_en	hidrográfico_adjective_es
theban_adjective_en	tebano_adjective_es
populist_adjective_en	populista_adjective_es
defraud_verb_en	defraudar_verb_es
operation_noun_en	funcionamiento_noun_es
publishing_adjective_en	editorial_adjective_es
theosophy_noun_en	teosofía_noun_es
disable_verb_en	imposibilitar_verb_es
crash_noun_en	accidente_noun_es
point_verb_en	apuntar_verb_es
shrewd_adjective_en	perspicaz_adjective_es
lick_verb_en	lamer_verb_es
qualification_noun_en	cualificación_noun_es
reciprocally_adverb_en	recíprocamente_adverb_es
integral_adjective_en	integrante_adjective_es
scornful_adjective_en	despreciativo_adjective_es
specialisation_noun_en	especialización_noun_es
notebook_noun_en	libreta_noun_es
a-few_determiner_en	unos-cuantos_determiner_es
a-few_pronoun_en	unos-cuantos_pronoun_es
a-few_determiner_en	unos-cuantos_determiner_es
a-few_pronoun_en	unos-cuantos_pronoun_es
a-few_pronoun_en	unos-cuantos_pronoun_es
a-few_determiner_en	unos-cuantos_determiner_es
suspicious_adjective_en	sospechoso_adjective_es
in-good-conscience_adverb_en	con-la-conciencia-tranquila_adverb_es
enabler_noun_en	posibilitador_noun_es
sodium_noun_en	sodio_noun_es
dedicate_verb_en	dedicar_verb_es
illegitimate_adjective_en	ilegítimo_adjective_es
primitive_adjective_en	primitivo_adjective_es
neap-tide_noun_en	marea-muerta_noun_es
proudly_adverb_en	orgullosamente_adverb_es
clerical_adjective_en	clerical_adjective_es
champagne_noun_en	champaña_noun_es
work-hard_verb_en	trabajar-duro_verb_es
axonometric_adjective_en	axonométrico_adjective_es
audible_adjective_en	audible_adjective_es
go-french_verb_en	afrancesarse_verb_es
above_preposition_en	por-encima-de_preposition_es
nervous-system_noun_en	sistema-nervioso_noun_es
row_verb_en	remar_verb_es
affirmation_noun_en	afirmación_noun_es
for-this-reason_adverb_en	por-esta-razón_adverb_es
metacentric_adjective_en	metacéntrico_adjective_es
film_verb_en	rodar_verb_es
von-neumann_propernoun_en	von-neumann_propernoun_es
catenary_noun_en	catenaria_noun_es
stroke_verb_en	acariciar_verb_es
dimensional_adjective_en	dimensional_adjective_es
perpetuate_verb_en	perpetuar_verb_es
egypt_propernoun_en	egipto_propernoun_es
scale_noun_en	escala_noun_es
verbosity_noun_en	verbosidad_noun_es
be-time-for-action_verb_en	ser-hora-de-pasar-a-la-acción_verb_es
liver_noun_en	hígado_noun_es
ductility_noun_en	ductilidad_noun_es
tarragon_noun_en	estragón_noun_es
constitutional-right_noun_en	derecho-constitucional_noun_es
ozone-depletion_noun_en	agotamiento-del-ozono_noun_es
fish-paste_noun_en	paté-de-pescado_noun_es
lane_noun_en	carril_noun_es
guadalajara_propernoun_en	guadalajara_propernoun_es
make-angry_verb_en	enfadarse_verb_es
definable_adjective_en	definible_adjective_es
from-bad-to-worse_adverb_en	de-mal-en-peor_adverb_es
marsupium_noun_en	marsupio_noun_es
unaware_adjective_en	inconsciente_adjective_es
resolve_verb_en	resolver_verb_es
whisper_noun_en	murmullo_noun_es
toothless_adjective_en	sin-dientes_adjective_es
compilation_noun_en	recopilación_noun_es
vase_noun_en	jarro_noun_es
explanation_noun_en	explicación_noun_es
shavedly_adverb_en	afeitadamente_adverb_es
after_subordinatingconjunction_en	después-de-que_subordinatingconjunction_es
decoration_noun_en	decoración_noun_es
vegan_adjective_en	vegano_adjective_es
under-oath_adverb_en	bajo-juramento_adverb_es
chinook_propernoun_en	chinook_propernoun_es
full-face-photo_noun_en	foto-de-frente_noun_es
knife-thrower_noun_en	lanzador-de-cuchillos_noun_es
successive_adjective_en	sucesivo_adjective_es
inconvenient_adjective_en	inconveniente_adjective_es
deception_noun_en	engaño_noun_es
distressed_adjective_en	angustiado_adjective_es
have-to_modal_en	haber-de_modal_es
antidepressant_adjective_en	antidepresivo_adjective_es
box_noun_en	casilla_noun_es
greek_noun_en	griego_noun_es
launch_verb_en	arrojar_verb_es
chatterley_propernoun_en	chatterley_propernoun_es
send-in_verb_en	enviar_verb_es
thank-you-very-much_interjection_en	muchas-gracias_interjection_es
drill_verb_en	perforar_verb_es
note_noun_en	nota_noun_es
workday_noun_en	día-de-trabajo_noun_es
underwear_noun_en	ropa-interior_noun_es
crumple_verb_en	ajar_verb_es
now-and-again_adverb_en	de-vez-en-cuando_adverb_es
some_pronoun_en	uno_pronoun_es
some_demonstrativepronoun_en	uno_demonstrativepronoun_es
some_pronoun_en	uno_pronoun_es
push_verb_en	pulsar_verb_es
particular-enthusiasm_noun_en	especial-entusiasmo_noun_es
fully_adverb_en	colmadamente_adverb_es
gate_noun_en	portón_noun_es
lucas_propernoun_en	lucas_propernoun_es
adapt_verb_en	amoldarse_verb_es
couple_noun_en	par_noun_es
perspectivism_noun_en	perspectivismo_noun_es
the-one_pronoun_en	el_pronoun_es
the-one_determiner_en	el_determiner_es
millionaire_noun_en	millonario_noun_es
bring-down_verb_en	bajar_verb_es
plot_noun_en	trama_noun_es
cytological_adjective_en	citológico_adjective_es
idealist_noun_en	idealista_noun_es
boundless-energy_noun_en	fondo-de-energías_noun_es
plasmodium_noun_en	plasmodio_noun_es
somehow_adverb_en	de-alguna-manera_adverb_es
physiocracy_noun_en	fisiocracia_noun_es
diagonal_adjective_en	diagonal_adjective_es
pick-up_verb_en	coger_verb_es
cathetometer_noun_en	catetómetro_noun_es
lebanon_propernoun_en	líbano_propernoun_es
blood_adjective_en	sanguíneo_adjective_es
dexter_adjective_en	diestro_adjective_es
vitelline_adjective_en	vitelino_adjective_es
field_noun_en	cancha_noun_es
outside_adverb_en	fuera_adverb_es
tessitura_noun_en	tesitura_noun_es
titularity_noun_en	titularidad_noun_es
prepositional_adjective_en	preposicional_adjective_es
set_verb_en	poner_verb_es
misunderstand_verb_en	entender-mal_verb_es
eventually_adverb_en	finalmente_adverb_es
first-of-all_adverb_en	ante-todo_adverb_es
reflection_noun_en	reflejo_noun_es
table_noun_en	tabla_noun_es
rhapsodist_noun_en	rapsoda_noun_es
thermometer_noun_en	termómetro_noun_es
transnational_adjective_en	transnacional_adjective_es
pontifex_noun_en	pontífice_noun_es
copartnership_noun_en	coparticipación_noun_es
blackthorn_noun_en	endrino_noun_es
venezuela_propernoun_en	venezuela_propernoun_es
nagel_propernoun_en	nagel_propernoun_es
musical_adjective_en	musical_adjective_es
matutinal_adjective_en	matutino_adjective_es
interview_verb_en	entrevistar_verb_es
approve_verb_en	aprobar_verb_es
harm_verb_en	hacer-daño_verb_es
musician_noun_en	músico_noun_es
cavalry_noun_en	caballería_noun_es
federalistic_adjective_en	federalista_adjective_es
left-behind_adjective_en	rezagado_adjective_es
below_adverb_en	abajo_adverb_es
suborder_noun_en	suborden_noun_es
salesman_noun_en	ejecutivo-de-ventas_noun_es
erupt_verb_en	entrar-en-erupción_verb_es
militarily_adverb_en	militarmente_adverb_es
metachromatic_adjective_en	metacromático_adjective_es
dynamically_adverb_en	dinámicamente_adverb_es
collapsible_adjective_en	plegable_adjective_es
dispute_noun_en	diferendo_noun_es
anthracite_noun_en	antracita_noun_es
embrasure_noun_en	tronera_noun_es
rwanda_propernoun_en	ruanda_propernoun_es
transmissive_adjective_en	transmisor_adjective_es
beardless_adjective_en	barbilampiño_adjective_es
rescue_noun_en	salvamento_noun_es
southward_adverb_en	hacia-el-sur_adverb_es
authority_noun_en	autoridad_noun_es
third_noun_en	tercio_noun_es
careless_adjective_en	inadvertido_adjective_es
llorente_propernoun_en	llorente_propernoun_es
twice-a-month_adverb_en	dos-veces-al-mes_adverb_es
outrageous_adjective_en	indignante_adjective_es
domesticated_adjective_en	domesticado_adjective_es
scoop_noun_en	primicia-informativa_noun_es
gracious_adjective_en	gentil_adjective_es
get-to-the-bottom-of-the-matter_verb_en	llegar-al-fondo-de-la-cuestión_verb_es
centre-for-industrial-technology-development_propernoun_en	centro-para-el-desarrollo-tecnológico-industrial_propernoun_es
abdicate_verb_en	abdicar_verb_es
endoderm_noun_en	endoderma_noun_es
enclosure_noun_en	recinto_noun_es
martinique_propernoun_en	martinica_propernoun_es
estuary_noun_en	estuario_noun_es
outside_noun_en	exterior_noun_es
key-pad_noun_en	teclado-numérico_noun_es
epigraphy_noun_en	epigrafía_noun_es
email_noun_en	correo-electrónico_noun_es
hamstring_noun_en	ligamento-de-la-corva_noun_es
purple_noun_en	púrpura_noun_es
narrowly_adverb_en	por-poco_adverb_es
closely_adverb_en	estrechamente_adverb_es
belgrade_propernoun_en	belgrado_propernoun_es
bandit_noun_en	bandido_noun_es
choreographic_adjective_en	coreográfico_adjective_es
portray_verb_en	retratar_verb_es
firstly_adverb_en	en-primer-lugar_adverb_es
what-the-fuck_pronoun_en	qué-cojones_pronoun_es
what-the-fuck_interrogativepronoun_en	qué-cojones_interrogativepronoun_es
intensify_verb_en	intensificar_verb_es
superb_adjective_en	magnífico_adjective_es
forceps_noun_en	fórceps_noun_es
congregation_noun_en	fieles_noun_es
antioxidant_noun_en	antioxidante_noun_es
fusion_noun_en	fusión_noun_es
raggedly_adverb_en	andrajosamente_adverb_es
binding_noun_en	encuadernación_noun_es
potable_adjective_en	potable_adjective_es
von-weiszäcker_propernoun_en	von-weiszäcker_propernoun_es
scarcely_adverb_en	difícilmente_adverb_es
in-the-weeks-to-come_adverb_en	en-las-próximas-semanas_adverb_es
flat_noun_en	piso_noun_es
revisionism_noun_en	revisionismo_noun_es
segovia_propernoun_en	segovia_propernoun_es
abando_propernoun_en	abando_propernoun_es
typification_noun_en	tipificación_noun_es
donibane_propernoun_en	donibane_propernoun_es
tonne_noun_en	tonelada_noun_es
stupor_noun_en	estupor_noun_es
caricature_verb_en	caricaturizar_verb_es
ak47_propernoun_en	ak47_propernoun_es
restlessness_noun_en	inquietud_noun_es
join_verb_en	unir_verb_es
president-of-the-basque-country_noun_en	lehendakari_noun_es
principal_adjective_en	principal_adjective_es
poem_noun_en	poema_noun_es
abuse_verb_en	insultar_verb_es
harp_noun_en	garra_noun_es
analogous_adjective_en	análogo_adjective_es
where-appropriate_adverb_en	cuando-proceda_adverb_es
observatory_noun_en	observatorio_noun_es
collage_noun_en	collage_noun_es
heatedly_adverb_en	acaloradamente_adverb_es
brimstone_noun_en	azufre_noun_es
ammonium_noun_en	amonio_noun_es
moral_noun_en	moraleja_noun_es
manage_verb_en	gestionar_verb_es
casually_adverb_en	casualmente_adverb_es
sweden_propernoun_en	suecia_propernoun_es
riot_noun_en	motín_noun_es
flag-of-riveira-city_propernoun_en	bandeira-cidade-riveira_propernoun_es
frankfurt_propernoun_en	fráncfort_propernoun_es
valence_noun_en	valencia_noun_es
paraboloid_noun_en	paraboloide_noun_es
anglican_adjective_en	anglicano_adjective_es
teacher_noun_en	profesor_noun_es
exodus_noun_en	éxodo_noun_es
each-time_adverb_en	cada-vez_adverb_es
take-off_verb_en	sacar_verb_es
deputy-mayor_noun_en	teniente-de-alcalde_noun_es
indemnify_verb_en	indemnizar_verb_es
consistently_adverb_en	consecuentemente_adverb_es
nickel_noun_en	níquel_noun_es
ceseden_propernoun_en	ceseden_propernoun_es
tetrahedral_adjective_en	tetraédrico_adjective_es
consul_noun_en	cónsul_noun_es
quota_noun_en	cuota_noun_es
gang_noun_en	pandilla_noun_es
grasp_verb_en	coger_verb_es
eat_verb_en	comer_verb_es
ruby_noun_en	rubí_noun_es
road_noun_en	carretera_noun_es
other_determiner_en	otro_determiner_es
melodramatic_adjective_en	melodramático_adjective_es
adorn_verb_en	adornar_verb_es
considerable_adjective_en	considerable_adjective_es
choreography_noun_en	coreografía_noun_es
bavarian_adjective_en	bávaro_adjective_es
lithosphere_noun_en	litosfera_noun_es
fetid_adjective_en	fétido_adjective_es
hear_verb_en	oír_verb_es
ransom_noun_en	rescate_noun_es
reig_propernoun_en	reig_propernoun_es
welfare_noun_en	bienestar_noun_es
lunch_verb_en	comer_verb_es
monrovia_propernoun_en	monrovia_propernoun_es
competitiveness_noun_en	competitividad_noun_es
prpers_pronoun_en	prpers_pronoun_es
recover_verb_en	recuperar_verb_es
onwards_adverb_en	en-adelante_adverb_es
tug_noun_en	remolcador_noun_es
compete_verb_en	competir_verb_es
reinvent_verb_en	reinventar_verb_es
demoniac_adjective_en	demoníaco_adjective_es
halomorphic_adjective_en	halomórfico_adjective_es
o'callaghan_propernoun_en	o'callaghan_propernoun_es
lovable_adjective_en	encantador_adjective_es
miquel_propernoun_en	miquel_propernoun_es
as_subordinatingconjunction_en	pues_subordinatingconjunction_es
leaflet_noun_en	folíolo_noun_es
drugstore_noun_en	droguería_noun_es
finish_verb_en	terminar_verb_es
paronymy_noun_en	paronimia_noun_es
accordingly_adverb_en	consiguientemente_adverb_es
dupe_verb_en	engañar_verb_es
national_adjective_en	nacional_adjective_es
little-boy_propernoun_en	little-boy_propernoun_es
rabat_propernoun_en	rabat_propernoun_es
rogatory_adjective_en	rogatorio_adjective_es
face-up-to_verb_en	apechugarse-con_verb_es
maxillary_adjective_en	maxilar_adjective_es
breast_noun_en	pechuga_noun_es
seguidilla_noun_en	seguidilla_noun_es
streep_propernoun_en	streep_propernoun_es
look-straight-ahead_verb_en	mirar-de-frente_verb_es
who_pronoun_en	quién_pronoun_es
who_interrogativepronoun_en	quién_interrogativepronoun_es
dsl_noun_en	adsl_noun_es
ahmadinejad_propernoun_en	ahmadineyad_propernoun_es
schematise_verb_en	esquematizar_verb_es
slavic_adjective_en	eslavo_adjective_es
mucin_noun_en	mucina_noun_es
dismountable_adjective_en	desmontable_adjective_es
slip_noun_en	resbalón_noun_es
activate_verb_en	activar_verb_es
rer-a_noun_en	rer-a_noun_es
covering_noun_en	cobertura_noun_es
festive_adjective_en	festivo_adjective_es
affirmative_adjective_en	afirmativo_adjective_es
renounce_verb_en	renunciar_verb_es
hyperinflation_noun_en	hiperinflación_noun_es
well_interjection_en	bueno_interjection_es
guatemalan_adjective_en	guatemalteco_adjective_es
shaw_propernoun_en	shaw_propernoun_es
reasonably_adverb_en	razonablemente_adverb_es
telephone_noun_en	teléfono_noun_es
dissolvent_adjective_en	disolvente_adjective_es
unalterable_adjective_en	inalterable_adjective_es
lpg-consumer_noun_en	consumidor-de-glp_noun_es
applicator_noun_en	aplicador_noun_es
crop_noun_en	cosecha_noun_es
echography_noun_en	ecografía_noun_es
cardiovascular_adjective_en	cardiovascular_adjective_es
autobiography_noun_en	autobiografía_noun_es
contrast_verb_en	contrastar_verb_es
